ytid,aspect_list,caption,is_genre_pop,is_genre_rock,is_genre_jazz,is_genre_classical,is_genre_hip-hop,is_genre_country,is_genre_electronic,is_genre_reggae,is_genre_blues,is_genre_folk,is_genre_r&b,is_genre_metal,is_genre_punk,is_genre_soul,is_genre_gospel,is_genre_latin,is_genre_reggaeton,is_genre_disco,is_genre_indie,is_genre_alternative,is_genre_house,is_genre_techno,is_genre_trance,is_genre_dubstep,is_genre_ambient,is_genre_new age,is_genre_bluegrass,is_genre_grunge,is_genre_emo,is_genre_post-rock,is_genre_post-punk,is_genre_shoegaze,is_genre_industrial,is_genre_experimental,is_genre_noise,is_genre_synthwave,is_genre_chillwave,is_genre_lo-fi,is_genre_acoustic,is_genre_instrumental,is_genre_soundtrack,is_genre_world,is_genre_funk,is_genre_swing,is_genre_bossa nova,is_genre_k-pop,is_genre_j-pop,is_genre_c-pop,is_genre_t-pop,is_genre_amapiano,is_genre_afrobeats,is_genre_dancehall,is_genre_trap,is_genre_grime,is_genre_drum and bass,is_genre_dub,is_genre_salsa,is_instrument_guitar,is_instrument_piano,is_instrument_drums,is_instrument_bass,is_instrument_strings,is_instrument_voice,is_instrument_keyboard,is_instrument_synth,is_instrument_violin,is_instrument_saxophone,is_instrument_choir,is_instrument_trumpet,is_instrument_flute,is_instrument_clarinet,is_instrument_trombone,is_instrument_cello,is_instrument_harp,is_instrument_accordion,is_instrument_synthesizer,is_instrument_turntables,is_instrument_theremin,is_instrument_ukulele,is_instrument_banjo,is_instrument_mandolin,is_instrument_marimba,is_instrument_percussion,is_instrument_harmonica,is_instrument_didgeridoo,is_instrument_bagpipes,is_instrument_sitar,is_instrument_tabla,is_instrument_hats,is_instrument_kick,is_instrument_snare,is_instrument_tom,is_instrument_djembe,is_instrument_bongos,is_instrument_conga,is_instrument_timbales,is_instrument_steel drum,is_instrument_kalimba,is_instrument_zither,is_instrument_ocarina,is_instrument_bassoon,is_instrument_oboe,is_instrument_horn,is_emotion_happy,is_emotion_sad,is_emotion_angry,is_emotion_relaxed,is_emotion_excited,is_emotion_nostalgic,is_emotion_romantic,is_emotion_melancholic,is_emotion_energetic,is_emotion_calm,is_emotion_mysterious,is_emotion_joyful,is_emotion_hopeful,is_emotion_intense,is_emotion_peaceful,is_emotion_reflective,is_emotion_playful,is_emotion_dramatic,is_emotion_eerie,is_emotion_triumphant,is_emotion_depressed,is_emotion_anxious,is_emotion_confident,is_emotion_powerful,is_emotion_moody,caption_without_genre
CQlh4k5pXKA,"['male singer', 'crying vocals', 'groaning sounds', 'tragedy', 'ambient noises', 'deteriorated music quality', 'movie soundtrack', 'nostalgic pop song', 'male singer', 'medium tempo', 'grief', 'sadness', 'grief', 'poor audio quality', 'guitar strumming', 'melancholic music', 'breakup song', 'movie scene music']","The song is a movie soundtrack. The song is medium tempo with groaning tones, crying sounds, ambient Street noises, and guitar strumming rhythm. The sound track is played for an emotionally sad scene. The audio quality is overall poor.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The song is a movie . The song is medium tempo with groaning tones, crying sounds, Street s, and guitar strumming rhythm. The sound track is played for an tionally sad scene. The audio quality is overall poor."
CRUd8kY3L70,"['instrumental', 'fast tempo', 'spirited harmonica lead', 'lively acoustic guitar', 'enthusiastic cello', 'infectious drumming', 'male vocalisation', 'punchy', 'perky', 'buoyant', 'high-spirited']","This music is an energetic instrumental. The tempo is fast with a vivacious harmonica lead, lively guitar rhythm, enthusiastic cello and punchy drumming. The song starts with an enthusiastic vocal riff. The music is an upbeat, catchy, buoyant, peppy, youthful, energetic and lively Harmonica instrumental.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This music is an energetic . The tempo is fast with a vivacious harmonica lead, lively guitar rhythm, enthusiastic cello and punchy drumming. The song starts with an enthusiastic vocal riff. The music is an upbeat, catchy, buoyant, peppy, youthful, energetic and lively Harmonica ."
CXCbBSUuugs,"['four on the floor kick', 'edm', 'pop', 'synth riser', 'high male vocal', 'professional production', 'high fidelity', 'synth melody', 'vocal harmonies', 'club track']","Pop EDM with a four on the floor kick pattern, a high male vocal with vocal harmonies, synthesizer melodies and dramatic risers for the transitions. This is a club track that sounds professionally recorded and mixed for high fidelity.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"EDM with a four on the floor kick pattern, a high male vocal with vocal harmonies, synthesizer melodies and dramatic risers for the transitions. This is a club track that sounds professionally recorded and mixed for high fidelity."
CZZSQ6rd8h0,"['amateur recording', 'violin', 'fast tempo', 'emotional', 'sad', 'frustrated']",This audio contains someone playing a violin with a sad melody and strong bow strokes. The piece sounds as if someone is frustrated and emotional. This song may be playing at a concert.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This audio contains someone playing a violin with a sad melody and strong bow strokes. The piece sounds as if someone is frustrated and tional. This song may be playing at a concert.
CdgQIiMdBa4,"['christian', 'gospel', 'male vocal', 'melodic singing', 'acoustic guitar', 'bass guitar', 'acoustic drums', 'religious', 'devotional']","This is a Christian gospel music piece. The male vocalist is singing melodically in the Spanish language. There is an acoustic guitar playing the main melody while a bass guitar plays in the background. In the rhythmic background, the acoustic drums are playing a calm beat. The atmosphere is religious. This music would suit well in Christian religious events in Spanish speaking countries.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This is a Christian music piece. The male vocalist is singing melodically in the Spanish language. There is an guitar playing the main melody while a bass guitar plays in the background. In the rhythmic background, the drums are playing a calm beat. The atmosphere is religious. This music would suit well in Christian religious events in Spanish speaking countries."
CeaWlENtRio,"['low quality', 'traditional', 'upbeat', 'repetitive addictive strings melody', 'wooden percussions', 'shimmering cymbals', 'energetic', 'addictive', 'muffled', 'noisy']","The low quality recording features a traditional song that consists of a repetitive and addictive string melody, wooden percussion and shimmering cymbals. It sounds really energetic and addictive - almost like a pop song would. The recording is a bit noisy and the left channel of the stereo image is occasionally muffled.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The low quality recording features a traditional song that consists of a repetitive and addictive string melody, wooden percussion and shimmering cymbals. It sounds really energetic and addictive - almost like a song would. The recording is a bit noisy and the left channel of the stereo image is occasionally muffled."
CgK0DU3KFBc,"['slow jazz song', 'young female voice', 'acoustic guitar', 'finger snaps', 'keyboard', 'shaker', 'romantic mood']",This slow jazz song features a female voice. This is accompanied by an acoustic guitar playing chords. A keyboard plays a fills using a xylophone-like tone. The bass plays the root notes of the chords. Finger snaps are played in some spaces between lines. A shaker provides the percussion for this song. The song features a jazz chord progression providing some complexity to this song. The mood of this song is romantic. This song can be played in a romantic movie.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This slow song features a female voice. This is accompanied by an guitar playing chords. A keyboard plays a fills using a xylophone-like tone. The bass plays the root notes of the chords. Finger snaps are played in some spaces between lines. A shaker provides the percussion for this song. The song features a chord progression providing some complexity to this song. The mood of this song is romantic. This song can be played in a romantic movie.
CnTMm-bzssM,"['low quality', 'mellow piano melody', 'sustained strings melody', 'sad', 'emotional', 'melancholic']","The low quality recording features a mellow piano melody, followed by sustained strings melody. It sounds sad, emotional and melancholic.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The low quality recording features a mellow piano melody, followed by sustained strings melody. It sounds sad, tional and melancholic."
CphwhKgYHaM,"['male singer', 'medium tempo', 'jazz piano', 'trumpets', 'romantic', 'pleasant', 'saxophone accompaniment', 'wind instruments', 'brass instruments', 'slick drumming', 'groovy bass lines', 'animated piano', 'swing', 'jazz', 'blues', 'ambient', 'pleasant', 'syncopated harmony', 'improvisations']","A male vocalist sings this mellow jazz song. The tempo is medium with a spirited saxophone accompaniment, jazzy piano, groovy bass lines, slick drumming and trumpet . The song is melodic, catchy, ambient, romantic, groovy, light and breezy with a swing rhythm. This song is a lively Jazz song.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A male vocalist sings this mellow song. The tempo is medium with a spirited saxophone accompaniment, y piano, groovy bass lines, slick drumming and trumpet . The song is melodic, catchy, , romantic, groovy, light and breezy with a rhythm. This song is a lively song."
CrbZHPkHeV4,"['male vocalist', 'medium tempo', 'hip-hop', 'rap', 'rhythmic patter', 'rhythmic speech', 'slang', 'objectionable lyrics', 'passionate', 'emotional', 'intense', 'emphatic', 'persuasive', 'catchy', 'youthful', 'steady drumming', 'melody keyboard', 'amplified piano', 'groovy bass lines']","A male vocalist sings this passionate Rap. The tempo is medium with steady drumming, keyboard harmony, amplified piano accompaniment, and  groovy bass lines . The song is emotional, intense, persuasive, intense and has a catchy groove. This song is contemporary Rap/Hip-Hop.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"A male vocalist sings this passionate Rap. The tempo is medium with steady drumming, keyboard harmony, amplified piano accompaniment, and groovy bass lines . The song is tional, intense, persuasive, intense and has a catchy groove. This song is contemporary Rap/."
CwmUMySSNQc,"['male singer', 'female singer', 'guitar accompaniment', 'keyboard accompaniment', 'vocal duet', 'retro pop hits', 'medium fast tempo', 'poor audio quality', 'groovy rhythm', 'steady drumming rhythm', 'percussive bass line', 'keyboard accompaniment', 'drum rolls', 'cymbals crashing', 'romantic', 'exciting', 'emotional', 'adventurous', 'passionate', 'retro pop hits']","A male and female singer sing this vocal duet. The song is medium fast tempo with a guitar accompaniment, steady drumming rhythm with exciting drum rolls, cymbals crashes and a percussive bass line. The song is romantic and exciting. The song is retro pop with a bad audio quality.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A male and female singer sing this vocal duet. The song is medium fast tempo with a guitar accompaniment, steady drumming rhythm with exciting drum rolls, cymbals crashes and a percussive bass line. The song is romantic and exciting. The song is retro with a bad audio quality."
Cy3HWnwMLyI,"['instrumental', 'medium tempo', 'techno', 'droning', 'hypnotic', 'psychedelic', 'trance', 'trap', 'electronic music', 'synthesiser arrangements', 'synthesised sounds', 'didgeridoo harmony', 'menacing sounds', 'electronic sounds', 'bell', 'danger', 'scary', 'spooky', 'roaring', 'dungeon', 'echoes', 'stringed instrument riff', 'ambient sounds', 'sinister', 'spooky', 'anticipatory', 'intense', 'burgeoning', 'metal clanging']","This music is an intense instrumental. The tempo is medium with an incessant droning of the didgeridoo, stringed instrument riff, and synthesised sounds like metallic sounds,menacing grunts, roars, echoes, resonance and bells ringing in the distance. The music is intense, sinister, dangerous, anticipatory, burgeoning, spooky and hostile. This is an Electro Trap.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"This music is an intense . The tempo is medium with an incessant droning of the didgeridoo, stringed instrument riff, and synthesised sounds like lic sounds,menacing grunts, roars, echoes, resonance and bells ringing in the distance. The music is intense, sinister, dangerous, anticipatory, burgeoning, spooky and hostile. This is an Electro ."
D-p9s8y2z_U,"['instrumental', 'mandolin', 'mandolin harmony', 'stringed instruments', '8 stringed instrument', 'string harmony', 'lute family', 'soprano string instrument', 'high notes', 'plucking', 'lively', 'cheerful', 'happy', 'sunny', 'chirpy', 'bright', 'animated', 'spirited', 'dance music', 'folk music', 'acoustic guitar accompaniment']","This music is instrumental . The tempo is fast with mandolins playing a lively, spirited rhythmic harmony with acoustic guitar accompaniment. The instrumentation is minimal with emphasis on the mandolin melody. The music is chirpy, perky, cheerful, happy, animated and spirited.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This music is . The tempo is fast with mandolins playing a lively, spirited rhythmic harmony with guitar accompaniment. The instrumentation is minimal with emphasis on the mandolin melody. The music is chirpy, perky, cheerful, happy, animated and spirited."
D3FyfFIKLVc,"['male singer', 'medium tempo', 'foreign language', 'world music', 'keyboard accompaniment', 'steady drumming', 'straight bass lines', 'synth arrangements', 'african', 'melodic', 'calm', 'simple groove', 'acoustic guitar', 'romantic', 'emotional', 'peaceful', 'serene']","A male vocalist sings this sweet melody in a foreign language. The tempo is medium with keyboard accompaniment, steady drumming, synthesiser arrangement and acoustic guitar. The song has a simple, easy melody. It is earnest, emotional, calm and soothing. This song is a Regional Pop song.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A male vocalist sings this sweet melody in a foreign language. The tempo is medium with keyboard accompaniment, steady drumming, synthesiser arrangement and guitar. The song has a simple, easy melody. It is earnest, tional, calm and soothing. This song is a Regional song."
D3ht_xXl5S0,"['low quality', 'disco', 'fruity male vocal', 'harmonizing background vocals', 'wide funky electric guitar chords', 'punchy ""4 on the floor"" kick pattern', 'shimmering open hat', 'muffled punchy snare', 'shimmering bells melody', 'groovy bass', 'high pitched sustained string melody', 'low toms', 'energetic', 'addictive']","The low quality recording features a disco song that consists a fruity male vocal singing over groovy bass, punchy ""4 on the floor"" kick pattern, wide funky electric guitar chords, shimmering open hats, muffled punchy snare, shimmering bells melody, groovy bass, high pitched sustained strings melody and low toms. There is a short snippet of harmonizing vocals at the end of the loop. It sounds energetic and addictive.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The low quality recording features a song that consists a fruity male vocal singing over groovy bass, punchy ""4 on the floor"" kick pattern, wide y electric guitar chords, shimmering open hats, muffled punchy snare, shimmering bells melody, groovy bass, high pitched sustained strings melody and low toms. There is a short snippet of harmonizing vocals at the end of the loop. It sounds energetic and addictive."
D4ccFYk3bhU,"['instrumental', 'fast tempo', 'boomy', 'electronic music', 'outdoor musc', 'chaotic', 'bustling', 'catchy vocal riff', 'trippy', 'trance', 'repetitive', 'distorted audio', 'static', 'tambourine', 'drums', 'syncopated music', 'street sounds', 'people talking', 'tapping', 'rustling', 'female vocalisation', 'electronic music', 'dance music']","This music clip is an electronic instrumental. The audio quality is inferior, so the music is incoherent, but there are some elements that stand out like intense drumming; punchy bass lines, synthesiser arrangements, female vocalisation, a syncopated xylophone-like instrument. The music is being played outdoors as there is the sound of vehicles, honking,people talking and some rustling. The music is peppy, energetic , enthusiastic and has a trippy, trance like vibe.This song is an EDM.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"This music clip is an . The audio quality is inferior, so the music is incoherent, but there are some elements that stand out like intense drumming; punchy bass lines, synthesiser arrangements, female vocalisation, a syncopated xylophone-like instrument. The music is being played outdoors as there is the sound of vehicles, honking,people talking and some rustling. The music is peppy, energetic , enthusiastic and has a trippy, like vibe.This song is an EDM."
D644BWAUOXo,"['calming', 'soothing', 'slow tempo', 'uplifting', 'electric piano', 'gentle choral singing', 'asian music', 'south asian']","This is a gentle, soothing and meditative song of South Asian origin. The electric piano is played along with a group of singers who sing calmly in unison. The song has an uplifting emotional effect.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"This is a gentle, soothing and meditative song of South Asian origin. The electric piano is played along with a group of singers who sing calmly in unison. The song has an uplifting tional effect."
D6xrH93lnoc,"['rock-n-roll', 'male vocal', 'story-telling mood', 'electric guitar', 'simple tune', 'bass guitar', 'acoustic drums', 'rimshots', 'upbeat', 'energetic', 'groovy']",This is a rock-n-roll music piece. There is a male vocalist singing as if he is telling a story in the lead. The electric and the bass guitar are playing a simple tune. The acoustic drums are playing an upbeat rhythm with a heavy use of rimshots. The atmosphere of the piece is groovy. This piece could be used in the soundtrack of a romance/romantic comedy movie where the protagonist cannot stop thinking about a girl.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,This is a -n-roll music piece. There is a male vocalist singing as if he is telling a story in the lead. The electric and the bass guitar are playing a simple tune. The drums are playing an upbeat rhythm with a heavy use of rimshots. The atmosphere of the piece is groovy. This piece could be used in the of a romance/romantic comedy movie where the protagonist cannot stop thinking about a girl.
D7Cvisf3jf8,"['documentary music', 'movie music', 'strings section', 'bass guitar', 'percussion', 'dramatic', 'suspense', 'tension', 'story-telling mood']",This is a documentary music piece. There is a strings section that is holding a single chord. The bass guitar is repeating an ominous bass line. There is a simple percussion beat in the rhythmic background. The atmosphere has a dramatic feel to it. It feels like a story is about to unfold. The piece suits perfectly as a documentary music piece. It could also fit well in the soundtrack of a mystery movie.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,This is a documentary music piece. There is a strings section that is holding a single chord. The bass guitar is repeating an ominous bass line. There is a simple percussion beat in the rhythmic background. The atmosphere has a dramatic feel to it. It feels like a story is about to unfold. The piece suits perfectly as a documentary music piece. It could also fit well in the of a mystery movie.
D9893od03Sc,"['low quality', 'live performance', 'country', 'acoustic rhythm guitar', 'groovy bass guitar', 'shimmering hi hats', 'simple kick', 'punchy snare', 'steel guitar repetitive guitar', 'passionate male vocal', 'crowd clapping', 'joyful', 'addictive']","The low quality recording features a live performance of a country song that consists of an acoustic rhythm guitar, groovy bass guitar, shimmering hi hats, simple kick, punchy snare and steel guitar repetitive melody. At the end of the loop, there is a short snippet of passionate male vocal singing, while at the beginning there is a crowd clapping sound. It sounds joyful and addictive.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"The low quality recording features a live performance of a song that consists of an rhythm guitar, groovy bass guitar, shimmering hi hats, simple kick, punchy snare and steel guitar repetitive melody. At the end of the loop, there is a short snippet of passionate male vocal singing, while at the beginning there is a crowd clapping sound. It sounds joyful and addictive."
DA3fNvbZoBM,"['folk rock', 'acoustic guitar', 'folk harmonies', 'country-folk', 'powerful guitar stabs', 'repeated vocal motif']","This is a quintessentially folk-rock song, with at least a three-part country-folk harmony. There is an acoustic guitar arpeggio throughout the clip, and a powerful stab on the bass strings every second bar. The song feels sombre, in a way.",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"This is a quintessentially - song, with at least a three-part - harmony. There is an guitar arpeggio throughout the clip, and a powerful stab on the bass strings every second bar. The song feels sombre, in a way."
