aspect_list,original_aspect_list,temperature,generated_tempo_tags,generated_genre_tags,generated_mood_tags,generated_instrument_tags,id
"['emotional', 'energetic', 'happy', 'male voice singing', 'passionate male vocal', 'pop', 'uplifting', 'uptempo']","['happy', 'pop', 'folk', 'guitar']",1.0,['uptempo'],[],"['energetic', 'uplifting', 'happy', 'emotional']","['male voice singing', 'passionate male vocal']",0844415cc143ecad75153792eab212d4
"['bass', 'digital drums', 'emotional', 'piano', 'pop', 'uptempo']","['drums', 'bass', 'pop', 'keyboard', 'happy', 'house']",0.8,['uptempo'],[],['emotional'],"['piano', 'digital drums']",42284dc7b44e0ccf2c4c744bbe05ebb0
"['bass', 'blues', 'electronic drums', 'guitar solo', 'happy mood', 'intense', 'male voice', 'moderate tempo']","['energetic', 'drums', 'bass', 'rock']",1.0,['moderate tempo'],['blues'],"['happy mood', 'intense']","['male voice', 'guitar solo', 'electronic drums']",3d79879b4b9d088e088abb6dbfa21cd3
"['dramatic', 'electric guitar', 'electronic', 'electronic drums', 'fast tempo', 'piano']","['violin', 'energetic', 'folk', 'piano']",2.0,['fast tempo'],['electronic'],['dramatic'],"['electric guitar', 'electronic drums']",e1869f72331b8136be5910b8a2a1b354
"['ballad', 'country', 'flute', 'folk', 'medium tempo', 'sad']",[],2.0,['medium tempo'],"['folk', 'ballad', 'country']",['sad'],['flute'],b9d26be6af2a77fcde58f98d29833538
"['bass', 'electronic', 'electronic drums', 'funk', 'groovy']","['energetic', 'drums', 'bass', 'electronic', 'funk', 'rock', 'keyboard']",1.5,['groovy'],[],[],['electronic drums'],6a67906401898aeb12bf0f41f359fc64
"['dance music', 'groovy bass line', 'medium tempo', 'passionate', 'piano accompaniment']",[],2.0,['medium tempo'],['dance music'],['passionate'],"['groovy bass line', 'piano accompaniment']",db2723ba5c73c083442034b84fb0c005
"['dramatic', 'electric guitar', 'electronic', 'electronic drums', 'female vocal', 'flat male vocal', 'male voice', 'slow']","['electronic', 'energetic', 'bass', 'house']",1.0,['slow'],[],['dramatic'],"['flat male vocal', 'electronic drums', 'electric guitar', 'male voice', 'female vocal']",d7609fb489f173d9064c7c7834a013b0
"['dramatic', 'electronic', 'electronic drums', 'mid tempo']","['ambient', 'emotional', 'electronic', 'piano']",1.0,['mid tempo'],[],['dramatic'],['electronic drums'],6142d70fd189cf32f5e09186997eef33
"['cinematic', 'e-guitar', 'emotional', 'piano', 'slow tempo']","['drums', 'bass', 'guitar', 'funk', 'keyboard', 'jazz', 'violin', 'piano']",2.0,['slow tempo'],['cinematic'],['emotional'],['e-guitar'],945b37f447ff62e594bc9d76a20dc5ba
"['cinematic', 'digital drums', 'emotional', 'energetic', 'hip hop', 'medium to uptempo', 'passionate male vocal', 'pop']","['emotional', 'pop', 'folk', 'guitar']",1.0,['medium to uptempo'],"['cinematic', 'hip hop']","['emotional', 'energetic']","['passionate male vocal', 'digital drums']",65558bd7d8b982cf318a4c91e0b72ca1
"['cinematic', 'drums', 'fast tempo', 'keyboard accompaniment', 'medium tempo', 'positive', 'slow tempo']","['energetic', 'drums', 'bass', 'guitar', 'jazz']",1.0,"['slow tempo', 'fast tempo', 'medium tempo']",['cinematic'],['positive'],['keyboard accompaniment'],811a04444fcedaa6e2db3df0b4e25ee0
"['ambient noises', 'emotional', 'folk music', 'male singer', 'movie soundtrack', 'passionate', 'pop song', 'slow tempo']",[],2.0,['slow tempo'],"['pop song', 'ambient noises', 'folk music', 'movie soundtrack']","['emotional', 'passionate']",['male singer'],24eb0843f11e26da4ea18c6252155c90
"['bass', 'dramatic', 'intense', 'jazz', 'uptempo']","['drums', 'bass', 'guitar', 'emotional', 'pop', 'jazz', 'piano']",0.5,['uptempo'],[],"['intense', 'dramatic']",[],efa330a588cfca31dc93185ca92735b3
"['electronic', 'flat male vocal', 'flute', 'hypnotic', 'mid tempo', 'punchy kick', 'slow', 'slow tempo']","['ambient', 'energetic', 'electronic', 'piano']",1.0,"['slow', 'mid tempo', 'slow tempo']",[],['hypnotic'],"['punchy kick', 'flat male vocal', 'flute']",210936e13dec03340c37751bdff01e2c
"['blues', 'fun', 'groovy bass', 'happy', 'syncopated snare']","['electronic', 'energetic', 'happy', 'guitar']",0.5,['syncopated snare'],['blues'],['fun'],['groovy bass'],231449b74b26694bd2f13eb75e8f25bd
"['drums', 'eerie', 'electronic', 'electronic drums', 'medium to uptempo', 'slow tempo']","['energetic', 'drums', 'electronic', 'dance', 'keyboard']",0.8,"['medium to uptempo', 'slow tempo']",[],['eerie'],['electronic drums'],d43cb08507bb576cf1a3aba6b2c572af
"['bass', 'electronic drums', 'gentle', 'jazz', 'moderate tempo', 'piano', 'upbeat']","['drums', 'bass', 'funk', 'folk', 'piano']",0.8,"['moderate tempo', 'upbeat']",['jazz'],['gentle'],"['bass', 'electronic drums']",43ca7334ce80fe9091e270e64abb2759
"['danceable', 'e-bass', 'energetic', 'groovy', 'keyboard', 'medium tempo']","['drums', 'bass', 'guitar', 'funk', 'strings', 'keyboard', 'jazz', 'violin', 'piano']",1.5,"['medium tempo', 'groovy']",['danceable'],['energetic'],['e-bass'],9f8c861676e29c86d44dfc0f41cb10f9
"['afrobeats', 'electronic', 'energetic', 'flat male vocal']","['electronic', 'happy', 'pop', 'piano']",0.8,['afrobeats'],[],['energetic'],['flat male vocal'],c3eb9d45b4cadf255e864074aa82e8ca
"['ambient', 'calming', 'electronic drums', 'fun', 'groovy', 'hip hop', 'rapping', 'rock']","['emotional', 'piano', 'classical']",0.5,['groovy'],"['hip hop', 'rock', 'rapping', 'ambient']","['calming', 'fun']",['electronic drums'],83cd5fb89441576e167ef51dd9b41fe0
"['dance music', 'drums', 'electronic music', 'groovy', 'medium tempo', 'romantic', 'strings']","['indie', 'drums', 'funk', 'guitar']",1.0,"['medium tempo', 'groovy']","['dance music', 'electronic music']",['romantic'],['strings'],db6470b81992444c9227166678606e32
"['acoustic drums', 'e-guitar', 'heavy metal', 'medium tempo', 'punchy snare', 'rock']","['energetic', 'electronic', 'dance', 'rock', 'keyboard']",1.5,['medium tempo'],[],['heavy metal'],"['acoustic drums', 'punchy snare', 'e-guitar']",f4b2a7b560103c44527b5826fd22d532
"['classical', 'emotional', 'hip hop', 'no voices', 'percussion', 'uptempo', 'weird']","['emotional', 'piano', 'classical']",2.0,['uptempo'],"['classical', 'hip hop']","['emotional', 'weird']","['no voices', 'percussion']",c544992e249ded7b008a92fbd142992a
"['epic', 'gospel', 'medium to uptempo', 'strings', 'trumpets', 'uptempo']","['electronic', 'emotional', 'strings', 'piano']",1.0,"['medium to uptempo', 'uptempo']",['gospel'],['epic'],['trumpets'],bdcccda1e31d1bd4bc39caaf6e83e466
"['electronic drums', 'emotional', 'folk', 'medium tempo', 'passionate', 'strings']","['electronic', 'funk', 'piano']",1.5,['medium tempo'],['folk'],"['passionate', 'emotional']","['electronic drums', 'strings']",6fefdd2200886e526770b11c99254f38
"['classical', 'emotional', 'no voices', 'percussion', 'slow tempo']","['bass', 'funk', 'rock']",0.8,['slow tempo'],['classical'],['emotional'],"['percussion', 'no voices']",7f48e39c3c624cd2a2dfc52874d01260
"['cinematic', 'digital drums', 'energetic', 'groovy', 'medium tempo', 'punchy kick', 'suspenseful', 'uptempo']",[],2.0,"['uptempo', 'groovy', 'medium tempo']",['cinematic'],"['suspenseful', 'energetic']","['punchy kick', 'digital drums']",1f97639838945f29288c68b5d5c26a1d
"['acoustic guitar', 'emotional', 'folk music', 'passionate', 'r&b', 'romantic', 'sensual', 'slow tempo']",[],2.0,['slow tempo'],"['r&b', 'folk music']","['romantic', 'emotional', 'sensual', 'passionate']",['acoustic guitar'],3807a5cf840267d02f4a23ade383cbf9
"['drums', 'emotional', 'flat male vocal', 'indie', 'passionate', 'passionate female vocal', 'rock', 'slow tempo', 'soulful']","['energetic', 'drums', 'bass', 'rock', 'emotional', 'indie']",0.5,['slow tempo'],"['soulful', 'rock']",['passionate'],"['passionate female vocal', 'flat male vocal']",647b0f569a8173a738a253ded3087f11
"['classical', 'orchestral', 'passionate', 'percussion', 'slow tempo']","['strings', 'happy', 'folk']",1.0,['slow tempo'],"['classical', 'orchestral']",['passionate'],['percussion'],fac66347081219385ce3c0ce39bace90
"['fast tempo', 'flat male vocal', 'groovy bass', 'intense', 'rock', 'slow tempo']","['dance', 'happy', 'drums']",1.0,"['fast tempo', 'slow tempo']",['rock'],['intense'],"['groovy bass', 'flat male vocal']",96f6a79cc2ee3e50d361edb0ede57547
"['danceable', 'electronic', 'electronic drums', 'energetic', 'keyboard', 'medium tempo']","['drums', 'bass', 'guitar', 'funk', 'strings', 'keyboard', 'jazz', 'violin', 'piano']",0.5,['medium tempo'],"['danceable', 'electronic']",['energetic'],['electronic drums'],9e54b9564ceadb77385156a745f2caf5
"['classical', 'passionate', 'piano', 'soothing', 'uptempo', 'violin']","['classical', 'emotional', 'orchestral', 'violin', 'piano']",0.8,['uptempo'],[],"['passionate', 'soothing']",['violin'],82e37f190b9a537cf0d08c5cb6ee4cfa
"['electronic', 'flat male vocal', 'metal', 'suspenseful', 'uptempo']","['guitar', 'electronic', 'rock', 'pop', 'happy']",1.5,['uptempo'],['metal'],['suspenseful'],['flat male vocal'],ad9d2e82641c8e36756ecb8f088de6d3
"['ambient sounds', 'bass', 'emotional', 'energetic', 'ethereal', 'happy mood', 'heavy metal', 'intense', 'metal', 'passionate', 'slow tempo']","['energetic', 'drums', 'bass', 'rock']",1.5,['slow tempo'],"['metal', 'ambient sounds']","['passionate', 'intense', 'heavy metal', 'ethereal', 'happy mood', 'emotional', 'energetic']",[],9708627fb652e83ffbf585b58820f721
"['ballad', 'male vocal', 'medium tempo', 'soothing']",[],2.0,['medium tempo'],['ballad'],['soothing'],['male vocal'],8baa60dbb807f6f4109e88f276e2d36b
"['blues', 'emotional', 'no voice', 'no voices', 'passionate', 'slow tempo', 'soulful', 'uptempo']","['emotional', 'drums', 'rock']",0.8,"['slow tempo', 'uptempo']","['blues', 'soulful']","['emotional', 'passionate']","['no voices', 'no voice']",1ef1874fb313cb23bf0db5c25bc65ca2
"['aggressive', 'drums', 'electronic', 'funky', 'happy mood', 'slow tempo']","['electronic', 'emotional', 'piano', 'classical']",1.5,['slow tempo'],[],"['happy mood', 'aggressive', 'funky']",['drums'],f40aa288a3663e60d1c053670fd4e304
"['dramatic', 'drums', 'eerie', 'electronic', 'male voice', 'slow tempo']","['energetic', 'drums', 'bass', 'electronic', 'dance', 'rock', 'pop']",1.0,['slow tempo'],[],"['dramatic', 'eerie']",['male voice'],fe55f214c5d2f00669669722fa5ed366
"['ballad', 'emotional', 'energetic', 'fun', 'groovy bass', 'medium fast tempo', 'medium tempo', 'passionate', 'pop', 'romantic', 'sentimental', 'shimmering shakers']",[],2.0,"['medium fast tempo', 'medium tempo']","['pop', 'ballad']","['passionate', 'emotional', 'romantic', 'sentimental', 'fun', 'energetic']","['shimmering shakers', 'groovy bass']",4baaf5942f9726364cec7793811fe8f3
"['ambient', 'cello', 'hypnotic', 'medium tempo']","['ambient', 'emotional', 'electronic', 'piano']",1.5,['medium tempo'],[],['hypnotic'],['cello'],bc72b5b64b4f5996a6fa5c5499f40281
"['bass', 'digital drums', 'energetic', 'hard rock', 'medium to uptempo', 'pop']","['drums', 'bass', 'funk', 'pop', 'folk']",0.8,['medium to uptempo'],[],"['energetic', 'hard rock']",['digital drums'],31128027f475b27a9a57ff45da900af3
"['classical music', 'dance', 'electronic drums', 'medium tempo', 'mysterious', 'positive', 'strings']","['ambient', 'emotional', 'bass']",1.5,['medium tempo'],"['classical music', 'dance']","['positive', 'mysterious']","['electronic drums', 'strings']",7706cead02fdcf88043bb357dd4ede64
"['bass', 'digital drums', 'pop', 'slow tempo', 'spiritual', 'uptempo']","['drums', 'bass', 'guitar', 'funk', 'strings', 'keyboard', 'jazz', 'violin', 'piano']",0.8,"['uptempo', 'slow tempo']",['pop'],['spiritual'],['digital drums'],7aae6a1111d62ce5a8058e4ef391d77b
"['dance', 'electronic drums', 'energetic', 'moderate tempo']",[],2.0,['moderate tempo'],['dance'],['energetic'],['electronic drums'],677f5f05fc9aec4632e975ed9a16d832
"['bass guitar', 'dance', 'drums', 'funky', 'male voice', 'playful', 'slow tempo']","['drums', 'bass', 'dance', 'keyboard', 'happy']",0.8,['slow tempo'],['dance'],"['funky', 'playful']","['male voice', 'bass guitar']",2c654cf8f8dd6bed4c7e9a1b05583570
"['bass', 'cheerful', 'digital drums', 'pop', 'uptempo']","['drums', 'bass', 'guitar', 'funk', 'pop', 'keyboard', 'indie']",2.0,['uptempo'],[],['cheerful'],['digital drums'],0503036d4b943852726afa221923cbfb
"['classical', 'e-guitar', 'medium tempo', 'no singer', 'no voices', 'passionate', 'piano']","['electronic', 'emotional', 'piano', 'classical']",1.5,['medium tempo'],[],['passionate'],"['piano', 'no singer', 'e-guitar', 'no voices']",44e9c620beffec5cd18efaa34598b47f
"['bass', 'beat boxing', 'intense', 'rap']",[],2.0,['beat boxing'],['rap'],['intense'],['bass'],cbbf06317b8223004099c0adb34369d7
"['acoustic drums', 'acoustic guitar', 'e-bass', 'emotional', 'medium to uptempo', 'rock', 'sensual', 'slow tempo', 'tambourine']",[],2.0,"['medium to uptempo', 'slow tempo']",['rock'],"['emotional', 'sensual']","['tambourine', 'acoustic drums', 'e-bass', 'acoustic guitar']",699cdc286b9a5ee07821b451e722e46e
"['ambient noises', 'bass guitar', 'drums', 'electronic music', 'fast tempo', 'medium tempo', 'passionate', 'rock music']","['drums', 'bass', 'keyboard', 'happy', 'house']",1.5,"['medium tempo', 'fast tempo']","['electronic music', 'ambient noises', 'rock music']",['passionate'],['bass guitar'],ed15731bb46ceb2487e31dbec09ceb35
"['cinematic', 'drums', 'ethereal', 'hip hop', 'no percussion', 'no voice', 'no voices', 'uptempo']","['house', 'funk', 'piano']",2.0,['uptempo'],"['hip hop', 'cinematic']",['ethereal'],"['no percussion', 'no voices', 'no voice', 'drums']",e0561b2f5ce57e52f975bc88dda850e1
"['classical', 'groovy bass', 'medium tempo', 'no singer', 'orchestra', 'suspenseful', 'uptempo']","['emotional', 'piano', 'orchestral', 'classical']",1.0,"['uptempo', 'medium tempo']",[],['suspenseful'],"['orchestra', 'groovy bass', 'no singer']",9dc5e7a8ccd6fa1eb6a6595ea3320bd2
"['groovy', 'groovy bass', 'jazz', 'joyful', 'male vocal', 'punchy kick', 'soul', 'upbeat']",[],2.0,"['groovy', 'upbeat']","['soul', 'jazz']",['joyful'],"['groovy bass', 'male vocal', 'punchy kick']",832afce46bb6229f4aff11ea82da52e7
"['acoustic drums', 'electronic', 'energetic', 'medium tempo', 'pop', 'r&b', 'rock', 'sad', 'sensual', 'slower tempo']",[],2.0,"['slower tempo', 'medium tempo']","['pop', 'rock', 'electronic', 'r&b']","['sensual', 'sad', 'energetic']",['acoustic drums'],785afbf2a09841900ca2188f9cecde80
"['drums', 'electronic music', 'energetic', 'groovy synth bass', 'pop']","['drums', 'bass', 'pop', 'keyboard', 'happy', 'house']",0.8,['groovy synth bass'],['electronic music'],['energetic'],[],e0abf0522f28780a1059e6b56950841d
"['drums', 'hard rock', 'rock', 'slow tempo']","['drums', 'guitar', 'funk', 'strings', 'keyboard', 'jazz', 'violin', 'piano']",0.5,['slow tempo'],['rock'],['hard rock'],[],8f89249fb20bdf58e7d6e8aba719c994
"['eerie', 'no voices', 'piano', 'pop', 'upbeat']","['drums', 'guitar', 'emotional', 'pop', 'violin', 'piano']",2.0,['upbeat'],['pop'],['eerie'],['no voices'],7b9d93ea900c769f894ff655aaa37e5a
"['acoustic guitar', 'chaotic', 'electronic music', 'fast tempo', 'happy mood', 'tambourine', 'uptempo']","['happy', 'folk', 'guitar']",0.8,"['fast tempo', 'uptempo']",['electronic music'],"['chaotic', 'happy mood']","['acoustic guitar', 'tambourine']",bfb3067faa283466488c490c639a968e
"['bass', 'dance', 'electronic drums', 'energetic', 'epic', 'groovy']","['energetic', 'drums', 'bass', 'dance', 'pop']",1.5,['groovy'],[],"['epic', 'energetic']",['electronic drums'],1d43911f7f2ca571a6f24caa125be67a
"['fast tempo', 'fun', 'funk', 'piano accompaniment', 'soul', 'uptempo']","['emotional', 'piano', 'classical']",1.5,"['fast tempo', 'uptempo']",['soul'],"['funk', 'fun']",['piano accompaniment'],c64cf9f45c90161929bd8c2c81103e35
"['latin dance music', 'moderate tempo', 'passionate', 'percussion']",[],2.0,['moderate tempo'],['latin dance music'],['passionate'],['percussion'],0b20c8ce5887be7d9b2a1d85d8524419
"['ambient', 'medium fast tempo', 'medium tempo', 'soothing', 'violin']","['classical', 'emotional', 'ambient', 'violin', 'piano']",0.8,"['medium fast tempo', 'medium tempo']",[],['soothing'],[],877315224bfb6c5ee147d9a65b235bf3
"['drums', 'funky', 'pop', 'slow tempo']","['energetic', 'drums', 'bass', 'dance', 'pop']",0.5,['slow tempo'],[],['funky'],[],2840c1ec96feea8afbe967845aca4fa8
"['acoustic guitar', 'country', 'joyful', 'playful', 'upbeat']",[],2.0,['upbeat'],['country'],"['joyful', 'playful']",['acoustic guitar'],f0872a2d027814ffff723e5e7fb76654
"['dance groove', 'groovy bass line', 'medium tempo', 'passionate', 'rock', 'steady drumming']",[],2.0,"['medium tempo', 'dance groove']",['rock'],['passionate'],"['groovy bass line', 'steady drumming']",80d3127c808ee41b2700275bacf52b98
"['electric guitar', 'fast tempo', 'flat male vocal', 'hard rock', 'pop']","['emotional', 'indie', 'pop', 'piano']",0.5,['fast tempo'],[],['hard rock'],"['electric guitar', 'flat male vocal']",0ef7f88d7bac26e78c7f372dd44053b3
"['exciting', 'fast tempo', 'male voice', 'no voice', 'passionate', 'rock', 'slow tempo']","['emotional', 'piano', 'classical']",0.5,"['slow tempo', 'fast tempo']",['rock'],"['passionate', 'exciting']","['no voice', 'male voice']",642c5c92dd13ce313aa5b84062a33dbe
"['bass', 'electronic', 'harsh', 'male voice', 'slow tempo', 'techno']","['drums', 'bass', 'electronic', 'funk', 'rock', 'pop', 'piano']",1.5,['slow tempo'],['techno'],['harsh'],['male voice'],c9c297ed35ee9515cb8b2b3a2d6a52e0
"['classical', 'no voices', 'passionate', 'uptempo']","['emotional', 'piano', 'orchestral', 'classical']",0.5,['uptempo'],[],['passionate'],['no voices'],5c581aa0b63616ff605cfcb0171ab1c8
"['cello', 'epic', 'flat male vocal', 'medium tempo', 'orchestral', 'passionate female vocal', 'punchy kick', 'shimmering cymbals', 'suspenseful']","['emotional', 'strings', 'orchestral', 'classical']",0.5,['medium tempo'],[],"['suspenseful', 'epic']","['cello', 'passionate female vocal', 'flat male vocal', 'shimmering cymbals', 'punchy kick']",136dca56168fed44da41eed50a1a2736
"['electronic', 'energetic', 'groovy', 'harsh', 'male voice', 'medium to uptempo']","['electronic', 'dance', 'keyboard', 'energetic']",1.0,"['groovy', 'medium to uptempo']",[],"['energetic', 'harsh']",['male voice'],6ac57f3afc1357e6d522b2c4f19bccb2
"['dark', 'medium tempo', 'orchestral', 'piano']","['classical', 'emotional', 'strings', 'orchestral', 'violin', 'piano']",0.5,['medium tempo'],[],['dark'],[],6d30339222731e8b08414e018d16442a
"['aggressive', 'electronic drums', 'electronic music', 'uptempo']","['emotional', 'rock', 'guitar']",2.0,['uptempo'],['electronic music'],['aggressive'],['electronic drums'],a171a368cacbbec3c639dd6a59cee841
"['classical', 'folk', 'groovy', 'medium tempo', 'orchestra', 'passionate', 'percussion']","['happy', 'indie', 'folk', 'guitar']",0.8,"['groovy', 'medium tempo']",['classical'],['passionate'],"['percussion', 'orchestra']",a3c394198c6de61b331c5b749d568e81
"['ambient noises', 'bass', 'fast tempo', 'happy mood', 'male voice', 'no voices', 'passionate']","['drums', 'energetic', 'indie', 'bass']",0.8,['fast tempo'],['ambient noises'],"['passionate', 'happy mood']","['no voices', 'male voice']",0e210b9c85f391374f0e85ab32356176
"['folk song', 'meditative', 'medium tempo', 'rhythmic acoustic guitar', 'soothing', 'steady drumming']",[],2.0,"['medium tempo', 'rhythmic acoustic guitar']",['folk song'],"['soothing', 'meditative']",['steady drumming'],66672bb1710f887e213404c0d86aa0e0
"['bass guitar', 'electronic drums', 'gentle', 'keyboard', 'movie music', 'no voices', 'piano', 'slow tempo']","['energetic', 'drums', 'keyboard', 'indie', 'violin', 'piano']",1.5,['slow tempo'],['movie music'],['gentle'],"['keyboard', 'electronic drums', 'no voices', 'bass guitar']",afc84d25a24eb6f121ad7e7346141184
"['bass', 'cheerful', 'dramatic', 'medium tempo', 'orchestral', 'percussion']","['energetic', 'drums', 'bass', 'rock']",1.5,['medium tempo'],['orchestral'],"['dramatic', 'cheerful']",['percussion'],f65bc96dded4a61ada816eb3347249bc
"['classical', 'fast tempo', 'happy', 'no voices']","['emotional', 'piano', 'classical']",1.5,['fast tempo'],['classical'],['happy'],['no voices'],a1aff17c5429d488d0fa1a19e4a72a4c
"['classical music', 'emotional', 'fast tempo', 'flat male vocal', 'groovy bass line', 'passionate']",[],2.0,['fast tempo'],['classical music'],"['passionate', 'emotional']","['groovy bass line', 'flat male vocal']",f935686581691a91ba0f11b24cf06953
"['classical', 'emotional', 'groovy rhythm', 'passionate', 'passionate female vocal', 'rock', 'slow tempo']","['emotional', 'piano', 'energetic', 'classical']",1.0,"['slow tempo', 'groovy rhythm']","['classical', 'rock']",['passionate'],['passionate female vocal'],0ba25e2b6543164c88f937cfcdd87eec
"['percussion', 'rap', 'romantic', 'slow tempo', 'strings']",[],2.0,['slow tempo'],['rap'],['romantic'],"['strings', 'percussion']",a020f91122e2365263b2d9ac6811fe4b
"['acoustic guitar', 'beatbox', 'clapping', 'classical music', 'suspenseful']","['dance', 'bass', 'funk']",0.5,['beatbox'],['classical music'],['suspenseful'],"['clapping', 'acoustic guitar']",aa1d2db853738fb21c7787ba83b1ecb2
"['bass', 'dance song', 'male voice', 'moderate tempo', 'spiritual']","['drums', 'bass', 'keyboard', 'happy', 'house']",1.0,['moderate tempo'],['dance song'],['spiritual'],['male voice'],f76888548596fec9d58cecd77999074d
"['dance', 'dance song', 'drums', 'meditative', 'medium tempo', 'spiritual']","['drums', 'bass', 'keyboard', 'happy', 'house']",0.8,['medium tempo'],"['dance', 'dance song']","['spiritual', 'meditative']",[],462789ad0d9e23467c106546cb51d1a8
"['acoustic drums', 'dance', 'e-bass', 'funky', 'medium tempo', 'rock']",[],2.0,['medium tempo'],"['rock', 'dance']",['funky'],"['acoustic drums', 'e-bass']",f054a84e837b1d8cc5c84fd6462e0ebb
"['bass', 'passionate', 'soul', 'upbeat']","['drums', 'bass', 'guitar', 'funk', 'rock']",2.0,['upbeat'],['soul'],['passionate'],[],4fdd7f139b0d99bc6ae1a055f677dbb2
"['electronic music', 'emotional', 'medium tempo', 'no voices']","['emotional', 'piano', 'classical']",1.5,['medium tempo'],['electronic music'],['emotional'],['no voices'],bfc5fac39021f0eca04862c78bfc2359
"['digital drums', 'electronic', 'energetic', 'punchy kick', 'upbeat']","['energetic', 'drums', 'electronic', 'pop', 'happy']",0.8,['upbeat'],[],[],"['digital drums', 'punchy kick']",f947ae3ad7defb38b238285de10b26ad
"['cinematic', 'emotional', 'medium tempo', 'piano', 'slow tempo']",[],2.0,"['medium tempo', 'slow tempo']",['cinematic'],['emotional'],['piano'],cc744c10b2d11d150deae08054af74e5
"['blues', 'calm', 'male singer', 'pop', 'rock', 'sentimental', 'slow tempo', 'soulful', 'steady drumming']",[],2.0,['slow tempo'],"['blues', 'soulful', 'pop', 'rock']","['calm', 'sentimental']","['steady drumming', 'male singer']",cfec55dea5622bdec243a2275ebef1c3
"['digital drums', 'electric guitar', 'fast tempo', 'male vocalist', 'metal', 'no voices', 'passionate', 'slow tempo']","['energetic', 'indie', 'drums']",0.5,"['slow tempo', 'fast tempo']",['metal'],['passionate'],"['no voices', 'digital drums', 'male vocalist', 'electric guitar']",a75298d574dfab51ef1dc4090780f894
"['dramatic', 'drums', 'moderate tempo', 'piano', 'playful', 'rock']","['energetic', 'drums', 'pop', 'piano']",2.0,['moderate tempo'],['rock'],"['playful', 'dramatic']",['drums'],f5b26d40cc88e8b49347a58dfb89f948
"['ambient', 'blues', 'medium tempo', 'no voice', 'slow tempo', 'soothing', 'upbeat']","['happy', 'pop', 'guitar']",1.0,"['medium tempo', 'slow tempo', 'upbeat']","['blues', 'ambient']",['soothing'],['no voice'],1b98a9a4c0f3b11a80b183c32ebb376e
"['drums', 'energetic', 'female voice', 'medium to uptempo', 'rock', 'uptempo']","['drums', 'bass', 'guitar', 'rock', 'pop', 'happy', 'folk']",1.0,"['uptempo', 'medium to uptempo']",[],['energetic'],['female voice'],3e285b972a5c2a2f2e8392b7aa9e1fb5
"['cheerful', 'electronic drums', 'female vocal', 'keyboard', 'male vocal', 'pop', 'slow tempo']","['energetic', 'drums', 'bass', 'pop', 'keyboard', 'jazz']",0.8,['slow tempo'],[],['cheerful'],"['female vocal', 'male vocal', 'electronic drums']",a67cc47015354f8d80df4f8c22964c08
"['calming', 'electric guitar', 'electronic', 'female voice', 'flute', 'meditation', 'sensual', 'slow rock']",[],2.0,['slow rock'],"['electronic', 'meditation']","['sensual', 'calming']","['flute', 'female voice', 'electric guitar']",cb3a8ec1627fb7b04887c16c9eb8b7c3
"['emotional', 'pop', 'punchy kick', 'punchy snare', 'upbeat']","['dance', 'techno', 'pop', 'happy', 'piano']",1.0,['upbeat'],[],['emotional'],"['punchy snare', 'punchy kick']",b70065d3b8e62a02f14e09a3b013ebc0
"['cello', 'dramatic', 'medium to uptempo', 'reggae', 'violin']","['drums', 'bass', 'guitar', 'funk', 'strings', 'jazz', 'violin', 'piano']",1.0,['medium to uptempo'],['reggae'],['dramatic'],['cello'],12caf2fe8b6d6f4ef8bb2930725e9694
"['flat male vocal', 'orchestral', 'slow tempo', 'strings', 'suspenseful']","['energetic', 'violin', 'orchestral', 'classical']",1.5,['slow tempo'],[],['suspenseful'],"['strings', 'flat male vocal']",c32d5d2f4c47b227b88d49a69f88a766
"['acoustic drums', 'cheerful', 'fast tempo', 'pop', 'rock']",[],2.0,['fast tempo'],"['pop', 'rock']",['cheerful'],['acoustic drums'],443832e591d02e6784a5587859602170
"['cheerful', 'dance', 'guitar', 'male voice', 'moderate tempo', 'orchestra', 'tambourine']","['energetic', 'drums', 'rock', 'guitar']",1.5,['moderate tempo'],['dance'],['cheerful'],"['male voice', 'tambourine', 'orchestra']",a6a52234093acea4ecbf192d80e0328e
"['alternative rock', 'harsh', 'male voice', 'moderate tempo', 'no percussion', 'no voice', 'no voices', 'passionate', 'tambourine']","['electronic', 'emotional', 'piano']",2.0,['moderate tempo'],['alternative rock'],"['passionate', 'harsh']","['male voice', 'no voice', 'no percussion', 'no voices', 'tambourine']",6693526e19c23d3b88a5590fc397952b
"['acoustic guitar', 'aggressive', 'beatboxing', 'classical', 'electronic drums', 'female voice', 'medium tempo']","['happy', 'rock', 'guitar']",1.5,"['medium tempo', 'beatboxing']",['classical'],['aggressive'],"['female voice', 'electronic drums', 'acoustic guitar']",c38bc4759c04cd7c48b515533503b126
"['dance music', 'energetic', 'guitar', 'male voice', 'medium to uptempo', 'percussion']","['drums', 'pop', 'funk', 'guitar']",2.0,['medium to uptempo'],['dance music'],['energetic'],"['percussion', 'male voice']",dcb53f4d5c9302d59eda8dbd6fa8d8f8
"['ambient', 'digital drums', 'drums', 'exciting', 'groovy bass line', 'male vocalist', 'medium tempo', 'passionate', 'steady drumming rhythm']","['energetic', 'drums', 'bass', 'electronic', 'ambient']",0.5,['medium tempo'],[],"['passionate', 'exciting']","['male vocalist', 'steady drumming rhythm', 'groovy bass line', 'digital drums']",d15dad990d4792b64eba163c652e4e3e
