caption,aspect_list,tempo_tags,genre_tags,mood_tags,instrument_tags
This song contains a simple acoustic drum groove with a cowbell and a bassline following. Two e-guitars are playing a melody then a male voice starts singing loud and in the mid-range. This song may be playing while working in the garage.,"medium to uptempo, rock, male voice, e-bass, e-guitar",medium to uptempo,rock,,"male voice, e-bass, e-guitar"
This pop ballad features a female voice singing the main melody. This is accompanied by percussion playing a simple beat in the background. The bass plays the root notes of the chords. A synth plays chords and fills. The sound of wheels on concrete can be heard. The mood of this song is romantic. A live recording sound is overdubbed on this song.,"moderate tempo, ambient noises, female voice, bass",moderate tempo,ambient noises,,"female voice, bass"
"The  recording features an electro song that consists of punchy kicks, crispy claps, male vocal chants and groovy, filter modulated synth bass. There is a short noisy traffic noise at the beginning of the loop. Overall it sounds noisy, groovy and energetic.","groovy, energetic, punchy kick",groovy,,energetic,punchy kick
This is a house music piece. There is a synth with a crisp sound playing the melody while a lot of turntable scratches can be heard in the background. An electronic drum beat with lots of snare beat repeat sounds provide the rhythm. The atmosphere is energetic and upbeat. This piece could be played at nightclubs or dance clubs.,"upbeat, dance, electronic, house, energetic, electronic drums, no singer",upbeat,"dance, electronic, house",energetic,"electronic drums, no singer"
"This music is instrumental. The tempo is medium fast with an energetic electric guitar lead. The music is minimalist with no accompaniment. It is youthful, powerful, enthusiastic, controlled, engaging and intense. This music is Hard Rock/Heavy Metal.","fast tempo, metal, rock, hard rock, heavy metal, electric guitar",fast tempo,"metal, rock","hard rock, heavy metal",electric guitar
This song contains percussive digital drums. In the background you can hear a string instrument playing a melody along with a digital flute sound. A keyboard is playing digital strings and brass sounds setting accents and a countermelody. The female voice is singing in the same melody as the strings. A bass is also playing the melody but at the low register. This song may be playing in a dance video-clip.,"medium tempo, pop, bass, digital drums",medium tempo,pop,,"bass, digital drums"
"The  recording features a blues song that consists of a passionate male vocal singing over acoustic guitar melody in the left channel, muted acoustic guitar melody in the right channel of the stereo image, groovy bass, mellow snare and shimmering cymbals. It sounds passionate and emotional.","blues, emotional, passionate, groovy bass, passionate male vocal, shimmering cymbals",,blues,"emotional, passionate","groovy bass, passionate male vocal, shimmering cymbals"
People are playing the same groove on a lot of percussive instruments. In the background you can hear shakers. Someone is strumming chords with an effect on an e-guitar and someone is playing fill-ins on acoustic drums. This song may be playing at a local live concert from a music school.,"medium to uptempo, reggae, acoustic drums, e-guitar",medium to uptempo,reggae,,"acoustic drums, e-guitar"
This is a jazz music piece. There is a saxophone playing a jazzy solo for the melody. There is an upright bass playing in the background. The rhythmic background consists of a slow tempo acoustic drum beat that is played with brushes. The atmosphere is mellow. This piece could be playing in the background of a classy restaurant or a coffee shop.,"slow tempo, jazz, mellow, gentle, acoustic drums",slow tempo,jazz,"mellow, gentle",acoustic drums
"The  features a rock song that consists of a muffled passionate male vocal singing over wide acoustic rhythm guitars chords, shimmering cymbals, punchy kick and groovy bass. It sounds addictive, passionate and groovy - like something you would hear in pubs and bars during the 50s.","groovy, rock, passionate, groovy bass, punchy kick, shimmering cymbals",groovy,rock,passionate,"groovy bass, punchy kick, shimmering cymbals"
"A female vocalist sings this soft melody. The song is slow tempo with a mellow electric guitar harmony, soft keyboard accompaniment , a soft lilting flute melody and subtle bass line. There is no use of percussion. The song is soft, mellow, emotional, nostalgic and sentimental . This song is Soft pop.","slow tempo, mellow, melancholic, emotional, nostalgic, sentimental, soothing, keyboard accompaniment, female singer",slow tempo,,"mellow, melancholic, emotional, nostalgic, sentimental, soothing","keyboard accompaniment, female singer"
"The  recording features a rock song that consists of wide electric guitar chord progressions, distorted bass guitar, shimmering hi hats, uptempo kick pattern and punchy snare. This instrumental sounds a bit muffled and imbalanced in volume, as the guitars are really loud, but it is very energetic regardless.","rock, energetic, punchy snare",,rock,energetic,punchy snare
This is an instrumental flute piece. The flute is playing a solo while ambient samples of the wind and the birds singing can be heard in the background. There is also a very faint clattering bell-like percussion that can be heard. The piece is very relaxing. It could be used in a meditation video. It could also be used during the scenery shots in the soundtrack of a documentary.,"ambient, calming, percussion, flute",,ambient,calming,"percussion, flute"
"A male vocalist sings this passionate song. The tempo is slow with emphatic vocals and an acoustic guitar accompaniment. The song is melodic, emotional,sentimental, passionate,pensive, reflective and deep. This song is Alternative Rock.","medium tempo, alternative rock, ambient sounds, rock, romantic, sentimental, emotional, passionate, male vocalist",medium tempo,"alternative rock, ambient sounds, rock","romantic, sentimental, emotional, passionate",male vocalist
This reggaeton song features a male voice singing the main melody. This is accompanied by other male voices singing backing vocals. The percussion plays only in the second half of the song. The beat is a reggae beat. A shaker plays a rhythm in the beginning of the song when the main voice sings. Synth sounds are played in the beginning of the song. This synth plays a harpsichord voice. Synth strings are also played in between lines in the song. This song can be played in a club.,"moderate tempo, dance song, percussion",moderate tempo,dance song,,percussion
"A male country singer sings this passionate melody with backup singers in vocal harmony. The song is medium tempo with a strong drumming rhythm, guitar accompaniment, guitar lead, percussive bass line and percussion hits. The song is passionate and romantic. The song has bad audio quality.","medium tempo, romantic, energetic, passionate, keyboard accompaniment, male singer",medium tempo,,"romantic, energetic, passionate","keyboard accompaniment, male singer"
This instrumental pop song features an acoustic guitar being played fingerstyle. The notes are being plucked. Guitar harmonics are played in between the plucked notes. This song is played at a moderate tempo. There is no percussion in this song. There are no other instruments in this song. The mood of this song is relaxing. This song can be played in a coffee shop.,"moderate tempo, pop song, no voices, acoustic guitar, no percussion",moderate tempo,pop song,,"no voices, acoustic guitar, no percussion"
"This is a hip-hop music piece. There is a male vocal rapping in the lead. The beat has a soul music sample as the main structure. There is a choir singing melodically. The piano and the electric guitar are playing the tune with the backing of a bass guitar. The rhythmic background consists of a mild tempo acoustic drum beat. The atmosphere is groovy. This piece could be used in the soundtrack of a crime movie, especially during the scenes where a long-lost rival is making a comeback in the town.","groovy, rapping, electric guitar, acoustic drums, bass guitar, male vocal, piano",groovy,rapping,,"electric guitar, acoustic drums, bass guitar, male vocal, piano"
This song contains digital drums playing a groove along with an aggressive synth saw wave pad repeating the same simple melody. A male kid's voice is chopped into a sample creating a rhythmic phrase. The same goes for a female voice. So it sounds like they are singing. This is an amateur recording. This song may be playing in a funny video.,"uptempo, techno, female voice, digital drums",uptempo,techno,,"female voice, digital drums"
A male singer sings this Latin dance melody. The tempo is fast with a harpist playing fast passages with an acoustic guitar strumming rhythm. The song is emotional and energetic. The audio quality is bad with ambient Street noises and high gain.,"fast tempo, groovy rhythm, folk music, latin dance music, romantic, exciting, emotional, acoustic guitar, male singer","fast tempo, groovy rhythm","folk music, latin dance music","romantic, exciting, emotional","acoustic guitar, male singer"
"A male singer leads backup singers in a vocal harmony. The song is medium tempo with a heavy percussive drum rhythm, strong bass line, keyboard accompaniment and a trumpet playing in unison with the vocals. The song is groovy and passionate and sounds like the theme song of a football club. The song audio quality is very poor.","medium tempo, emotional, passionate, keyboard accompaniment, steady drumming rhythm",medium tempo,,"emotional, passionate","keyboard accompaniment, steady drumming rhythm"
"A male vocalist sings this lively melody in a foreign language. The tempo is fast with a loud and banjo harmony, tambourine beats and tapping beats. The song is a spirited, cheerful,celebratory, happy, enthusiastic and festive Regional/Folk Song.","medium tempo, folk music, energetic, male vocal",medium tempo,folk music,energetic,male vocal
"The  recording features a hip hop song that consists of a flat male vocal rapping over punchy kick and snare hits, shimmering hi hats, DJ scratching sound effects and groovy bass. It sounds energetic, upbeat and groovy.","upbeat, groovy, hip hop, energetic, punchy snare, punchy kick, flat male vocal, groovy bass","upbeat, groovy",hip hop,energetic,"punchy snare, punchy kick, flat male vocal, groovy bass"
This is a jazz song with some latin infusions into the style. The brass section plays bright and ascending melodies. The percussionists play bongos and snares with brushes. The song is fun and suitable for some loose dancing.,"groovy, jazz, dance, trumpets",groovy,"jazz, dance",,trumpets
"The  recording features a DJ scratching a vinyl of an electro dub song that consists of uptempo hi hats, punchy kick and snare hits, short bass stabs, soft crash cymbal and simple synth melody. It sounds energetic, cool and groovy.","groovy, energetic, punchy snare, punchy kick",groovy,,energetic,"punchy snare, punchy kick"
"This music is an electronic instrumental. The tempo is medium fast with synthesiser arrangements, DJ mixer, turn table and digital drums. The music is futuristic , emphatic, intense, loud , enthusiastic; heavily synthesised and groovy. It has a psychedelic, trace-like vibe.","groovy, electronic music, dance music, psychedelic, energetic, intense",groovy,"electronic music, dance music","psychedelic, energetic, intense",
"The song is a funky, soulful disco song. The whole vibe is vibrant and upbeat and features a bouncy groove from a bass guitar as well as bright and shimmery sounding brass instruments. There's a sustained silky synth sound. The singer sounds cheerful. The song is suitable for dancing.","upbeat, groovy, dance, soulful, funky","upbeat, groovy","dance, soulful",funky,
"The  recording features a blues song that consists of passionate male vocal singing over groovy piano chords, brass melody, whistling melody and smooth bass. It sounds vintage and thus nostalgic and sentimental. The recording is very noisy.","groovy piano chords, blues, nostalgic, sentimental, passionate male vocal",groovy piano chords,blues,"nostalgic, sentimental",passionate male vocal
"A male singer sings this emotional song. The song is medium tempo with guitar accompaniment, strong bass line, steady drumming rhythm, violins playing emotional and tambourine percussion. The song is overlapped with sounds of a vehicle engine and Tarmac sounds.","ambient noises, exciting, male singer",,ambient noises,exciting,male singer
"A male singer sings this cool melody with female and male backup singers in vocal harmony. The song is medium tempo with a groovy bass line, percussive drum rhythm, keyboard harmony and guitar rhythm. The song is exciting and groovy. The song is a R&B cover of a famous pop song. The song has poor audio quality.","dance groove, dance rhythm, medium tempo, exciting, people dancing, groovy bass line, steady drumming rhythm, male singer, keyboard accompaniment, female singer","dance groove, dance rhythm, medium tempo",,"exciting, people dancing","groovy bass line, steady drumming rhythm, male singer, keyboard accompaniment, female singer"
This ska song features a trumpet playing the main melody. The trumpet plays one staccato note followed by a six note pattern and then plays the same sequence starting on a different root note. This is accompanied by percussion playing a simple beat. A keyboard plays chords in the background. The bass plays a groovy bassline. There are no voices in this song. This is an instrumental song. The mood of this song is happy. This song can be played in a comedy movie.,"moderate tempo, upbeat, happy mood, percussion, no voices, bass, trumpets, groovy bass, keyboard","moderate tempo, upbeat",,happy mood,"percussion, no voices, bass, trumpets, groovy bass, keyboard"
Male and female singers sing this heavenly harmony . The song is slow tempo with a vocal four part harmony created by a choral section. The harmony is ethereal and emotional. The music is highly relaxing and pleasing.,"slow tempo, western classical music, ethereal, soothing, meditative, emotional",slow tempo,western classical music,"ethereal, soothing, meditative, emotional",
This folk song features an accordion playing the main melody. Another accordion plays a backing melody and chords. The bass plays a groovy lick based around the root note of the chord. A triangle plays the part of the percussion. This is a  audio and the percussion is not audible. This song can be played in a village fair.,"moderate tempo, folk song, no voices, bass",moderate tempo,folk song,,"no voices, bass"
"The Soft Rock song features harmonizing male vocals singing over sustained organ keys chords, shimmering cymbals, groovy piano chords in the left channel, acoustic rhythm guitar in the right channel of the stereo image and groovy bass guitar. It sounds passionate and hopeful, like something you would sing along at concerts.","groovy piano chords, soft rock, passionate, groovy bass, shimmering cymbals",groovy piano chords,,"soft rock, passionate","groovy bass, shimmering cymbals"
"This is the recording of a jazz reggae concert. There is a saxophone lead playing a solo. There is a keyboard and an electric guitar playing the main tune with the backing of a bass guitar. In the rhythmic background, there is an acoustic reggae drum beat. The atmosphere is groovy and chill. This piece could be playing in the background at a beach. It could also be included in the soundtrack of a summer/vacation/tropical themed movie.","groovy, chill, jazz, reggae, calm, acoustic drums, bass guitar, electric guitar, keyboard",groovy,"chill, jazz, reggae",calm,"acoustic drums, bass guitar, electric guitar, keyboard"
This is a Christian gospel music piece. There is a male vocalist singing melodically in the lead. The tune is being played by the acoustic guitar and the piano while the bass guitar is following with the root notes. The rhythm is played with brushes on the acoustic drums. The atmosphere is mellow. This piece could be playing in the background at Christian religious events.,"gospel, mellow, acoustic drums, bass guitar, male vocal, piano, acoustic guitar",,gospel,mellow,"acoustic drums, bass guitar, male vocal, piano, acoustic guitar"
This is the live recording of a dubstep performance. The DJ is performing the beat on a MIDI control panel. There is an ever-changing synth sound that plays the melody and also provides the strong and fuzzy bass. The rhythmic background consists of an aggressive electronic drum sound. The atmosphere is loud and energetic. This piece could be played at rave parties and at nightclubs.,"techno, energetic, aggressive, electronic drums",,techno,"energetic, aggressive",electronic drums
"The  recording features a punk song that consists of a groovy bass guitar, punchy kick, shimmering hi hats, energetic cymbals and aggressive electric guitar riffs. At the very beginning of the loop, there is a drum stick countdown, after which the bass drops. It sounds energetic, groovy and aggressive.","groovy, energetic, aggressive, punchy snare, punchy kick",groovy,,"energetic, aggressive","punchy snare, punchy kick"
This is a pop music piece. There is a male vocalist singing at a medium-to-high pitch in the lead. There is a melodic pad and an electric guitar sound providing the melody. A strong bass sound can be heard playing. The rhythm consists of a simple electronic drum beat. The atmosphere is energetic and danceable. This piece can be played at nightclubs and dance clubs. It could also be used during club scenes in movies.,"pop, danceable, electronic, energetic, electronic drums, male vocal",,"pop, danceable, electronic",energetic,"electronic drums, male vocal"
This is the live performance of a traditional Greek folk music piece. The main melody is being played by a bouzouki which is a Greek instrument that is akin to the mandolin. There is a rhythmic accompaniment composed of a tambourine and the crowd clapping to the beat. The atmosphere is lively and upbeat. This piece could be playing in the background at a Greek tavern.,"upbeat, cheerful, energetic, tambourine",upbeat,,"cheerful, energetic",tambourine
"The song is an instrumental with a smattering of female and male vocals. The song is medium tempo with a groovy drum rhythm, church bell accompaniment, slick percussion hits, sustained bass hits, flute playing and vocal chants. The song is relaxing. The song is a techno lounge tune.","groovy drumming rhythm, medium tempo, groovy, electronic music, electronic dance music, exciting, passionate","groovy drumming rhythm, medium tempo, groovy","electronic music, electronic dance music","exciting, passionate",
"A male vocalist sings this enthusiastic song,the tempo is fast with synthesiser articulation, rhythmic digital drum, cymbals and vocal backup. The music is upbeat, youthful, enthusiastic, compelling, intense and passionate with a catchy beat and riff. This song is an EDM/Synth pop.","fast tempo, energetic, intense, passionate, male vocalist",fast tempo,,"energetic, intense, passionate",male vocalist
This is a Christian gospel music piece. There is a male vocalist singing melodically and in an emotion-filled manner. The keyboard is playing the melody with a harp sound while the rhythmic background consists of a simple acoustic sounding drum beat that is only played on the hi-hats. The atmosphere is spiritual. This piece could be playing in the background at a Christian religious event.,"gospel, spiritual, emotional, keyboard, male vocal",,gospel,"spiritual, emotional","keyboard, male vocal"
"The  recording features funky electric guitar chords, electric guitar solo melody and groovy bass playing in the background. The recording is very noisy, distorted and harsh, but it is still easygoing and chill - like something you would listen to when you are trying to relax.","chill, harsh, groovy bass",,chill,harsh,groovy bass
"The song is instrumental music. The tempo is medium tempo with a piano bass note playing rhythmically, along with piano accompaniment, a violin playing a high pitched drone along with pizzicato violins. The song is tense and includes ambient Street noises like birds chirping and cups rattling. The song is a movie soundtrack for a specific scene.","medium tempo, movie soundtrack, emotional, passionate, piano accompaniment",medium tempo,movie soundtrack,"emotional, passionate",piano accompaniment
"The song is an instrumental. The tempo is medium with a church organ playing melody, steady drumming rhythm, cymbals crashing, tambourine percussion, steady bass, and guitar playing rhythm. The song is exciting and retro nostalgia. The audio quality is poor.","medium tempo, country music, romantic, exciting, passionate",medium tempo,country music,"romantic, exciting, passionate",
"The  recording features a hip hop song that contains boomy bass, punchy snare layered with claps, DJ scratching sound effects, addictive staccato violin melody and haunting female vocals melody in the background. The recording is in mono and it sounds energetic and addictive, regardless of the quality of the recording.","hip hop, energetic, punchy snare, claps",,hip hop,energetic,"punchy snare, claps"
"This song is a romantic duet. The tempo is medium with a plethora of instruments like the auto harp, fiddle, acoustic guitar, electric guitar, bass guitar, banjo,intense drumming, cello, violin harmony and vocal harmony. The song is a romantic, charming,emotional, passionate love song. The instrumentation style and music decibels indicate that this is the climax of a country love song.","medium tempo, folk music, romantic, emotional, passionate, electric guitar, keyboard harmony, bass guitar, cello, acoustic guitar",medium tempo,folk music,"romantic, emotional, passionate","electric guitar, keyboard harmony, bass guitar, cello, acoustic guitar"
"The  recording features a reggae song sung by low flat male vocals, followed by repetitive synth lead melody, groovy bass, vocal chants, claps, punchy kick hits, shimmering hi hats and open hats. It sounds energetic, suspenseful and it is in mono. At one point the vocal cracks and it sounds out of tune for a split second.","reggae, energetic, suspenseful, groovy bass, punchy kick, clapping",,reggae,"energetic, suspenseful","groovy bass, punchy kick, clapping"
This is a modern sounding Afrobeat music piece. There is a male vocal singing the same line repeatedly vocal with a male back vocal ad-libbing in the background. The electric guitar is playing a mellow tune. A low-to-medium range bass line that can be heard. The rhythm consists of an acoustic drum beat with supporting percussive elements. Brass stabs can be heard every now and then. The atmosphere is groovy. This piece could be played at African nightclubs or dance clubs.,"afrobeat, groovy, danceable, energetic, percussion, electric guitar, acoustic drums, bass guitar, male vocal","afrobeat, groovy",danceable,energetic,"percussion, electric guitar, acoustic drums, bass guitar, male vocal"
"There is a meditative chant sung at a medium pitch by a female voice. In the background, an acoustic guitar plays a mellow tune while an ambient synth can be heard holding the bass notes of the chant. It has a peaceful atmosphere which makes it a perfect match for meditation sessions.","meditation, mellow, calming, female voice, acoustic guitar",,meditation,"mellow, calming","female voice, acoustic guitar"
This is a groovy R&B piece that is used as a soundtrack for a short film. A saxophone plays the main tune while the synth provides the backing theme. Playful electronic drums are in the rhythmic background giving it a 90 feeling. The music piece could be used as a soundtrack theme for a city-themed movie.,"groovy, r&b, playful, energetic, electronic drums",groovy,r&b,"playful, energetic",electronic drums
"The  recording features a jazz song that consists of groovy double bass located in the right channel, groovy piano melody leaning towards the left channel of the stereo image and widely spread shimmering shakers and soft hi-hats. It sounds smooth, chill, easygoing and relaxing - like something you would hear in high-end restaurants.","groovy double bass, chill, jazz, shimmering shakers",groovy double bass,"chill, jazz",,shimmering shakers
"This is an instrumental jazz improvisation piece with heavy bossa nova influences. There is an over-arching bossa nova syncopation not only being played by the acoustic drums in the backing track but also followed by the electric rhythm guitar and the bass guitar. The lead is a guitar solo being played by a gentle sounding electric guitar. Although there are complex chords and riffs, the general atmosphere is tranquil. This piece could be playing in the background of a restaurant. It could also be included in the soundtrack of a movie during serene scenery.","jazz, sensual, soft, electric guitar, guitar solo, acoustic drums, bass guitar, no singer",,jazz,"sensual, soft","electric guitar, guitar solo, acoustic drums, bass guitar, no singer"
"This audio contains someone playing a 8 string e-bass, fingerpicking and tapping a soothing soft melody in a higher register with some long bass notes underneath. This may be playing live.","medium to uptempo, pop, e-bass",medium to uptempo,pop,,e-bass
This is an instrumental percussion piece. There is an acoustic latin drum kit composed of the cowbells and the timbales. The drummer is playing an energetic solo on this kit. This piece could be playing in the background at a drum shop.,"rhythm, energetic, percussion",rhythm,,energetic,percussion
This audio contains a big wind sound before an acoustic drum starts playing a pattern on the toms with an opening and closing hihat. Then a male voice starts speaking at a higher pitch. Other male voices seem to respond to him. This song may be playing in the background for a movie skit.,"medium tempo, cinematic, acoustic drums",medium tempo,cinematic,,acoustic drums
"This is the live performance of an afrobeat music piece. There is a male voice singing occasionally. The melody is being played by a wide variety of instruments such as the electric guitar, the keyboard and the bass guitar. There is a saxophone playing a solo. In the rhythmic background, there is an acoustic drum beat in the style of afrobeat. It is joined by percussive elements. There is a vibrant atmosphere in this recording. This piece could be playing in the background of a West African cuisine restaurant.","afrobeat, playful, percussion, electric guitar, acoustic drums, bass guitar, male voice, keyboard",afrobeat,,playful,"percussion, electric guitar, acoustic drums, bass guitar, male voice, keyboard"
"A male singer sings this hip hop song with backup singers in vocal harmony. The song is medium tempo with slick drumming rhythm, groovy bass line, and keyboard harmony. The song is story telling and emotional in nature. The song has poor audio quality with ambient noises like squeaking wheel tones.","medium tempo, groovy rhythm, slick drumming rhythm, emotional, keyboard harmony, groovy bass line, male singer","medium tempo, groovy rhythm, slick drumming rhythm",,emotional,"keyboard harmony, groovy bass line, male singer"
"The song is an instrumental. The tempo is slow with a string section harmony with sweeping lines of music, piano playing poignantly and emotional chord changes. The song is a movie soundtrack that has an air of suspense and hope. The song audio quality is very poor with hissing tones.","slow tempo, movie soundtrack, sad, sentimental, emotional, poignant",slow tempo,movie soundtrack,"sad, sentimental, emotional, poignant",
"The  recording features an acoustic rhythm guitar playing over a pop song played on playback in the background. It sounds joyful and happy, while the recording is in mono and noisy.","pop, happy, joyful, passionate male vocal",,pop,"happy, joyful",passionate male vocal
"A male singer sings this cool melody with backup singers in vocal harmony. The tempo is medium with a groovy drumming rhythm, guitar accompaniment, piano accompaniment, percussive bass line and ambient crowd noises. The song is a modern Asian pop song.","groovy drumming rhythm, exciting, energetic, piano accompaniment, male singer",groovy drumming rhythm,,"exciting, energetic","piano accompaniment, male singer"
This song contains acoustic drums with a fat kick drum and a funky bassline. The acoustic guitar is strumming chords in the background being panned to the left side of the speaker while a e-guitar panned to the right side of the speaker is playing the lead melody strumming chords with a wah-wah pedal. A male backing voice is singing the same melody in a loop. The male lead voice is singing over the backing vocals. This song may be playing on a road trip.,"medium tempo, pop, funky, e-guitar, acoustic drums, e-bass, acoustic guitar, male voice singing",medium tempo,pop,funky,"e-guitar, acoustic drums, e-bass, acoustic guitar, male voice singing"
"A male vocalist sings this gentle Puja song. The tempo is slow with atmospheric synthesiser, chimes, keyboard harmony and electronic arrangements to give an intense, ethereal, celestial vibe. The song is a Sanskrit chant, melodious prayer, and devotion song. It is soothing, calming, meditative, prayerful, reflective and pensive.","slow, ambient, ethereal, meditative, male vocalist",slow,ambient,"ethereal, meditative",male vocalist
"A female vocalist sings this upbeat country song. The tempo is fast with enthusiastic fiddle, banjo, resonator, mandolin and dobro accompaniment, tambourine beats, keyboard harmony, bright drumming and groovy bass lines. There is sound of clapping, cheering, people talking, party horns and hooting superimposed on the song, indicating that this is a live performance. The song is a spirited, lively,happy, punchy and buoyant Country Song.","fast tempo, upbeat, country music, happy, energetic, clapping","fast tempo, upbeat",country music,"happy, energetic",clapping
This is a rock music piece. It starts with a clock. There is a female vocalist singing melodically in the Thai language. The overdriven electric guitar is strumming the chords of the main tune while the bass guitar is supporting it in the background. The acoustic drum is playing a simple but powerful beat. The general atmosphere is energetic. The piece can be used as a soundtrack in a coming-of-age drama taking place in Thailand.,"rock music, energetic, acoustic drums, bass guitar, electric guitar, female vocal",,rock music,energetic,"acoustic drums, bass guitar, electric guitar, female vocal"
The song is an instrumental. The tempo is medium with a cellist playing a JS Bach tune with exemplary skill in a rehearsal session. The song has bad audio quality. The song is a western classical music tune.,"medium tempo, western classical music, romantic, emotional, exciting, nostalgic, passionate, cello, strings",medium tempo,western classical music,"romantic, emotional, exciting, nostalgic, passionate","cello, strings"
"A female singer sings this cool melody with backup singers in vocal harmony. The song is fast tempo with a percussive bass line, steady drumming with various percussion hits, keyboard harmony and other sonic effects. The song is groovy and exciting. The song is a modern techno dance hit.","fast tempo, groovy, electronic dance music, romantic, exciting, passionate, keyboard accompaniment, female singer","fast tempo, groovy",electronic dance music,"romantic, exciting, passionate","keyboard accompaniment, female singer"
"The  recording features a DJ that scratches his vinyl hip hop song. The song consists of punchy snare and kick hits, bouncy hi hats and boomy bass. It is noisy, uptempo, energetic and it sounds a bit sloppy.","uptempo, hip hop, energetic, punchy snare, punchy kick",uptempo,hip hop,energetic,"punchy snare, punchy kick"
This composition contains a string section playing a rising and dissonant chord along with strings playing short notes. In the background you can hear atmospheric noises. This song may be playing in a scary movie scene.,"slow tempo, cinematic, dark, strings",slow tempo,cinematic,dark,strings
A digital drum beat repeats the same pattern with a strong and reverbed snare sound. An aggressive low to mid range sound is playing a melody underlined by a sub bass. On top of that a synth lead sound is playing a melody in the higher register that repeats itself the whole time. This song may be playing in an action video-game.,"slow to medium tempo, dark, digital drums",slow to medium tempo,,dark,digital drums
"This song is a Retro electronic instrumental. The tempo is fast with electronically arranged music, slick drumming, bright amplified keyboard harmony, tambourine beats,synthesiser arrangements and male and female vocalisation. The song is youthful, groovy,vibrant, upbeat, passionate, catchy and punchy. This song is a Retro EDM.","fast tempo, upbeat, electro pop, dance music, energetic, keyboard harmony","fast tempo, upbeat","electro pop, dance music",energetic,keyboard harmony
"This song sounds sensual, slightly erotic. The female voice is singing in the mid range and with delay and reverb on her voice. The bass is playing long notes with little changes. The drums are playing a rather complex groove. An e-guitar is playing single notes contributing to the rhythm while another guitar is playing an almost looped melody on top. This guitar has some effect on it and it sounds sensual and provocative. Synthesizer hits and keys are adding more little elements that are panned to the left and right side of the speakers. This is a very rhythmic song with its harmonic elements. This song may be playing at a nightclub for adults.","medium tempo, soul, sensual, acoustic drums, e-bass, e-guitar",medium tempo,soul,sensual,"acoustic drums, e-bass, e-guitar"
"This is a country music piece. A steel guitar is playing the main melody. There is a bass guitar in the background playing a mellow bass line. A slow tempo, mild-volume acoustic drum track is in the rhythmic background. The general atmosphere is relaxing. This piece could be used in the soundtrack of movies that take place in rural USA. It could also be played in western-themed bars.","slow tempo, rock, country music, psychedelic, calm, acoustic drums, bass guitar",slow tempo,"rock, country music","psychedelic, calm","acoustic drums, bass guitar"
"A male singer sings this retro pop melody. The song is medium tempo with a steady drumming rhythm, steady bass line, guitar accompaniment, and fiddler playing. The song is romantic and slow dance-like. The audio quality is very poor.","slow tempo, romantic, people dancing, emotional, steady drumming rhythm, male singer",slow tempo,,"romantic, people dancing, emotional","steady drumming rhythm, male singer"
A female singer sings this bluesy melody. The song is medium tempo with minimal guitar accompaniment and no other instrumentation. The song's medium tempo is very emotional and passionate. The song is a modern pop hit but with poor audio quality.,"pop song, romantic, passionate, female singer",,pop song,"romantic, passionate",female singer
This is a meditation track. There is a mellow sounding ambient synth in the background. A female voice can be heard speaking gently in the Spanish language. The general atmosphere of the track is calm.,"meditation, mellow, calm, female voice",,meditation,"mellow, calm",female voice
"This is an instrumental alternative music piece. There are two electric guitars with heavy effects playing chill melodies. A distinct crackling effect can be heard. The rhythm consists of a medium tempo percussion beat. The atmosphere is trippy. This piece can be used in the soundtrack of a drama movie, especially during a flashback scene involving good memories.","medium tempo, chill, percussion, electric guitar, no singer",medium tempo,chill,,"percussion, electric guitar, no singer"
This song has a repeating bassline that is accompanied by a highly distorted e-guitar playing along the low notes with the bass. The other strongly reverbed e-guitar is playing a long note melody against the beat of the drums that is playing loud and with a lot of open hihat. The male voice sounds loud and aggressive. He is screaming/singing in a higher pitched tone. This song may be played at a live rock festival.,"medium tempo, energetic, acoustic drums, e-bass",medium tempo,,energetic,"acoustic drums, e-bass"
"The  recording features a hip hop beat and some skateboard sound effects in the background. The beat consists of female opera vocalists that sing over punchy snare and kick hits, simple hi hats, energetic crash cymbals, simple piano chords, smooth bass and sustained strings melody. It sounds epic and powerful, almost inspiring. The stereo image is unbalanced, since the snare hits are panned a bit to the right channel, and overall the left channel is a bit louder.","hip hop, inspiring, epic, punchy snare",,hip hop,"inspiring, epic",punchy snare
"The  recording features a folk song that consists of loud passionate male vocal singing over acoustic guitar melody, shimmering shakers, percussive bongos, ""4 on the floor"" kick and mellow pad chords. It sounds loud, dull, messy and muffled, since the frequencies are clashing. It also sounds traditional and emotional.","folk, emotional, shimmering shakers",,folk,emotional,shimmering shakers
"This music is a soft instrumental. The tempo is slow with a beautiful keyboard harmony. The music is soft, mellow, sentimental, nostalgic, melancholic and romantic. This song is classic pop.","slow tempo, pop, romantic, mellow, melancholic, emotional, soft, nostalgic, sentimental, keyboard harmony",slow tempo,pop,"romantic, mellow, melancholic, emotional, soft, nostalgic, sentimental",keyboard harmony
"The  recording features a folk song playing in the background while the flat male vocalist is speaking. The song contains shimmering shakers, acoustic rhythm guitar, wooden percussion and harmonica melody. The song sounds happy, joyful and soulful.","folk, soulful, happy, joyful, flat male vocal, shimmering shakers",,"folk, soulful","happy, joyful","flat male vocal, shimmering shakers"
"This music is an Electronic instrumental. The tempo is medium fast with a mellifluous flute harmony with slick drum arrangements , sustained droning,and synthesiser articulations. The music is futuristic, contemporary, experimental, psychedelic, meditative,minimalist and ambient. This music is Electronic Dance Music.","medium fast tempo, electronic music, ambient, trance, psychedelic, meditative, steady drumming",medium fast tempo,"electronic music, ambient, trance","psychedelic, meditative",steady drumming
