instrument_tags,mood_tags,genre_tags,tempo_tags,aspect_list,id
e-bass,sentimental,ballad,medium tempo,"e-bass, sentimental, ballad, medium tempo",sample_0236
"steady drumming, piano, bass guitar, flat male vocal, male vocal","playful, chaotic","dance music, country music",medium to uptempo,"steady drumming, piano, bass guitar, flat male vocal, male vocal, playful, chaotic, dance music, country music, medium to uptempo",sample_0237
"bass guitar, flat male vocal, percussion","poignant, passionate",cinematic,medium fast tempo,"bass guitar, flat male vocal, percussion, poignant, passionate, cinematic, medium fast tempo",sample_0238
"clapping, percussion, groovy bass line, steady drumming","sensual, people dancing, sentimental, romantic, aggressive","electronic, pop song, metal","afrobeat, upbeat","clapping, percussion, groovy bass line, steady drumming, sensual, people dancing, sentimental, romantic, aggressive, electronic, pop song, metal, afrobeat, upbeat",sample_0239
"flute, acoustic guitar",happy,dance pop,fast tempo,"flute, acoustic guitar, happy, dance pop, fast tempo",sample_0240
"male voice, digital drums, male singer, female singer, piano, strings","romantic, fun, exciting, happy, poignant",classical music,"mid tempo, afrobeats","male voice, digital drums, male singer, female singer, piano, strings, romantic, fun, exciting, happy, poignant, classical music, mid tempo, afrobeats",sample_0241
"male singer, bass guitar, digital drums, steady drumming, tambourine, punchy kick","meditative, exciting, romantic",meditation,"groovy, medium tempo","male singer, bass guitar, digital drums, steady drumming, tambourine, punchy kick, meditative, exciting, romantic, meditation, groovy, medium tempo",sample_0242
"punchy kick, e-guitar","sentimental, energetic, playful, weird","pop, r&b, jazz","uptempo, 4 on the floor kick pattern","punchy kick, e-guitar, sentimental, energetic, playful, weird, pop, r&b, jazz, uptempo, 4 on the floor kick pattern",sample_0243
flat male vocal,sentimental,"electronic dance music, house, movie music",moderate tempo,"flat male vocal, sentimental, electronic dance music, house, movie music, moderate tempo",sample_0244
"no voices, no singer",hard rock,"latin dance music, chill",dance groove,"no voices, no singer, hard rock, latin dance music, chill, dance groove",sample_0245
"no voice, piano, acoustic drums","soothing, romantic, emotional",gospel,slow tempo,"no voice, piano, acoustic drums, soothing, romantic, emotional, gospel, slow tempo",sample_0246
"tambourine, electronic drums, steady drumming rhythm, acoustic guitar",heavy metal,jazz,groovy piano chords,"tambourine, electronic drums, steady drumming rhythm, acoustic guitar, heavy metal, jazz, groovy piano chords",sample_0247
"acoustic drums, no voice, groovy bass line, piano accompaniment, male voice, no voices","emotional, gentle, meditative, weird, fun, hard rock",ballad,moderate tempo,"acoustic drums, no voice, groovy bass line, piano accompaniment, male voice, no voices, emotional, gentle, meditative, weird, fun, hard rock, ballad, moderate tempo",sample_0248
"e-bass, cello","emotional, funky, meditative, hypnotic, sensual, fun","r&b, pop, cinematic, jazz, folk","syncopated snare, 4 on the floor kick pattern","e-bass, cello, emotional, funky, meditative, hypnotic, sensual, fun, r&b, pop, cinematic, jazz, folk, syncopated snare, 4 on the floor kick pattern",sample_0249
"bass guitar, punchy kick, strings, piano, cello",soothing,"metal, jazz, blues, trance, electronic, country music, orchestral, dance song",groovy double bass,"bass guitar, punchy kick, strings, piano, cello, soothing, metal, jazz, blues, trance, electronic, country music, orchestral, dance song, groovy double bass",sample_0250
"bass, shimmering shakers, claps","soft rock, intense, happy mood",classical music,"groovy, fast tempo","bass, shimmering shakers, claps, soft rock, intense, happy mood, classical music, groovy, fast tempo",sample_0251
male voice singing,joyful,"jazz, reggae, ambient",medium fast tempo,"male voice singing, joyful, jazz, reggae, ambient, medium fast tempo",sample_0252
shimmering shakers,intense,"rock music, trance",mid tempo,"shimmering shakers, intense, rock music, trance, mid tempo",sample_0253
"bass, no voices","emotional, mysterious","dance song, dance music, techno","dance groove, fast tempo, distorted guitar rhythm, groovy, slow tempo","bass, no voices, emotional, mysterious, dance song, dance music, techno, dance groove, fast tempo, distorted guitar rhythm, groovy, slow tempo",sample_0254
"digital drums, acoustic guitar, punchy snare, no percussion","intense, dark, mysterious, spiritual","classical music, rapping","groovy rhythm, medium to uptempo","digital drums, acoustic guitar, punchy snare, no percussion, intense, dark, mysterious, spiritual, classical music, rapping, groovy rhythm, medium to uptempo",sample_0255
"punchy snare, strings, groovy bass","aggressive, fun, chaotic",country,moderate tempo,"punchy snare, strings, groovy bass, aggressive, fun, chaotic, country, moderate tempo",sample_0256
punchy snare,passionate,"reggae, blues, dance song",fast tempo,"punchy snare, passionate, reggae, blues, dance song, fast tempo",sample_0257
keyboard harmony,"mellow, soft rock","electronic music, trap, soul",medium fast tempo,"keyboard harmony, mellow, soft rock, electronic music, trap, soul, medium fast tempo",sample_0258
"female singer, cello, strings","epic, passionate, joyful, energetic, positive",dance pop,steady rhythm,"female singer, cello, strings, epic, passionate, joyful, energetic, positive, dance pop, steady rhythm",sample_0259
"steady drumming, orchestra, male vocalist",soothing,"ambient, dance music, movie soundtrack, reggae",groovy double bass,"steady drumming, orchestra, male vocalist, soothing, ambient, dance music, movie soundtrack, reggae, groovy double bass",sample_0260
"punchy kick, no voice, electric guitar, keyboard harmony","romantic, people dancing, hypnotic",jazz,groovy music,"punchy kick, no voice, electric guitar, keyboard harmony, romantic, people dancing, hypnotic, jazz, groovy music",sample_0261
"violin, claps, keyboard accompaniment, male singer","epic, aggressive, inspiring, soothing, uplifting, dreamy, energetic",dance song,"groovy rhythm, slow, upbeat, moderate tempo","violin, claps, keyboard accompaniment, male singer, epic, aggressive, inspiring, soothing, uplifting, dreamy, energetic, dance song, groovy rhythm, slow, upbeat, moderate tempo",sample_0262
"e-guitar, male vocal",playful,"classical music, rock, jazz",medium tempo,"e-guitar, male vocal, playful, classical music, rock, jazz, medium tempo",sample_0263
"male singer, female vocal, orchestra, guitar solo, bass, piano accompaniment, e-bass, guitar, acoustic drums","hard rock, meditative, happy mood, energetic, dark, romantic, positive, exciting",folk,"rhythmic acoustic guitar, medium fast tempo","male singer, female vocal, orchestra, guitar solo, bass, piano accompaniment, e-bass, guitar, acoustic drums, hard rock, meditative, happy mood, energetic, dark, romantic, positive, exciting, folk, rhythmic acoustic guitar, medium fast tempo",sample_0264
"shimmering shakers, bass guitar, electronic drums",energetic,rock,"slow to medium tempo, slower tempo","shimmering shakers, bass guitar, electronic drums, energetic, rock, slow to medium tempo, slower tempo",sample_0265
"trumpets, piano, male voice",scary,"trap, cinematic","medium tempo, rhythmic acoustic guitar, upbeat, slow tempo","trumpets, piano, male voice, scary, trap, cinematic, medium tempo, rhythmic acoustic guitar, upbeat, slow tempo",sample_0266
"electric guitar, keyboard accompaniment, bass, trumpets","suspenseful, cheerful, epic","classical music, latin dance music, hip hop, electronic dance music, pop",groovy rhythm,"electric guitar, keyboard accompaniment, bass, trumpets, suspenseful, cheerful, epic, classical music, latin dance music, hip hop, electronic dance music, pop, groovy rhythm",sample_0267
"orchestra, violin","passionate, joyful, intense, scary",electronic music,groovy,"orchestra, violin, passionate, joyful, intense, scary, electronic music, groovy",sample_0268
"male vocal, no voices, e-guitar, piano","soft, nostalgic, funky",dance music,slow tempo,"male vocal, no voices, e-guitar, piano, soft, nostalgic, funky, dance music, slow tempo",sample_0269
"electric guitar, bass, male voice singing, groovy bass, female singer",fun,orchestral,"polyrhythms, moderate tempo","electric guitar, bass, male voice singing, groovy bass, female singer, fun, orchestral, polyrhythms, moderate tempo",sample_0270
"orchestra, female voice, electronic drums, piano, steady drumming rhythm",intense,trance,"groovy, medium tempo, slower to medium tempo","orchestra, female voice, electronic drums, piano, steady drumming rhythm, intense, trance, groovy, medium tempo, slower to medium tempo",sample_0271
"female singer, strings, clapping","cheerful, soft, hard rock, melancholic, intense, suspenseful, calm, romantic, dark","ballad, dance song, country music, country, rock, pop, orchestral, house, folk","groovy, rhythm","female singer, strings, clapping, cheerful, soft, hard rock, melancholic, intense, suspenseful, calm, romantic, dark, ballad, dance song, country music, country, rock, pop, orchestral, house, folk, groovy, rhythm",sample_0272
"trumpets, female vocal, clapping, no voices, no percussion","hard rock, happy mood, eerie, joyful, cheerful, chaotic","jazz, gospel",uptempo,"trumpets, female vocal, clapping, no voices, no percussion, hard rock, happy mood, eerie, joyful, cheerful, chaotic, jazz, gospel, uptempo",sample_0273
"acoustic guitar, strings, no voice, electric guitar","funky, fun",reggae,acoustic rhythm guitar chords,"acoustic guitar, strings, no voice, electric guitar, funky, fun, reggae, acoustic rhythm guitar chords",sample_0274
male voice,emotional,"techno, hip hop",medium to uptempo,"male voice, emotional, techno, hip hop, medium to uptempo",sample_0275
"electric guitar, passionate female vocal, groovy bass line",aggressive,blues,"medium tempo, medium fast tempo, groovy, beatbox, upbeat","electric guitar, passionate female vocal, groovy bass line, aggressive, blues, medium tempo, medium fast tempo, groovy, beatbox, upbeat",sample_0276
"male voice singing, shimmering shakers, piano accompaniment","meditative, dark",classical music,medium tempo,"male voice singing, shimmering shakers, piano accompaniment, meditative, dark, classical music, medium tempo",sample_0277
"strings, acoustic drums, male voice singing, percussion, female voice",playful,"r&b, dance music, electronic music, dance song","acoustic rhythm guitar chords, rhythmic acoustic guitar, slow tempo","strings, acoustic drums, male voice singing, percussion, female voice, playful, r&b, dance music, electronic music, dance song, acoustic rhythm guitar chords, rhythmic acoustic guitar, slow tempo",sample_0278
acoustic drums,"uplifting, calming","ambient, rock, danceable",groovy drumming rhythm,"acoustic drums, uplifting, calming, ambient, rock, danceable, groovy drumming rhythm",sample_0279
"digital drums, electronic drums, keyboard accompaniment, male voice, acoustic guitar, percussion, punchy snare, guitar","joyful, sad, harsh, sensual, hypnotic",dance song,moderate tempo,"digital drums, electronic drums, keyboard accompaniment, male voice, acoustic guitar, percussion, punchy snare, guitar, joyful, sad, harsh, sensual, hypnotic, dance song, moderate tempo",sample_0280
male vocal,energetic,rap,"slow tempo, groovy rhythm, groovy bass lines","male vocal, energetic, rap, slow tempo, groovy rhythm, groovy bass lines",sample_0281
"steady drumming rhythm, keyboard accompaniment, punchy snare, acoustic drums","fun, joyful","rap, alternative rock, dance, dance music, rapping, metal",groovy bass lines,"steady drumming rhythm, keyboard accompaniment, punchy snare, acoustic drums, fun, joyful, rap, alternative rock, dance, dance music, rapping, metal, groovy bass lines",sample_0282
digital drums,"aggressive, romantic, eerie","western classical music, rock",medium to uptempo,"digital drums, aggressive, romantic, eerie, western classical music, rock, medium to uptempo",sample_0283
"shimmering shakers, tambourine, strings, passionate male vocal",calming,folk song,"medium fast tempo, fast tempo, groovy synth bass","shimmering shakers, tambourine, strings, passionate male vocal, calming, folk song, medium fast tempo, fast tempo, groovy synth bass",sample_0284
"no voices, electric guitar, piano accompaniment, passionate male vocal, female vocal, bass",chaotic,"metal, reggae, dance pop, ambient, dance music, techno, rapping",medium to uptempo,"no voices, electric guitar, piano accompaniment, passionate male vocal, female vocal, bass, chaotic, metal, reggae, dance pop, ambient, dance music, techno, rapping, medium to uptempo",sample_0285
"female singer, guitar, flat male vocal",sentimental,cinematic,slow tempo,"female singer, guitar, flat male vocal, sentimental, cinematic, slow tempo",sample_0286
"bass, keyboard accompaniment",emotional,country,polyrhythms,"bass, keyboard accompaniment, emotional, country, polyrhythms",sample_0287
"no percussion, strings, electronic drums, no voices","energetic, sentimental, uplifting, romantic, passionate, psychedelic, positive","meditation, electronic dance music",moderate tempo,"no percussion, strings, electronic drums, no voices, energetic, sentimental, uplifting, romantic, passionate, psychedelic, positive, meditation, electronic dance music, moderate tempo",sample_0288
"shimmering shakers, male singer",mellow,"dance music, reggae",dance rhythm,"shimmering shakers, male singer, mellow, dance music, reggae, dance rhythm",sample_0289
"tambourine, bass guitar, keyboard harmony","psychedelic, chaotic, uplifting, romantic","trap, electronic music, alternative rock, ambient noises",slow tempo,"tambourine, bass guitar, keyboard harmony, psychedelic, chaotic, uplifting, romantic, trap, electronic music, alternative rock, ambient noises, slow tempo",sample_0290
"no percussion, violin, female vocal, keyboard","poignant, gentle, emotional",indie,"slow tempo, slow, uptempo","no percussion, violin, female vocal, keyboard, poignant, gentle, emotional, indie, slow tempo, slow, uptempo",sample_0291
"electric guitar, no percussion, claps",sentimental,"dance, reggae, pop, dance song",afrobeat,"electric guitar, no percussion, claps, sentimental, dance, reggae, pop, dance song, afrobeat",sample_0292
"orchestra, keyboard accompaniment, drums, strings, electronic drums, guitar solo",aggressive,"electronic dance music, dance, techno",groovy rhythm,"orchestra, keyboard accompaniment, drums, strings, electronic drums, guitar solo, aggressive, electronic dance music, dance, techno, groovy rhythm",sample_0293
"groovy bass line, male voice, female singer, bass guitar, flat male vocal","happy, romantic, exciting","hip hop, pop, cinematic, chill","dance rhythm, medium to uptempo","groovy bass line, male voice, female singer, bass guitar, flat male vocal, happy, romantic, exciting, hip hop, pop, cinematic, chill, dance rhythm, medium to uptempo",sample_0294
"bass guitar, strings","suspenseful, harsh, sad",ambient noises,medium tempo,"bass guitar, strings, suspenseful, harsh, sad, ambient noises, medium tempo",sample_0295
"male vocalist, electric guitar, violin","mysterious, fun, passionate",classical,slow tempo,"male vocalist, electric guitar, violin, mysterious, fun, passionate, classical, slow tempo",sample_0296
"trumpets, male vocalist, violin",passionate,folk,upbeat,"trumpets, male vocalist, violin, passionate, folk, upbeat",sample_0297
"male singer, keyboard harmony, acoustic drums","mellow, energetic, passionate",dance pop,medium fast tempo,"male singer, keyboard harmony, acoustic drums, mellow, energetic, passionate, dance pop, medium fast tempo",sample_0298
"acoustic guitar, punchy snare",dreamy,ballad,groovy bass lines,"acoustic guitar, punchy snare, dreamy, ballad, groovy bass lines",sample_0299
male singer,"dramatic, sensual, mellow, harsh, mysterious, melancholic, joyful","indie, soulful",slow,"male singer, dramatic, sensual, mellow, harsh, mysterious, melancholic, joyful, indie, soulful, slow",sample_0300
no voice,"dramatic, scary",pop,"groovy synth bass, slow tempo, medium to uptempo","no voice, dramatic, scary, pop, groovy synth bass, slow tempo, medium to uptempo",sample_0301
"piano, female vocal, bass, punchy kick, guitar solo, passionate female vocal",soft rock,house,"groovy, upbeat, steady rhythm, dance groove, medium fast tempo, slower tempo, slow to medium tempo","piano, female vocal, bass, punchy kick, guitar solo, passionate female vocal, soft rock, house, groovy, upbeat, steady rhythm, dance groove, medium fast tempo, slower tempo, slow to medium tempo",sample_0302
"groovy bass, steady drumming rhythm, acoustic drums",calming,country,"groovy music, groovy, groovy synth bass","groovy bass, steady drumming rhythm, acoustic drums, calming, country, groovy music, groovy, groovy synth bass",sample_0303
"flat male vocal, acoustic guitar, male voice, electronic drums, digital drums, e-guitar","exciting, emotional","blues, ambient, gospel, rock",medium fast tempo,"flat male vocal, acoustic guitar, male voice, electronic drums, digital drums, e-guitar, exciting, emotional, blues, ambient, gospel, rock, medium fast tempo",sample_0304
"no percussion, no singer",intense,metal,beat boxing,"no percussion, no singer, intense, metal, beat boxing",sample_0305
"passionate female vocal, strings, tambourine, bass, steady drumming rhythm","ethereal, psychedelic, happy","ambient, soulful, jazz, classical music, danceable",dance groove,"passionate female vocal, strings, tambourine, bass, steady drumming rhythm, ethereal, psychedelic, happy, ambient, soulful, jazz, classical music, danceable, dance groove",sample_0306
punchy snare,"sad, exciting","r&b, cinematic",afrobeat,"punchy snare, sad, exciting, r&b, cinematic, afrobeat",sample_0307
"violin, acoustic drums, punchy kick","people dancing, soft","electronic dance music, soul, ballad","slick drumming rhythm, slower to medium tempo","violin, acoustic drums, punchy kick, people dancing, soft, electronic dance music, soul, ballad, slick drumming rhythm, slower to medium tempo",sample_0308
"male voice, claps, e-bass, piano",scary,"chill, ballad, ambient, electro pop, folk, reggae, dance, indie",groovy synth bass,"male voice, claps, e-bass, piano, scary, chill, ballad, ambient, electro pop, folk, reggae, dance, indie, groovy synth bass",sample_0309
"male voice singing, cello, bass, piano, female vocal, steady drumming rhythm, no percussion",exciting,"chill, folk, reggae, soul, movie music","uptempo, medium fast tempo","male voice singing, cello, bass, piano, female vocal, steady drumming rhythm, no percussion, exciting, chill, folk, reggae, soul, movie music, uptempo, medium fast tempo",sample_0310
"no voices, steady drumming rhythm, shimmering shakers, no voice, punchy kick",dark,"folk music, r&b, pop","upbeat, slow tempo, fast tempo, groovy","no voices, steady drumming rhythm, shimmering shakers, no voice, punchy kick, dark, folk music, r&b, pop, upbeat, slow tempo, fast tempo, groovy",sample_0311
"steady drumming, flute","energetic, inspiring, weird, positive",r&b,"medium to uptempo, groovy music","steady drumming, flute, energetic, inspiring, weird, positive, r&b, medium to uptempo, groovy music",sample_0312
steady drumming,"passionate, dark, mellow",folk song,"groovy piano chords, beatboxing","steady drumming, passionate, dark, mellow, folk song, groovy piano chords, beatboxing",sample_0313
"passionate male vocal, flute, female vocal, e-bass, passionate female vocal, punchy snare, electric guitar",epic,"metal, alternative rock, hip hop, soulful, ambient sounds, country music",groovy,"passionate male vocal, flute, female vocal, e-bass, passionate female vocal, punchy snare, electric guitar, epic, metal, alternative rock, hip hop, soulful, ambient sounds, country music, groovy",sample_0314
"no voice, passionate male vocal, acoustic guitar, clapping","funky, uplifting, sentimental, people dancing, nostalgic","dance music, cinematic, orchestral, pop",afrobeats,"no voice, passionate male vocal, acoustic guitar, clapping, funky, uplifting, sentimental, people dancing, nostalgic, dance music, cinematic, orchestral, pop, afrobeats",sample_0315
"violin, male vocal, drums, electronic drums","energetic, emotional",danceable,contemporary,"violin, male vocal, drums, electronic drums, energetic, emotional, danceable, contemporary",sample_0316
keyboard harmony,harsh,pop song,"dance rhythm, slow tempo, distorted guitar rhythm","keyboard harmony, harsh, pop song, dance rhythm, slow tempo, distorted guitar rhythm",sample_0317
"electronic drums, drums, punchy snare, tambourine, keyboard accompaniment","calming, soothing, romantic",rock music,medium to uptempo,"electronic drums, drums, punchy snare, tambourine, keyboard accompaniment, calming, soothing, romantic, rock music, medium to uptempo",sample_0318
shimmering cymbals,"sentimental, passionate","dance, reggae, jazz, rock, trap, alternative rock, movie music, soulful, dance music, pop, electronic, blues, classical music",groovy music,"shimmering cymbals, sentimental, passionate, dance, reggae, jazz, rock, trap, alternative rock, movie music, soulful, dance music, pop, electronic, blues, classical music, groovy music",sample_0319
acoustic guitar,emotional,"house, jazz, pop","groovy, medium tempo","acoustic guitar, emotional, house, jazz, pop, groovy, medium tempo",sample_0320
female vocal,"psychedelic, harsh, emotional, dramatic",metal,distorted guitar rhythm,"female vocal, psychedelic, harsh, emotional, dramatic, metal, distorted guitar rhythm",sample_0321
digital drums,"sensual, scary, energetic, uplifting, calming, emotional, melancholic, mellow, poignant","folk music, ambient sounds, rock, folk, ambient",groovy,"digital drums, sensual, scary, energetic, uplifting, calming, emotional, melancholic, mellow, poignant, folk music, ambient sounds, rock, folk, ambient, groovy",sample_0322
"keyboard harmony, electronic drums, passionate female vocal",ethereal,"chill, folk music, dance music, ambient noises",medium tempo,"keyboard harmony, electronic drums, passionate female vocal, ethereal, chill, folk music, dance music, ambient noises, medium tempo",sample_0323
flute,passionate,techno,slow tempo,"flute, passionate, techno, slow tempo",sample_0324
"digital drums, bass guitar, guitar solo","mellow, scary, happy, calm, emotional, psychedelic",electro pop,"slick drumming rhythm, 4 on the floor kick pattern, afrobeat, acoustic rhythm guitar chords","digital drums, bass guitar, guitar solo, mellow, scary, happy, calm, emotional, psychedelic, electro pop, slick drumming rhythm, 4 on the floor kick pattern, afrobeat, acoustic rhythm guitar chords",sample_0325
"male singer, no singer, punchy kick, female singer, male vocal",soft,country,groovy synth bass,"male singer, no singer, punchy kick, female singer, male vocal, soft, country, groovy synth bass",sample_0326
"electronic drums, keyboard harmony, electric guitar, male vocal",gentle,"ambient noises, movie soundtrack, pop, soulful",medium fast tempo,"electronic drums, keyboard harmony, electric guitar, male vocal, gentle, ambient noises, movie soundtrack, pop, soulful, medium fast tempo",sample_0327
"trumpets, electronic drums, piano accompaniment, male singer, male vocalist, punchy snare, punchy kick","dark, soft rock, people dancing","folk song, dance song, pop, folk music, folk",rhythmic patter,"trumpets, electronic drums, piano accompaniment, male singer, male vocalist, punchy snare, punchy kick, dark, soft rock, people dancing, folk song, dance song, pop, folk music, folk, rhythmic patter",sample_0328
electronic drums,"energetic, exciting, mellow","r&b, trance, rap, gospel","medium to uptempo, beat boxing, groovy, dance rhythm","electronic drums, energetic, exciting, mellow, r&b, trance, rap, gospel, medium to uptempo, beat boxing, groovy, dance rhythm",sample_0329
"male singer, male voice singing",emotional,"gospel, folk","medium tempo, groovy piano chords, uptempo, medium to uptempo","male singer, male voice singing, emotional, gospel, folk, medium tempo, groovy piano chords, uptempo, medium to uptempo",sample_0330
"claps, acoustic drums, flat male vocal",energetic,classical music,polyrhythms,"claps, acoustic drums, flat male vocal, energetic, classical music, polyrhythms",sample_0331
"digital drums, shimmering shakers, no singer","romantic, happy, soft rock, intense, sentimental, heavy metal, calming, gentle",movie music,"slower tempo, groovy bassline","digital drums, shimmering shakers, no singer, romantic, happy, soft rock, intense, sentimental, heavy metal, calming, gentle, movie music, slower tempo, groovy bassline",sample_0332
"passionate male vocal, claps, electronic drums",fun,ambient noises,moderate tempo,"passionate male vocal, claps, electronic drums, fun, ambient noises, moderate tempo",sample_0333
drums,poignant,"folk music, blues, alternative rock, movie soundtrack, western classical music, dance pop, folk song","rhythm, slow, syncopated rhythms","drums, poignant, folk music, blues, alternative rock, movie soundtrack, western classical music, dance pop, folk song, rhythm, slow, syncopated rhythms",sample_0334
flat male vocal,"heavy metal, sentimental, inspiring",dance,"syncopated, groovy bass lines","flat male vocal, heavy metal, sentimental, inspiring, dance, syncopated, groovy bass lines",sample_0335
"punchy snare, cello, female vocal, guitar solo, electronic drums",melancholic,"pop rock, pop song, ballad",fast tempo,"punchy snare, cello, female vocal, guitar solo, electronic drums, melancholic, pop rock, pop song, ballad, fast tempo",sample_0336
electric guitar,"spiritual, mellow, funky",alternative rock,groovy bass lines,"electric guitar, spiritual, mellow, funky, alternative rock, groovy bass lines",sample_0337
"drums, trumpets, digital drums","intense, positive",pop,"groovy bassline, slow tempo","drums, trumpets, digital drums, intense, positive, pop, groovy bassline, slow tempo",sample_0338
flat male vocal,"mysterious, cheerful",alternative rock,medium tempo,"flat male vocal, mysterious, cheerful, alternative rock, medium tempo",sample_0339
"punchy kick, passionate male vocal","sad, inspiring, romantic, exciting",pop,moderate tempo,"punchy kick, passionate male vocal, sad, inspiring, romantic, exciting, pop, moderate tempo",sample_0340
"guitar solo, male voice singing, shimmering cymbals, keyboard, male voice, electric guitar","funky, passionate, mellow, soft","danceable, electronic dance music, classical, folk music",dance groove,"guitar solo, male voice singing, shimmering cymbals, keyboard, male voice, electric guitar, funky, passionate, mellow, soft, danceable, electronic dance music, classical, folk music, dance groove",sample_0341
"groovy bass line, punchy kick, keyboard accompaniment, strings, digital drums, keyboard harmony, e-guitar","mellow, melancholic","classical, electro pop, pop, movie soundtrack, folk song","uptempo, fast tempo, upbeat","groovy bass line, punchy kick, keyboard accompaniment, strings, digital drums, keyboard harmony, e-guitar, mellow, melancholic, classical, electro pop, pop, movie soundtrack, folk song, uptempo, fast tempo, upbeat",sample_0342
male vocal,"happy mood, emotional, melancholic, fun","latin dance music, rock, chill, rock music, blues, pop",rhythmic beat,"male vocal, happy mood, emotional, melancholic, fun, latin dance music, rock, chill, rock music, blues, pop, rhythmic beat",sample_0343
bass,"passionate, poignant, romantic, happy, psychedelic",movie music,medium tempo,"bass, passionate, poignant, romantic, happy, psychedelic, movie music, medium tempo",sample_0344
"steady drumming, piano, electric guitar, flat male vocal","calm, fun, joyful","pop, blues",rhythmic,"steady drumming, piano, electric guitar, flat male vocal, calm, fun, joyful, pop, blues, rhythmic",sample_0345
"electronic drums, acoustic guitar, piano accompaniment, cello, passionate female vocal, keyboard accompaniment",uplifting,r&b,groovy synth bass,"electronic drums, acoustic guitar, piano accompaniment, cello, passionate female vocal, keyboard accompaniment, uplifting, r&b, groovy synth bass",sample_0346
male vocal,soft rock,"pop, blues, orchestral",dance groove,"male vocal, soft rock, pop, blues, orchestral, dance groove",sample_0347
"digital drums, no singer, acoustic guitar, acoustic drums, cello, electronic drums",eerie,electronic music,"groovy synth bass, slick drumming rhythm, rhythmic acoustic guitar, slow tempo","digital drums, no singer, acoustic guitar, acoustic drums, cello, electronic drums, eerie, electronic music, groovy synth bass, slick drumming rhythm, rhythmic acoustic guitar, slow tempo",sample_0348
"male vocalist, shimmering shakers, keyboard accompaniment, piano, male vocal, punchy snare","ethereal, nostalgic",soul,"uptempo, fast tempo, beatboxing, medium to uptempo","male vocalist, shimmering shakers, keyboard accompaniment, piano, male vocal, punchy snare, ethereal, nostalgic, soul, uptempo, fast tempo, beatboxing, medium to uptempo",sample_0349
"keyboard, punchy kick, trumpets, groovy bass, piano","exciting, dramatic","reggae, techno",medium tempo,"keyboard, punchy kick, trumpets, groovy bass, piano, exciting, dramatic, reggae, techno, medium tempo",sample_0350
"bass guitar, groovy bass line, claps",sentimental,"dance song, dance music, trap, movie music, dance pop","rhythmic patter, moderate tempo, slick drumming rhythm, uptempo","bass guitar, groovy bass line, claps, sentimental, dance song, dance music, trap, movie music, dance pop, rhythmic patter, moderate tempo, slick drumming rhythm, uptempo",sample_0351
groovy bass,"dreamy, heavy metal","pop, cinematic, r&b, folk, indie","groovy synth bass, syncopated harmony, contemporary, medium to uptempo, slow","groovy bass, dreamy, heavy metal, pop, cinematic, r&b, folk, indie, groovy synth bass, syncopated harmony, contemporary, medium to uptempo, slow",sample_0352
punchy snare,"mellow, happy mood, intense, psychedelic",hip hop,"slower tempo, fast tempo, medium tempo, groovy","punchy snare, mellow, happy mood, intense, psychedelic, hip hop, slower tempo, fast tempo, medium tempo, groovy",sample_0353
electric guitar,eerie,orchestral,fast tempo,"electric guitar, eerie, orchestral, fast tempo",sample_0354
"electronic drums, e-guitar, acoustic drums, female singer, male vocalist, no voices","funk, calming",blues,"beatbox, slower tempo, groovy rhythm","electronic drums, e-guitar, acoustic drums, female singer, male vocalist, no voices, funk, calming, blues, beatbox, slower tempo, groovy rhythm",sample_0355
"bass, cello","uplifting, passionate, harsh, playful, suspenseful, joyful",pop rock,"groovy, groovy drumming rhythm, rhythmic","bass, cello, uplifting, passionate, harsh, playful, suspenseful, joyful, pop rock, groovy, groovy drumming rhythm, rhythmic",sample_0356
"flat male vocal, steady drumming, male vocal","happy, energetic, mellow, nostalgic, melancholic, romantic, sentimental",trap,uptempo,"flat male vocal, steady drumming, male vocal, happy, energetic, mellow, nostalgic, melancholic, romantic, sentimental, trap, uptempo",sample_0357
"bass, female singer, trumpets, electric guitar, bass guitar, female vocal, male voice, punchy kick",emotional,rock,"slow to medium tempo, slow tempo","bass, female singer, trumpets, electric guitar, bass guitar, female vocal, male voice, punchy kick, emotional, rock, slow to medium tempo, slow tempo",sample_0358
piano accompaniment,"emotional, nostalgic",pop rock,upbeat,"piano accompaniment, emotional, nostalgic, pop rock, upbeat",sample_0359
"shimmering shakers, no voices, male vocalist, shimmering cymbals, cello, no singer",soft,classical music,"rhythmic beat, fast tempo, groovy bass lines, uptempo","shimmering shakers, no voices, male vocalist, shimmering cymbals, cello, no singer, soft, classical music, rhythmic beat, fast tempo, groovy bass lines, uptempo",sample_0360
"digital drums, bass guitar, piano, bass, keyboard",exciting,"classical music, pop, ambient noises, dance pop, r&b, country music, orchestral, rock, western classical music, electronic music, classical, rapping, techno",medium tempo,"digital drums, bass guitar, piano, bass, keyboard, exciting, classical music, pop, ambient noises, dance pop, r&b, country music, orchestral, rock, western classical music, electronic music, classical, rapping, techno, medium tempo",sample_0361
"guitar, male vocal, groovy bass line, bass, punchy kick",spiritual,"alternative rock, pop song, rap","groovy, dance groove","guitar, male vocal, groovy bass line, bass, punchy kick, spiritual, alternative rock, pop song, rap, groovy, dance groove",sample_0362
