fname,ytid,aspect_list,caption_ground_truth,caption_writing,caption_summary,caption_paraphrase,caption_attribute_prediction,pseudo_attribute,is_crawled,author_id,start_s,end_s,audioset_positive_labels,is_balanced_subset,is_audioset_eval,filename,clap_score,fad_score
[MpjN21Z93JY]-[180-190],MpjN21Z93JY,"['male singer' 'ukulele accompaniment' 'bad audio quality' 'inspiring'
 'amateur singer' 'ukulele playing rhythm' 'memdium tempo' 'song cover'
 'emotional' 'love song' 'romantic' 'touching' 'youtube music video'
 'friendship' 'touching' 'heartfelt' 'pop song' 'pop song cover'
 'modern pop hits' 'band audio quality' 'home music video']",A male singer sings this popular song. The tempo is medium with an ukulele playing rhythm accompanying the male vocals with no other instrumentation. The song is emotional and inspiring. The audio quality is bad.,"Despite its low audio quality and amateur male singer, this touching, romantic love song cover with inspiring ukulele accompaniment at a medium tempo will pull at your heartstrings and bring back memories of friendship and love, all captured in a heartfelt pop song cover from modern pop hits, presented in a touching, band audio quality home music video on YouTube.","An inspiring, romantic, and heartfelt medium tempo love song cover with a male amateur singer accompanied by a ukulele playing rhythm, featuring bad audio quality in a touching Youtube music video that highlights friendship and the joys of young love, with a modern pop hits sound and band audio quality in a home music video.","A male amateur singer delivers an inspiring and heartfelt cover of a modern pop hit with his ukulele playing rhythm as the captivating accompaniment in a touching and romantic love song. Even with bad audio quality, his emotional rendition leaves a lasting impact, setting the mood for friendship and love in this home-made music video on YouTube.","This emotional pop song cover features an amateur male singer whose ukulele playing rhythm is accompanied by a gentle acoustic guitar. Despite the bad audio quality of this home music video, the heartfelt lyrics about longing and friendship make this a touching love song that is sure to inspire. The medium tempo and simple chord progression make it easy to follow along, while the romantic and modern pop hits feel make it a perfect choice for any romantic occasion. Whether you're looking for a pop song cover or an original composition, this touching and inspiring ballad is sure to leave you feeling inspired.","['acoustic guitar accompaniment' 'soft vocals' 'lyrics about longing'
 'simple chord progression']",True,1,180,190,"/m/04rlf,/m/04szw,/m/07xzm,/m/0fx80y",False,False,MpjN21Z93JY.wav,0.561978280544281,0.7577089276363171
[MMGAKKhqxKg]-[160-170],MMGAKKhqxKg,"['amateur recording' 'crowd cheering' 'falsetto voice' 'vocables'
 'guitar sounds' 'fast paced percussion' 'bass' 'moderate tempo'
 'upbeat song']",This amateur recording starts off with the sound of the crowd at a live show. This is followed by a male voice mouthing four blasting sounds over the mic. This is followed by a guitar playing a funk riff and another guitar playing a lower register melody. The percussion plays a fast beat. The bass plays only one note in a continuous pattern following the percussion. The mood of this song is upbeat. This song can be played in a retro club.,"This upbeat song features a moderate tempo, fast-paced percussion, and lively guitar sounds, all complemented by a captivating falsetto voice and playful vocables, while the amateur recording captures the energy of the cheering crowd and the catchy bassline that will keep you dancing all night long.","An upbeat song featuring a falsetto voice, guitar sounds, fast paced percussion, and moderate tempo with vocables and cheers from the crowd, recorded in an amateur style.","Get ready to raise the roof with this upbeat song featuring a moderate tempo and fast-paced percussion, accompanied by a powerful falsetto voice and the soul-stirring sound of guitars and bass, all enhanced by the electric ambiance of a cheering crowd, and a generous use of vocables.","An upbeat song with a moderate tempo, featuring amateur recordings of guitar sounds and fast-paced percussion. The crowd can be heard cheering in the background, as the singer's falsetto voice and use of vocables take center stage. Electric guitar solos add to the energetic feel of the song, while harmonies bring a richer sound to the overall composition.",['electric guitar solos' 'harmonies'],True,0,160,170,"/m/04rlf,/m/064t9,/m/07qnq_y",False,False,MMGAKKhqxKg.wav,0.5730968713760376,1.020194133763484
[b-Cr0EWwaTk]-[140-150],b-Cr0EWwaTk,"['low quality' 'hip hop' 'echoing whispering vocal' 'flat male vocal'
 'shimmering hi hats' 'boomy 808 bass' 'punchy kick' 'claps'
 'quiet snare hits' 'arpeggiated synth melody' 'energetic'
 'uptempo hi hat triplets']","The low quality recording features a hip hop song that consists of flat male vocals, alongside echoing whispering vocals, rapping over shimmering hi hats, punchy kick, boomy 808 bass, claps, quiet snare hits and arpeggiated synth melody. The song sounds energetic, especially because of the uptempo hi hat triplets.","Filled with low quality production and a mix of hip hop elements, this track features echoing whispering vocals and flat male vocals to create an atmosphere of grit and intensity, complemented by shimmering hi hats, a boomy 808 bass, punchy kick and claps, along with quiet snare hits and a catchy arpeggiated synth melody. The uptempo hi hat triplets add an energetic and lively touch to this piece.","This low quality hip hop song features echoing whispering and flat male vocals, boomy 808 bass and punchy kicks with shimmering hi hats and energetic arpeggiated synth melodies alongside uptempo hi hat triplets and claps with quiet snare hits.","Featuring a raw, low quality hip hop production, this track captivates listeners with echoing whispers and flat male vocals over shimmering hi hat and boomy 808 bass, held together by the punchy kick and claps, with quiet snare hits adding to its dynamic complexity, all while an energetic arpeggiated synth melody drives the song forward with uptempo hi hat triplets.","This hip hop track features echoing whispering vocals and a flat male vocal, accompanied by shimmering hi hats and boomy 808 bass. The punchy kick and claps keep the energetic pace going, while the quiet snare hits add a subtle groove. The arpeggiated synth melody contrasts with a darker synth melody, creating a unique soundscape. The uptempo hi hat triplets are slowed down briefly, allowing the reverberating snare hits to shine. Overall, this song is a perfect mix of energy and chill vibes.",['dark synth melody' 'slowed down tempo' 'reverberating snare hits'],True,4,140,150,"/m/04rlf,/m/06bxc,/m/0glt670",False,False,b-Cr0EWwaTk.wav,0.4559652805328369,0.8744127359439648
[WIuLaxWIAAI]-[230-240],WIuLaxWIAAI,"['no singer' 'instrumental' 'acoustic drums' 'drum solo' 'rapid playing'
 'energetic' 'complex' 'groovy']",This is the recording of a drum solo performance. The drummer is performing various complex beats and chops with a rapid procession on an acoustic drum kit. There is a tambourine placed on the snare drum that rattles with every stroke. The atmosphere of the solo is energetic. Parts of this solo could be sampled to be used as intro jingles for music channels. These samples could also be used in beat-making.,This instrumental track features complex and groovy acoustic drums that build into an energetic drum solo with rapid playing.,"An instrumental song with acoustic drums featuring a rapid, energetic, and complex drum solo that creates a groovy vibe.","This instrumental track showcases intricate and high-energy acoustic drumming, including a standout drum solo, that's both complex and groovy.","This is an instrumental track that blends the energetic and groovy sounds of acoustic drums with the rapid and complex playing of electric guitar and synthesizer. The drum solo towards the middle of the song is particularly impressive, showing off the skill of the drummer. The bassline keeps the song driving forward and adds an extra layer of depth to the overall sound.",['electric guitar' 'bass' 'synthesizer'],True,9,230,240,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",False,False,WIuLaxWIAAI.wav,0.4501953125,0.9935768451740064
[-cQ-jUTEgck]-[30-40],-cQ-jUTEgck,"['southern rock' 'blues rock' 'live performance' 'electric guitar'
 'guitar solo' 'keyboard' 'bass guitar' 'acoustic drums' 'groovy']",This is a live performance of a southern rock piece. There is an electric guitar playing a blues solo. There is a bass guitar playing in the background. The rhythm is being played by the acoustic drums. The atmosphere is groovy. This piece could be playing in the background at a rock bar.,"Immerse yourself in the soulful sounds of southern rock and blues rock with a heart-stirring live performance featuring electrifying guitar solos, deep keyboard harmonies, thumping bass guitar, and dynamic acoustic drums that will transport you to a groovy musical wonderland.",This song is a groovy southern and blues rock performance with electric guitar and keyboard solos accompanied by the rhythm section of bass guitar and acoustic drums.,"This high-energy southern rock and blues rock track is guaranteed to get the crowd moving during a live performance, with electrifying riffs on the electric guitar and a soulful guitar solo, backed by a groovy beat from the keyboard, bass guitar, and acoustic drums.","This southern rock and blues rock song has a groovy beat with an electric guitar and bass guitar driving the rhythm. The live performance features an epic guitar solo, accompanied by a slide guitar and harmonica. The keyboard and organ add depth to the sound, while the acoustic drums provide a solid foundation for the overall rock and roll feel.",['slide guitar' 'harmonica' 'organ'],True,9,30,40,"/m/02p0sh1,/m/04rlf",False,False,-cQ-jUTEgck.wav,0.4961530864238739,0.955609103684596
[qpwjSTEaswI]-[90-100],qpwjSTEaswI,"['folk dubstep' 'fast tempo' 'female voices' 'jaw harp'
 'programmed percussion']","This folk dubstep features female voices singing the main melody. This is accompanied by percussion playing a dubstep beat. The tempo of the beat is fast, incorporating shuffles. A jaw harp plays a quirky sound in the background. The tempo of the song is fast. At the beginning, there is no bass. Toward the end, the bass plays while the percussion gets louder. This song can be played in a club.","This upbeat folk dubstep track features fast tempo and a fusion of programmed percussion with the unique sound of jaw harp, highlighted by the haunting and mesmerizing female vocals.","A fast-paced folk dubstep song with female vocals, programmed percussion, and a unique jaw harp feature.",This upbeat folk dubstep track features a lightning-fast tempo and ethereal female voices layered over a foundation of programmed percussion and the unique twang of a jaw harp.,A fast-paced and upbeat folk dubstep song featuring female vocals and a combination of traditional jaw harp and modern programmed percussion. The use of banjo and fiddle adds an extra layer of depth to the melody and creates a unique sound that is both traditional and contemporary.,['banjo' 'fiddle'],True,0,90,100,"/m/02lkt,/m/04rlf,/m/064t9,/m/07p78v5,/m/07s72n",False,False,qpwjSTEaswI.wav,0.6266953349113464,0.9427923765231885
[gwBfZJ5IGOA]-[0-10],gwBfZJ5IGOA,['low quality' 'simple strings melody' 'noisy' 'wide'],The Low Quality Recording features a widely spread simple strings melody. The recording is a bit noisy.,"Featuring a low-fi production style, the song showcases a simple strings melody that's both noisy and wide, creating a unique and raw listening experience.","The song had a low quality and noisy production, with a simple strings melody that sounded wide.","Experience the rawness and expansive nature of our latest track, featuring a simplistic yet evocative strings melody that cuts through the noisy ambiance and delivers an unforgettable low quality experience.","With its low quality production, simple strings melody, and noisy backdrop, this track captures the raw energy of garage rock. Gritty vocals and distorted guitar add to the wide sound, resulting in a raucous yet catchy tune that's impossible to resist.",['gritty vocals' 'distorted guitar' 'garage rock sound'],True,4,0,10,"/m/03q5t,/m/05148p4",False,False,gwBfZJ5IGOA.wav,0.14915326237678528,0.9270318355609692
[vNPL092rPgQ]-[50-60],vNPL092rPgQ,"['beat boxing' 'fast tempo' 'vocalisation' 'child’s voice' 'groovy'
 'foreign language' 'punchy beats' 'static sound' 'no instrumentation'
 'catchy' 'engaging' 'vocal percussion' 'rhythmic' 'energetic beat']","This song is a male voice beatboxing with a child singing an upbeat, catchy vocal riff in a foreign language . The tempo is fast with an upbeat rhythm. The song is energetic, engaging and groovy.","This lively and engaging song is driven by fast-paced beat boxing and rhythmic vocalisation, featuring a child's voice seamlessly working within punchy beats and a groovy, foreign language foundation. The track's catchy melody and energetic beat are kept alive by dynamic vocal percussion and static sound, all making for an unforgettable and truly unique musical experience with no instrumentation needed.","The upbeat and rhythmic song features child-like vocals, vocal percussion with punchy beats, catchy grooves, and no instrumentation, all in a foreign language with a static sound, resulting in an engaging and energetic beat.","An engaging and rhythmic child's voice, accompanied by a groovy beat boxing and fast tempo vocalisation in a foreign language, creates an energetic and catchy song with punchy beats and vocal percussion, all while maintaining a static sound and no instrumentation.","This groovy and energetic beat features catchy vocal percussion and rhythmic beat boxing over static sound, with no instrumentation present. The fast tempo and punchy beats are accompanied by a child's voice and foreign language vocalisations, making it engaging and unique. The lyrics are rhyming and lyrical, adding to the song's overall upbeat feel.",['rhyming' 'lyrical' 'upbeat'],True,7,50,60,"/m/02cz_7,/m/04rlf,/m/0y4f8",False,False,vNPL092rPgQ.wav,0.36836153268814087,1.0678922143031873
[7RUkkhkqyUw]-[90-100],7RUkkhkqyUw,"['afropop' 'male vocal' 'melodic singing' 'piano' 'keyboard'
 'electronic drums' 'sentimental']",This is an Afropop music piece. There is a male vocalist singing melodically. The melody is being played by the piano and the keyboard while the rhythmic background consists of an electronic drum beat. There is a sentimental atmosphere to the piece. This piece can be used in the soundtrack of a drama TV series taking place in Africa.,"This heartwarming Afropop ballad features a stunning male vocal, melodic singing over a gentle piano and keyboard arrangement, accompanied by electronic drums, capturing the sentimental essence of the artist's emotions.","The afropop song features a male vocalist singing melodically over piano, keyboard, and electronic drums, evoking a sentimental vibe.","This heartfelt track features soulful male vocals accompanied by a mix of modern instrumentation including a mellow piano melody, electronic drums, and a touch of keyboard, delivering a melodic and sentimental take on the vibrant sounds of Afropop.","This Afropop song features a male vocalist with a melodic singing style, accompanied by a piano and keyboard. The electronic drums create a sentimental and nostalgic atmosphere, with an uplifting feel to the song. The catchy chorus and addition of funk guitar make this track a standout.",['uplifting' 'catchy chorus' 'funk guitar'],True,9,90,100,"/m/03q5t,/m/05148p4",False,False,7RUkkhkqyUw.wav,0.4980015754699707,0.9362396802951611
[Qu76GhRO9Yk]-[20-30],Qu76GhRO9Yk,"['country' 'acoustic guitar' 'piano' 'acoustic drums' 'upright bass'
 'male voice singing' 'higher key' 'brass' 'uptempo' 'uplifting energy']",This song contains a piano playing short rhythmic chords along with an acoustic guitar and an upright bass playing the same melody. A brass melody is opening the scene. sound  A male voice is singing in a higher register. This song may be playing while celebrating with the whole family on a national holiday.,"This country-inspired, upbeat tune boasts an inviting soundscape of acoustic guitar, piano, acoustic drums, and upright bass, all blending together to create the perfect platform for a powerful male voice singing in a higher key, with the addition of brass adding an extra layer of vivacity and buoyance to its already uplifting energy.","This country song features an uptempo and upbeat energy with male vocals, acoustic guitar, piano, upright bass, brass, and acoustic drums creating a happy and energetic vibe.","This country-infused track features a joyous blend of acoustic guitar, piano, and bright brass, matched with the upbeat tempo of acoustic drums and upright bass, as a spirited male voice sings out in a higher key, infusing the lyrics with an uplifting energy that captures the heart.","This song has an uplifting energy with its uptempo beat and higher key, accompanied by acoustic guitar, piano, upright bass, and acoustic drums. The male voice singing is complemented by brass and a banjo for an authentic, country feel. The vocals harmony and ukulele add a sweet touch to this joyous tune.",['vocals harmony' 'banjo' 'ukulele'],True,6,20,30,"/m/01kcd,/m/07gql",False,False,Qu76GhRO9Yk.wav,0.5841826796531677,0.7880463805248059
[39MksqVeLdY]-[390-400],39MksqVeLdY,"['low quality' 'aggressive' 'manic' 'crowd cheering' 'live performance'
 'dj' 'upbeat' 'noisy' 'distorted']","The low quality recording features a live performance where a DJ is playing his set. There are crowd noises in the background. The recording is noisy and it sounds manic, aggressive, distorted and upbeat.","This live performance by a manic and aggressive DJ features a low quality, upbeat and noisy sound that's sure to get the crowd cheering along to the distorted beats.",The live performance of the aggressive and noisy DJ had the crowd cheering to the distorted and low-quality beats that created a manic and upbeat atmosphere.,"This energetic, noisy live performance by the skilled DJ features aggressive beats and distorted sound, excitedly received by the crowd cheering with manic enthusiasm throughout the upbeat concert.","The live performance of this song is a high-energy, upbeat explosion of manic aggression, with electric guitars and distorted beats that will get any crowd cheering. The DJ mixes the noisy distortion with frenetic solos and the resulting sound creates a mosh pit for the most hardcore of fans.",['energetic' 'fast-paced' 'electric guitar' 'solo' 'mosh pit'],True,4,390,400,"/m/02lkt,/m/04rlf,/m/07pws3f",False,False,39MksqVeLdY.wav,0.5291056632995605,1.0214030351688184
[hVVrl9FkKnY]-[240-250],hVVrl9FkKnY,"['rock music' 'jam' 'no singer' 'instrumental' 'electric guitar'
 'guitar solo' 'shredding' 'backing track' 'piano' 'bass guitar'
 'acoustic drums' 'groovy' 'blues']","This is an instrumental rock music piece recording in the style of blues. There is an electric guitar playing a solo using the shredding technique. The backing track consists of a piano, a bass guitar and acoustic drums. There is a groovy feel to it. Parts of this recording could be sampled for use in beat-making.","This electrifying rock jam is an instrumental masterpiece featuring a groovy blend of electric guitar shredding, a pulsating bass guitar line, and skillful acoustic drumming, all backed by a bluesy piano that culminates in an unforgettable guitar solo. No singer is needed to get lost in this backing track that showcases the best of rock music.","An electrifying rock instrumental with groovy blues rhythms, featuring shredding electric guitar solos, a backing track supported by raw bass and acoustic drums, and added enrichments of piano melodies.","This electrifying rock number is an instrumental jam that boasts shredding guitar solos and groovy blues vibes, featuring a backing track comprised of an array of impressive instruments, including the electric guitar, piano, bass guitar, and acoustic drums.","This groovy instrumental jam is a rocking display of guitar prowess featuring electric and acoustic drums, bass guitar, and piano. With a bluesy feel and shredding guitar solos, the track is perfect as a backing track for guitarists looking to jam with heavy distortion, power chords, and riffing.",['heavy distortion' 'power chords' 'riffing'],True,9,240,250,"/m/0155w,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y",False,False,hVVrl9FkKnY.wav,0.4089527726173401,1.1655876245548047
[3Xoz87_SUdw]-[430-440],3Xoz87_SUdw,"['low quality' 'suspenseful orchestra' 'flat male vocal' 'intense'
 'dramatic' 'dynamic']","The low quality recording features a flat male vocal speaking over suspenseful orchestra music. It sounds intense and dramatic and as soon as the male vocal stops speaking, the volume of the music goes up - which makes it dynamic overall.","This song is a low quality, suspenseful orchestral masterpiece with a flat male vocal that adds to its intense and dramatic and dynamic essence.","A low quality song with a suspenseful orchestra, flat male vocal, intense and dramatic dynamics.","Experience a turbulent yet captivating performance with intense and dramatic tones from a suspenseful orchestra, complemented by flat male vocals that add an element of raw honesty to a dynamically crafted low-quality masterpiece.","The intense and dramatic track features suspenseful orchestra and dynamic cinematic strings, matched with haunting piano melody and thunderous percussion. The flat male vocal adds a layer of raw emotion to the overall low quality sound, creating an immersive listening experience.",['cinematic strings' 'haunting piano melody' 'thunderous percussion'],True,4,430,440,"/m/01kcd,/m/07gql",False,False,3Xoz87_SUdw.wav,0.42129820585250854,1.002591809277705
[3e6GleQ9sl0]-[30-40],3e6GleQ9sl0,['new age/classical' 'violin' 'harp' 'heart warming' 'gentle'],This song contains someone playing a gentle and warm sounding melody on a violin accompanied by a harp. This song may be playing live.,"This beautiful composition weaves together the delicate sounds of the violin and harp to create a heart-warming melody that perfectly blends new age influences with classical elegance, gently transporting the listener to a place of peace and tranquility.",A heartwarming and gentle new age/classical song featuring a beautiful harmony between the violin and harp.,"This beautiful new age/classical track features a mesmerizing combination of violin and harp, creating a heart warming and gentle melody that will sooth even the weariest of souls.","This heart-warming and gentle song is a magnificent blend of new age/classical music with the delicate melodies of violin and harp. The sublime addition of piano, cello, and ethereal sounds come together beautifully, creating a truly captivating and emotional experience.",['piano' 'cello' 'ethereal'],True,6,30,40,"/m/03m5k,/m/07y_7,/m/0l14_3",False,False,3e6GleQ9sl0.wav,0.36554431915283203,0.9760822858859814
[XCQMJXkI5bA]-[230-240],XCQMJXkI5bA,"['male vocalist' 'medium fast tempo' 'foreign language' 'buoyant' 'peppy'
 'happy' 'cheerful' 'middle eastern music' 'upbeat' 'catchy'
 'synthesiser arrangement' 'conga' 'hand percussion' 'steady bass line'
 'flute melody' 'folk song' 'regional music']","A male vocalist sings this upbeat song in a foreign language. The tempo is medium fast with a very perky and bouncy beat. The song is happy, cheerful, groovy, simple light and catchy with middle eastern music influences. This song is a contemporary Folk song.","This buoyant and peppy folk song features a male vocalist singing in a foreign language over a catchy and upbeat synthesiser arrangement, conga and hand percussion, steady bass line, and a lively flute melody, transporting the listener to the Middle East for a happy and cheerful regional music experience.","A lively and joyous Middle Eastern folk song featuring a male vocalist, catchy synthesizer arrangement, congas, hand percussion, steady bass line, flute melody and regional instruments that create an upbeat and infectious tune.","A joyous folk song bursting with energy, the medium-fast tempo and buoyant male vocals of this upbeat tune are elevated by a lively synthesiser arrangement and rhythmic conga and hand percussion, while a steady bass line keeps the rhythm driving forward. The cheerful flute melody and foreign language lyrics add to the irresistible middle eastern vibe, making for a truly catchy and peppy regional music experience.",This buoyant and cheerful middle eastern folk song features a male vocalist singing in Arabic over a steady bass line and hand percussion that includes congas and tablas. The medium-fast tempo is complimented by a catchy flute melody and a lively synthesizer arrangement that incorporates an oud. The upbeat and peppy feel of the song is perfect for dancing and celebrating regional music.,['oud' 'tabla' 'vocals in Arabic'],True,7,230,240,"/m/0164x2,/m/04rlf",False,False,XCQMJXkI5bA.wav,0.5070948600769043,0.8815443720866956
[S29WiN-bTWo]-[150-160],S29WiN-bTWo,"['ska' 'acoustic drums' 'trumpet/trombone' 'e-bass' 'e-guitar'
 'male voice singing' 'higher key' 'uptempo']",This song contains acoustic drums with some elements panned to the right side of the speakers. Accompanied by a bassline and a e-guitar strumming short chords on the backbeat. A male voice is singing in a higher register along with a trumpet and trombone playing a melody along. This song may be playing while listening to music in the kitchen while cooking.,"This vibrant and energetic ska track features punchy acoustic drums, bold trumpet and trombone melodies, groovy e-bass and e-guitar riffs, and an upbeat male voice singing in a higher key, making it a must-listen for anyone looking for an uptempo and catchy tune.","An uptempo ska song featuring acoustic drums, trumpet/trombone, e-bass, and e-guitar with a higher key male voice singing.","Get ready to skank all night to this groovy uptempo track featuring a lively acoustic drum beat, punchy trumpet and trombone lines, and electrifying e-bass and e-guitar riffs all accompanied by a higher key male voice singing with passion and flair.","This high-energy song features a male vocalist singing in a higher key over the upbeat rhythm guitar, acoustic drums, e-bass, e-guitar, and prominent trumpet and trombone sections. The addition of a saxophone adds a lively touch to the already uptempo track. Get ready to dance along with this catchy ska-infused tune!",['saxophone' 'upbeat rhythm guitar'],True,6,150,160,"/m/04rlf,/m/06rqw",False,False,S29WiN-bTWo.wav,0.4333552420139313,0.7893129196216382
[wEHRmd84Dwc]-[240-250],wEHRmd84Dwc,"['latin music' 'tango' 'no singer' 'instrumental' 'single instrument'
 'accordion' 'joyful' 'lively']",This is a latin music piece in the style of tango. It is an instrumental piece. The only instrument being played is an accordion. The accordion is playing a joyful tune. This piece could be playing in the background at an Iberian coffee shop.,"This upbeat and lively instrumental track draws from the traditions of both Latin music and the tango, featuring the accordion as the sole instrument and no vocals, sure to bring joy and energy to any listener.",A lively and joyful instrumental tango piece with Latin music influence played solely on the accordion.,"This upbeat instrumental tango track is filled with the joy and liveliness of Latin music, featuring the lively accordion as the single, solo instrument.","This instrumental tango has a fiery rhythm that's perfect for dancing along to. With its accordion and piano melody, it certainly captures the joyful and lively essence of Latin music. The lack of a singer only adds to the energetic feeling, highlighting the single instrument and brass section. Accompanied by various percussion sounds, this piece is a must-listen for any fan of Latin music or tango.",['danceable' 'fiery rhythm' 'piano' 'percussion' 'brass section'],True,9,240,250,/m/0mkg,False,False,wEHRmd84Dwc.wav,0.581088662147522,0.7632433083106793
[5D4siJjh1j0]-[30-40],5D4siJjh1j0,"['low quality' 'high pitched female vocal' 'snare roll'
 'repetitive synth keys chords' 'echoing crash cymbal' 'exciting'
 'energetic' 'filter modulation']","The low quality recording features a high pitched female vocal singing over snare roll, repetitive synth keys chords and echoing crash cymbals all impacted by filter modulation that slowly opens up. It sounds exciting and energetic.","This exciting song features a low-quality production with high-pitched female vocals, snare rolls, repetitive synth keys chords, echoing crash cymbals, energetic beats, and filter modulation that creates a pulsing and unforgettable electro-pop sound.","This song features low quality production with high pitched female vocals, snare rolls, repetitive synth chords, echoing crash cymbals and exciting, energetic moments of filter modulation.","Despite its low quality production, this electrifying tune featuring a high pitched female vocal, snare roll, and repetitive synth key chords interspersed with echoing crash cymbals, creates an exciting and energetic atmosphere, topped off with filter modulation for an unforgettable auditory experience.","This electrifying dance track features a high-pitched female vocal with a filter modulation effect, complemented by snare rolls and a repetitive synth keys chord progression. The echoing crash cymbals add an exciting dynamic to the energetic track, which is further intensified by the thumping basslines and bright synth leads.",['bright synth leads' 'thumping basslines'],True,4,30,40,"/m/02x8m,/m/04rlf,/m/06j6l",False,False,5D4siJjh1j0.wav,0.4687744677066803,0.9495164361049451
[Kt2MwCHV3Ko]-[30-40],Kt2MwCHV3Ko,"['low quality audio' 'techno dance song' 'female voice' 'moderate tempo'
 'programmed percussion' 'bass' 'synth bursts']",This techno song features a female voice singing the main melody. This is accompanied by programmed percussion playing a techno beat. The kick is played at every count. The hi-hi-hat is played on every 'and' of the count. The bass plays a disco pattern using the root notes of the chords being played. Synth bursts are played in between lines. This song can be played in a club. The audio quality is low.,"Despite its low quality audio, this techno dance song featuring a sultry female voice, a moderate tempo, programmed percussion, throbbing bass and electrifying synth bursts is sure to get you moving!","A female-led techno dance song with programmed percussion, bass, synth bursts and moderate tempo, but low audio quality.","Get ready to dance to an electrifying techno beat with a female powerhouse voice that'll make you forget the low quality audio and get lost in the programmed percussion, booming bass, and sporadic synth bursts at a moderate tempo.","This techno dance song features a female vocalist over moderate tempo programmed percussion, with a driving bassline and occasional bursts of synth that add a futuristic sound effect. Despite the low quality audio, the repetitive beats keep the listener moving and grooving.",['futuristic sound effects' 'repetitive beats'],True,0,30,40,"/m/02lkt,/m/04rlf,/m/07gxw",False,False,Kt2MwCHV3Ko.wav,0.32070302963256836,1.1054852213908948
[98YBS2tdpdU]-[120-130],98YBS2tdpdU,"['low quality' 'shimmering shakers' 'groovy piano melody'
 'synth lead melody' 'groovy bass' 'soft kick' 'soft snare'
 'passionate boys vocals' 'passionate girls vocals' 'children song' 'soft'
 'mellow' 'passionate' 'happy' 'fun' 'joyful']","The low quality recording features a children's song that consists of passionate girls and boys singing over soft kick and snare hits, shimmering shakers located in the left channel of the stereo image, groovy bass, synth lead melody and groovy piano melody. It sounds soft, mellow, passionate, happy, fun and joyful - like something kids and babies would listen to.","This joyful children's song boasts a soft and mellow sound, with a groovy piano melody, shimmering shakers, and a synth lead melody complemented by a groovy bass, soft kick and snare drum, all topped off with passionate boy and girl vocals for a low quality but passionate sound.","A low quality but fun and joyful children's song with shimmering shakers, a groovy piano melody, a synth lead melody, groovy bass, soft kicks and snares, and passionate vocals by both boys and girls.","Get lost in the whimsical world of this low-fi children's tune, as shimmering shakers and a groovy piano melody give way to a playful synth lead. The groovy bass and soft kick and snare provide the perfect backdrop for the joyful and passionate vocals of both boys and girls, resulting in a soft, mellow, and passionately happy song that will have you dancing in no time.","This children's song is a soft and mellow tune that will make you feel happy and joyful. With its groovy piano and bass, shimmering shakers, and synth lead melody, the song creates a fun and passionate atmosphere that is sure to make you smile. The soft kick and snare provide a gentle beat to anchor the uplifting lyrics, while the passionate boys and girls vocals add a touch of innocence and happiness. The energetic percussion keeps the song moving forward, leading up to the catchy chorus that will have you singing along in no time.",['uplifting lyrics' 'energetic percussion' 'catchy chorus'],True,4,120,130,"/m/0140xf,/m/04rlf,/m/05fw6t",False,False,98YBS2tdpdU.wav,0.4299572706222534,0.8086471166660107
[GPwzpw_47Dg]-[260-270],GPwzpw_47Dg,"['bowed violin' 'gaiety' 'levity' 'bowed bass' 'eastern european'
 'string ensemble' 'instrumental' 'no drums' 'live recording'
 'crowd noise' 'low fidelity']","Low fidelity live recording of an instrumental eastern European string ensemble with bowed violin, bowed bass. Crowd noise is audible. No drums are present. There is a feeling of gaiety and levity.","Experience the festive gaiety and levity of an Eastern European street fair with this live instrumental recording featuring a joyous bowed violin and bass in a lively string ensemble, accented by the sounds of the bustling crowd and a raw, low fidelity production that transports you to the heart of the celebration.","A lively and joyful Eastern European instrumental song featuring a string ensemble with bowed violin and bass, recorded live with a low-fidelity quality and audible crowd noise in the background.","This lively instrumental Eastern European song features a string ensemble including a bowed violin and bass, with no drums, giving it a levity and gaiety that is captured in a raw live recording complete with crowd noise - making for a low-fi experience that feels true to the cultural roots of the music.","This live instrumental recording features a string ensemble consisting of a bowed violin and bowed bass, evoking the gaiety and levity of eastern European folk melodies. The absence of drums allows the listener to fully appreciate the intricate melodies created by the string instruments. The live recording captures the energy of the crowd, including their occasional cheers and whispers, adding to the ambiance of the performance. The low fidelity of the recording adds a raw and authentic feel to the overall sound. Additionally, ethereal vocals float atop the instrumentation, enhancing the otherworldly quality of the entire experience.",['folk melody' 'ethereal vocals'],True,8,260,270,"/m/01xqw,/m/02fsn,/m/07y_7,/m/0l14_3",False,False,GPwzpw_47Dg.wav,0.5038884878158569,0.9727215375949658
