fname,ytid,aspect_list,caption_ground_truth,caption_writing,caption_summary,caption_paraphrase,caption_attribute_prediction,pseudo_attribute,is_crawled,author_id,start_s,end_s,audioset_positive_labels,is_balanced_subset,is_audioset_eval,filename,clap_score,fad_score
[noLrCDzAp5M]-[150-160],noLrCDzAp5M,"['autotune male vocal' 'harmonizing background vocals' 'boomy 808 bass'
 'snappy rimshots' 'synth pad chords' 'synth organ keys chords' 'hip hop'
 'groovy' 'tinny hi hats' 'addictive']","The Hip Hip song features an autotune male vocal, alongside harmonizing background vocals, singing over boomy 808 bass, snappy rimshots, synth pad chords, synth organ keys chords and tinny hi hats. It sounds groovy and addictive.","This hip hop track features autotune male vocals complemented by harmonizing background vocals, accompanied by a boomy 808 bass, snappy rimshots, and tinny hi hats. The synth pad and organ key chords create an addictive and groovy melody that hooks the listener.","A groovy hip hop track with autotune male vocals, harmonizing background vocals, boomy 808 bass, snappy rimshots, synth pad and organ key chords, tinny hi hats and an addictive quality.","Get ready to get hooked on this groovy hip hop track filled with addictive autotune male vocals, powerful harmonizing background vocals, a boomy 808 bass, snappy rimshots, and mesmerizing synth pad and organ key chords, topped off with tinny hi hats for an undeniable hip hop vibe.","This hip hop track is filled with addictive autotune male vocals that harmonize with the groovy synth pad and organ key chords. The snappy rimshots and tinny hi hats provide the perfect beat for the boomy 808 bass to pound through. And with catchy hooks, trap beats, and clapping snares throughout, this song is sure to be stuck in your head all day.",['catchy hooks' 'trap beats' 'clapping snares'],True,4,150,160,"/m/0164x2,/m/04rlf",False,False,noLrCDzAp5M.wav,0.5240365266799927,1.1772563344437317
[E4To9BC2jx8]-[170-180],E4To9BC2jx8,"['irish influence' 'irish fiddle sound' 'folk rock' 'irish folk rock'
 'violin motif' 'burly male rock vocal' 'simple folk drum  beat']",This is a folk rock song with a strong Irish influence. We hear a typical Irish fiddle tune played on the violin - as the leading melodic motif for the instruments. The singer has a burly rock and roll voice and the song just has a general feel-good aura to it.,"Transport yourself to the shores of Ireland with this lively folk rock tune, boasting the upbeat energy of the Irish fiddle sound intertwined with a powerful violin motif and a burly male rock vocal, all tied together by a simple folk drum beat that'll get your feet tapping in no time.","A folk rock song with Irish influences featuring a burly male rock vocal, Irish fiddle and violin motifs, and a simple folk drum beat.","Get lost in the upbeat rhythms and enchanting melodies of this mesmerizing Irish folk rock anthem, expertly blending the sweetest fiddle sounds and mesmerizing violin motifs with the powerful burly male rock vocal and a jubilantly simple folk drum beat.","This folk rock tune has a strong Irish influence with the use of a fiddle, tin whistle, and bodhran drum. The violin motif carries the melody throughout, while the burly male rock vocal adds a modern touch to the traditional Irish folk rock sound. The simple folk drum beat keeps the energy high while the lyrics evoke images of Celtic mythology and whiskey-soaked nights.","['whiskey references' 'tin whistle' 'bodhran drum'
 'Celtic mythology themes']",True,3,170,180,"/m/01lyv,/m/04rlf,/m/0gg8l",False,False,E4To9BC2jx8.wav,0.5900795459747314,0.795934069772406
[ik-fXNjxw58]-[0-10],ik-fXNjxw58,"['reverberant snare rolls' 'wide low toms hits' 'breathy flute'
 'low quality' 'punchy' 'suspenseful' 'intense']","The low quality recording features a reverberant snare roll, followed by wide low toms hits. At the very end of the loop, there is a short snippet of breathy flute melody. It sounds intense and suspenseful.","This song features reverberant snare rolls, wide low toms hits, and a breathy flute, combined with a low quality, punchy production that creates a suspenseful and intense atmosphere.","The song featured reverberant snare rolls, wide low toms hits, a breathy flute, a low quality sound, punchy beats, and had an intense and suspenseful mood.","This heart-pounding track features reverberant snare rolls, wide low toms hits, and a breathy flute that combine to create a suspenseful and intense atmosphere, all while maintaining a punchy sound despite its low quality production.","This track features reverberant snare rolls and wide low tom hits, creating a punchy and suspenseful mood. The breathy flute adds an intense quality to the overall sound. The low quality production adds a gritty texture, while the echoing strings and driving bassline add energy and drive to the composition.",['echoing strings' 'driving bassline'],True,4,0,10,"/m/026t6,/m/02k_mr,/m/06rvn,/m/0bm02,/m/0l14md",False,False,ik-fXNjxw58.wav,0.5923621654510498,1.3324993139702515
[MeA8CSKAuvw]-[30-40],MeA8CSKAuvw,"['slow song' 'pop song' 'romantic mood' 'male voice' 'slow tempo' 'tuba'
 'trumpets' 'simple percussion']",This pop song features a male voice singing the main melody. This is accompanied by percussion playing a simple beat. The hi-hat is played in eighth notes. The bass is played on a tuba. The root notes of the chords are played. Trumpets play a staccato note at every alternate beat. A brass instrument plays a fill after the first two bars. The mood of this song is romantic. This song can be played in a romantic movie.,"This slow tempo pop song with a romantic mood features a smooth male voice accompanied by the subtle sounds of a tuba, trumpets, and simple percussion.","A slow pop song with a romantic mood and a male voice, characterized by a slow tempo, tuba, trumpets, and simple percussion.","This slow pop ballad sets a romantic mood with a heart-melting male voice, a gentle tempo supported by the warming tones of a tuba and the delicate sound of trumpets, and simplified percussion.","This slow pop song creates a romantic mood with its simple percussion and slow tempo. The male voice is accompanied by a tuba and trumpets, adding a unique and nostalgic touch. The addition of a piano and string section, as well as female backup vocals, enhance the emotional depth of the song.",['piano' 'string section' 'female backup vocals'],True,0,30,40,"/m/015y_n,/m/04rlf,/m/0g293",False,False,MeA8CSKAuvw.wav,0.633404016494751,1.045323956628485
[GcYeBWujhjw]-[10-20],GcYeBWujhjw,"['amateur recording' 'rock' 'guitar' 'repetitive phrase' 'percussion'
 'bass' 'no voice' 'no other instruments' 'slow tempo' 'melancholic mood']",This amateur recording features a rock song. A repetitive phrase is played on the guitar. The first bar consists of only the guitar sound. The bass and percussion start playing after one bar. The bass plays one note in groups of twos. The percussion plays a groovy rock beat. The hi-hat is played in a group of four strokes on the closed hi-hat followed by one stroke on the open hi-hat. There are no voices in this song. The mood of this song is melancholic.,"This amateur recording is a rock song that features a repetitive phrase on the guitar accompanied by percussion and bass, with no vocals or other instruments. The slow tempo and melancholic mood make for a somber listening experience.","A melancholic rock song with amateur recording, using only guitar, bass and percussion with a repetitive phrase and slow tempo, but no voice or any other instruments added.","A melancholic mood pervades this amateur recording of a slow, rock guitar piece with a repetitive phrase, backed by the steady thump of percussion and bass, and with no voice or other instruments to detract from the wistful vibe.","This melancholic rock song, with amateur recording quality, features only a guitar, a bass and percussion, but the fingerpicking and emotional vocals create an acoustic and profound atmosphere. The slow tempo and repetitive phrase add to the overall mood, while the absence of other instruments allows the guitar to shine through.",['acoustic' 'emotional vocals' 'fingerpicking'],True,0,10,20,"/m/02hnl,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/07pt_g0",False,False,GcYeBWujhjw.wav,0.5259291529655457,1.038221109529181
[WZd2nT2Afds]-[30-40],WZd2nT2Afds,"['choir' 'flat female vocal' 'reverberant male vocal' 'loud bells'
 'water leaking sound' 'noisy' 'mono' 'low quality' 'choir singing'
 'compilation']","The low quality recording features a flat female vocal talking over loud bells, reverberant male vocal talking, water leaking sounds and choir singing. It sounds like a compilation of sounds. The recording is noisy and in mono.","This is a compilation of low quality, mono recordings featuring a noisy choir singing accompanied by loud bells and water leaking sounds, with flat female and reverberant male vocals.","A low quality, mono compilation song featuring a noisy mix of choir singing, flat female and reverberant male vocals, loud bells, and water leaking sounds.","This raw and unpolished mono compilation features a noisy choir singing accompanied by flat female and reverberant male vocals, punctuated by the jarring sound of loud bells and a persistent water leakage, resulting in a captivating and unsettling listening experience with low quality production.","This compilation features a choir singing against a reverberant male vocal and flat female vocal, creating an ethereal background filler. Loud bells provide a strong, melodic backbone to the track as the water leaking sound and noisy mono quality add an intimate, low quality feel. The choir harmonies and melodic male vocal line enhance the emotional depth of the song.",['ethereal background filler' 'choir harmonies' 'melodic male vocal line'],True,4,30,40,"/m/0395lw,/m/09x0r,/t/dd00126",False,False,WZd2nT2Afds.wav,-0.07756882905960083,2.090907741208716
[7vC1iriZlX8]-[180-190],7vC1iriZlX8,"['meditation music' 'instrumental' 'tibetan singing bowls'
 'resonant sound' 'calming' 'soothing' 'transcendental']",This is a meditation music piece. It is an instrumental piece. Tibetan singing bowls in various sizes are rung to create a soothing atmosphere. It is the perfect background music for a meditation video. It could also be playing in the background at a spa or a wellness center.,"This instrumental piece of meditation music features the resonant sound of tibetan singing bowls, creating a calming and soothing atmosphere that is perfect for achieving a transcendental state.",This song features tibetan singing bowls and resonant sounds to create a calming and soothing meditation experience that is transcendental.,"This beautifully crafted instrumental piece utilizes the resonant sound of traditional Tibetan singing bowls to create a calming and soothing atmosphere, perfect for meditation and achieving a transcendental state of mind.","Experience inner peace and tranquility with this instrumental track featuring tibetan singing bowls, calming nature sounds, and resonant flute and guitar melodies. This soothing meditation music will transport you to a transcendental state of bliss.",['nature sounds' 'flute' 'guitar'],True,9,180,190,/m/0l14t7,False,False,7vC1iriZlX8.wav,0.37626031041145325,1.4231564289528564
[tc7crRl2JqA]-[90-100],tc7crRl2JqA,"['rocksteady' 'proto-reggae' 'male vocal' 'relaxed singing' 'jamaican'
 'electric guitar' 'bass guitar' 'keyboard' 'acoustic drums' 'chill'
 'groovy' 'tropical' 'slow tempo']",This is a rocksteady music piece. There is a male vocalist with a Jamaican accent singing in a relaxed manner. The melody is being played by an electric guitar and a keyboard with a groovy bass guitar joining them in the background. The acoustic drums are playing a slow tempo reggae beat in the rhythmic background. The atmosphere is chill and tropical. This piece could be used in the soundtrack of a romance movie with a tropical setting. It could also be playing in the background at a beach or a seaside restaurant.,"Get ready to sway to the chill and groovy rocksteady beat of this proto-reggae hit featuring a male vocal delivering relaxed singing, while electric guitar, bass guitar, keyboard and acoustic drums create a tropical sound with a slow tempo that takes you straight to the beaches of Jamaica.","This chill and groovy song with a slow tempo features relaxed male singing, electric guitar, bass guitar, keyboard, and acoustic drums, and brings together elements of rocksteady and proto-reggae with a tropical air.","This Jamaican-inspired rocksteady jam offers a chill and groovy vibe, with relaxed male vocals perfectly complementing the proto-reggae beats provided by the electric guitar, bass guitar, keyboard, and acoustic drums in a slow tempo. The tropical essence of the music creates a chilled-out atmosphere that makes you feel like you're somewhere far away, enjoying a laid-back sunset on the beach.","This rocksteady/proto-reggae song features a male vocalist with a relaxed singing style, accompanied by groovy electric and bass guitars, tropical keyboard and acoustic drums. The addition of an organ and horn section gives the track a chill and laid-back vibe, perfect for a sunny day in Jamaica. The slow tempo allows the listener to fully indulge in the relaxed atmosphere of the song.",['organ' 'horn section'],True,9,90,100,"/m/04rlf,/m/06cqb",False,False,tc7crRl2JqA.wav,0.5683026313781738,1.113811541219397
[vOU-qA25xNM]-[260-270],vOU-qA25xNM,"['low quality' 'noisy' 'ceramic bowl tone' 'metallic ball impact' 'loud'
 'calming']","The low quality recording features a ceramic bowl tone getting progressively louder, while there are some metallic ball impacts in the background. The recording is a bit noisy.","This song features a unique blend of low quality, noisy elements with a calming, ceramic bowl tone that's punctuated by metallic ball impacts that amplify its loud and mesmerizing vibe.","A low quality, noisy song with a calming effect that features a ceramic bowl tone and metallic ball impact.","This track features a raw and gritty edge, with a distinctly low-quality sound and the soothing resonance of a ceramic bowl filled with metallic ball impacts, creating a loud yet calming atmosphere.","This calming track is an ambient and repetitive sound meditation featuring the metallic ball impact and ceramic bowl tone, two resonant sounds that combine to form a rhythmic and satisfying low-quality, noisy soundscape that will lull you into a meditative state. The metallic ball impact provides a sharp contrast to the more muted and resonant ceramic bowl tone, creating a dynamic and soothing contrast that carries throughout the track.  Overall, this is a loud, rhythmic, and calming piece that will transport you to a state of peaceful relaxation.",['meditative' 'ambient' 'repetitive' 'rhythmic'],True,4,260,270,/m/0l14t7,False,False,vOU-qA25xNM.wav,0.5299403667449951,1.4019908195931152
[rS8oECcQBCk]-[10-20],rS8oECcQBCk,"['jam' 'gear' 'rhythm machine' 'electronic drum beat' 'bass guitar'
 'acoustic guitar' 'male voice' 'advertising']","This is an advertisement video for a rhythm machine. Firstly, it is shown playing behind a bass guitar jam. Then, it is shown playing behind an acoustic guitar jam. A male voice is describing the benefits and functions of the rhythm machine. The parts where the instruments can be heard without the interruption of the voice can be sampled for use in beat-making.","This catchy jam features a pulsating electronic drum beat and a lively rhythm machine, accompanied by a groovy bass guitar and strumming acoustic guitar, while male vocals deliver the perfect advertising message.","This energetic song features a jam-style production with the use of a variety of electronic and acoustic instruments, including bass and acoustic guitars, a rhythm machine, and an electronic drum beat, all accompanied by a male vocal performance, making it a perfect fit for an advertising campaign.","Experience a groovy jam session with a killer gear setup including a rhythm machine and electronic drum beat, topped off with the soulful strumming of an acoustic guitar and the groovy bass guitar, all complemented by a charming male vocalist in this dynamic advertising jingle.","With a driving rhythm machine and electronic drum beat, the song's catchy hook is backed by a grooving bass guitar and strumming acoustic guitar, all topped off with a male voice that pulls you in. The addition of a synthesizer adds an extra layer of energy that makes it perfect for an advertising campaign that wants to showcase a fun and upbeat spirit.","['synthesizer, catchy hook, upbeat tempo']",True,9,10,20,"/m/0342h,/m/04szw,/m/0cfdd,/m/0fx80y",False,False,rS8oECcQBCk.wav,0.43382179737091064,1.216782856603308
[zw5dkiklbhE]-[15-25],zw5dkiklbhE,['amateur recording' 'percussion' 'wooden bongo cajon'],This audio contains someone playing a wooden bongo cajon. This is an amateur recording.,"This song has an amateur recording quality that highlights the raw energy of the percussion, specifically the wooden bongo cajon, creating an immersive listening experience.",A song with amateur recording and wooden bongo cajon percussion.,"This vibrant tune boasts an enchanting ensemble of organic percussion elements, including the rhythmic pulse of a wooden bongo cajon, all captured through an amateur recording process that lends a raw, intimate energy to the mix.","This song has an amateur recording quality that captures the raw emotion of the artist. The percussion, featuring a wooden bongo cajon, gives the song a natural and earthy feel. Accompanied by the mellow strumming of an acoustic guitar, the singer-songwriter style lyrics tell a heartfelt story.",['acoustic guitar' 'singer-songwriter style lyrics'],True,6,15,25,"/m/01sm1g,/m/0l14md",False,False,zw5dkiklbhE.wav,0.5304785966873169,1.346859145780249
[0hw_BB4QN34]-[220-230],0hw_BB4QN34,['amateur recording' 'percussion' 'medium tempo'],This audio contains someone playing a snare like instrument with a flat sounding kick. The snare hits are complex and fast. There is some reverb involved in the recording. This is an amateur recording. This may be playing in a traditional entry for a song.,"This amateur recording features intricate percussion and a medium tempo, creating a captivating and raw sound.",The amateur recording of the medium tempo song is defined by the captivating percussion beats.,"This amateur recording features a mesmerizing medium tempo beat, highlighted by the dynamic percussion section that elevates the track to innovative heights.","This amateur recording features medium tempo percussion with an additional emphasis on guitar, vocals, and melody. The result is a heartfelt and authentic sound that transports the listener to a place of introspection and nostalgia.",['guitar' 'vocals' 'melody'],True,6,220,230,"/m/01sm1g,/m/026t6,/m/0l14md",False,False,0hw_BB4QN34.wav,0.4950510263442993,1.00743441643302
[ppAT0f2YCyM]-[240-250],ppAT0f2YCyM,"['male duet' 'slow tempo' 'two part harmony' 'emphatic' 'powerful vocals'
 'ritual' 'mellifluous' 'beautiful melody' 'delicate' 'chant'
 'call response' 'soothing' 'harmonious singing' 'melodic' 'enchanting'
 'foreign language']","This song is a duet sung in a two part harmony in a foreign language. The tempo is slow with a male voice chanting a call to which the response is this melodious harmony. The song is soothing, calming, delicate, charming and melodic. This could possibly be a religious ritual.","This beautiful male duet showcases slow tempo, two part harmony and powerful vocals that confidently deliver the emphatic and ritualistic nature of its captivating melody, blending mellifluous and delicate chant and call response with soothing and harmonious singing that explores a foreign language, enchanting and harmonizing listeners in a truly melodic and enchanting fashion.","The male duet with slow tempo, two-part harmony, and powerful vocals sang a beautiful melodious chant in a foreign language, creating an enchanting and soothing atmosphere with their harmonious singing, adding a delicate call-and-response ritual to it.","In this enchanting male duet, the two part harmony and melodic, foreign language chant create a stunningly beautiful melody that is both delicate and powerful, with soothing, mellifluous vocals that feel like a ritualistic call response, making for a harmonious and unforgettable listening experience.","This enchanting foreign language song features powerful male duet with melodic, two part harmony and emphatic, harmonious singing. The delicate call response and chanting adds to the soothing ritual, while the mellifluous and beautiful melody is accompanied by ethereal acoustic guitar and enchanting piano. The result is a romantic ballad that transports you to a faraway land.",['traditional' 'acoustic guitar' 'piano' 'ethereal' 'romantic'],True,7,240,250,"/m/04rlf,/m/0y4f8",False,False,ppAT0f2YCyM.wav,0.2642580568790436,0.9546024090248779
[REpuZwvyThM]-[30-40],REpuZwvyThM,"['bluegrass' 'country' 'instrumental' 'no voice' 'no percussion'
 'mandolin' 'acoustic guitar' 'banjo' 'double bass' 'moderate tempo'
 'happy mood']",This bluegrass song features a solo played on a mandolin. This is accompanied by an acoustic guitar strumming chords. A double bass plays the root note and fifth of the chords. A banjo player fills in between phrases. This song is at a moderate tempo and has a country feel. The mood of this song is happy. This song can be played in an inspirational movie.,"This instrumental bluegrass-country song features a delightful ensemble of mandolin, acoustic guitar, banjo, and double bass, all played at a moderate tempo without any voice or percussion, evoking a joyous and cheerful mood.","An upbeat and joyful bluegrass-country instrumental featuring mandolin, acoustic guitar, banjo, and double bass with a moderate tempo and no percussion or voice.","This cheerful bluegrass country instrumental showcases the mandolin, acoustic guitar, banjo, and double bass with no vocals or percussion, all while maintaining a moderate tempo and uplifting, joyous vibe.","This happy instrumental bluegrass song features acoustic guitar, banjo, mandolin, double bass, fiddle, harmonica, and dobro. With no voice and no percussion, the moderate tempo allows the listener to appreciate the melodies and intricate playing of each instrument. It's the perfect soundtrack for a sunny day in the countryside.",['fiddle' 'harmonica' 'dobro'],True,0,30,40,"/m/016cjb,/m/01lyv,/m/04rlf,/m/06j6l,/m/0gg8l,/m/0gywn",False,False,REpuZwvyThM.wav,0.541065514087677,0.902841139455481
[_vwBe9ZXWXE]-[10-20],_vwBe9ZXWXE,"['high pitched brass instrument' 'trumpet' 'rapid trumpet motif'
 'complex brass motif']",This clip is a live recording of a complex and rapid piece being played on the trumpet. The trumpet is very high pitched and the piece ascends and descends rapidly in succession.,"This energetic and sophisticated composition prominently features a high pitched brass instrument, the trumpet, which showcases a rapid and intricate trumpet motif that blends seamlessly into the complex brass motif.",The song features a rapid and complex brass motif led by a high pitched trumpet.,This song features a complex brass motif driven by a high-pitched trumpet and a rapid trumpet motif that will have you tapping your foot along in no time.,"This jazzy tune features intricate and complex brass motifs, particularly a rapid trumpet motif, played on high pitched brass instruments such as the trumpet, saxophone, and trombone. The swinging rhythm and syncopated beats make it a perfect addition to any jazz playlist.",['saxophone' 'trombone' 'jazz' 'swing'],True,3,10,20,"/m/01kcd,/m/03_d0,/m/04rlf,/m/04szw,/m/07gql",False,False,_vwBe9ZXWXE.wav,0.6466666460037231,0.8399662858444885
[i6dFcfV64RE]-[50-60],i6dFcfV64RE,"['low quality' 'live performance' 'rock' 'classical' 'cover'
 'cello strings melody' 'noisy' 'mono' 'distorted']","The low quality recording features a live performance of a classical cover of a rock song that consists of a cello strings melody playing.The recording is noisy, slightly distorted and in mono.","This live performance of a classical rock cover features a mesmerizing cello strings melody competing against a noisy and distorted mono sound, giving it a raw and low quality feel.","This live performance of a classical rock cover with a cello strings melody is marred by low quality, distortion, noise, and a mono recording.","This live rock cover of a classical favorite is raw and noisy, featuring a mesmerizing cello strings melody that stands out despite the low quality mono recording and distorted sound.","This live performance of a classical rock cover is full of noisy distortion and mono sound, but the cello strings melody combined with a high-energy electric guitar solo truly make this a unique and unforgettable musical experience.",['electric guitar solo'],True,4,50,60,"/m/01xqw,/m/02fsn,/m/0l14_3",False,False,i6dFcfV64RE.wav,0.6345915794372559,1.0332142001587585
[G13NEVAm6-o]-[30-40],G13NEVAm6-o,"['low quality' 'flat male vocal' 'noisy' 'shimmering ride cymbal'
 'soft snare hits' 'tutorial']",The low quality recording features a flat male vocal counting rhythm over shimmering ride cymbals and soft snare hits. The recording is a bit noisy and it sounds like a tutorial on how to play drums.,"This tutorial style song features a low-quality production, flat male vocals, and a noisy arrangement, complemented by a shimmering ride cymbal and soft snare hits.","The song features a low-quality production, flat male vocal, noisy background, and minimal instrumentation including a shimmering ride cymbal and soft snare hits, resembling a tutorial.",This tutorial features a low quality yet innovative sound with flat male vocals and a noisy background accompanied by a shimmering ride cymbal and soft snare hits.,"This song has a relaxed lo-fi feel, with a muddy bassline and flat male vocal. The recording quality is low, with a noisy atmosphere that adds to the charm. The shimmering ride cymbal cuts through the mix, and the soft snare hits reinforce the laid-back vibe. The saturated guitar tone provides a warm and fuzzy texture that sets the tone for this tutorial track.",['muddy bassline' 'lo-fi recording' 'saturated guitar tone'],True,4,30,40,"/m/01qbl,/m/026t6,/m/02hnl,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md",False,False,G13NEVAm6-o.wav,0.3071634769439697,1.272848177571936
[1Rd1w7Ty1ak]-[160-170],1Rd1w7Ty1ak,"['low quality' 'pop' 'electric guitar melody' 'punchy kick'
 'shimmering shakers' 'groovy bass' 'claps' 'soft crash cymbals'
 'soft male vocal' 'piano melody' 'easygoing']","The low quality recording features a pop song that contains a soft male vocal singing over soft crash cymbals, claps, punchy kick, shimmering shakers, groovy bass, piano melody and electric guitar melody. It sounds easygoing.","This low quality pop song features an infectious electric guitar melody, punchy kick, shimmering shakers and groovy bass, all layered with claps, soft crash cymbals and a soft male vocal, complemented by a calming piano melody for an easygoing vibe.","An easygoing, pop song with a low-quality production featuring a groovy bass, electric guitar melody, punchy kick, shimmering shakers, claps, soft crash cymbals and a soft male vocal, accompanied by a piano melody.","This laid-back pop tune features a low-fi arrangement with an infectious electric guitar riff, punchy kick drum, sparkling shakers, groovy bass line, and catchy claps, all topped off with a soft male vocal and tinkling piano melody. The easygoing vibe is further accentuated by tasteful use of soft crash cymbals.","This pop-electric track features a groovy bass line and an energetic electric guitar melody that pairs perfectly with the punchy kick and shimmering shakers. The soft crash cymbals and claps add an extra layer of texture to the upbeat tempo of the song. The soft male vocals effortlessly blend with the bright synth and easygoing piano melody, creating a catchy chorus that will have you dancing along. To top it off, the funky horns give the track a finishing touch that is sure to lift your spirits.",['upbeat tempo' 'catchy chorus' 'bright synth' 'funky horns'],True,4,160,170,"/m/04rlf,/t/dd00031",False,False,1Rd1w7Ty1ak.wav,0.5769232511520386,0.9956114775139526
[374R7te0ra0]-[30-40],374R7te0ra0,"['hip hop' 'punchy kick' 'flat male vocal'
 'repetitive echoing piano melody' 'claps' 'stuttering hi hats'
 'filtered pitched up female chant' 'addictive' 'groovy'
 'sustained synth bass']","The Hip Hop song features a flat male vocal rapping over repetitive, echoing piano melody, claps and punchy kick hits. At the very beginning of the loop, there are stuttering hi hats, sustained synth bass and filtered, pitched up female chant playing. It sounds groovy and addictive - thanks to the way rappers are rapping.","This hip hop track features a punchy kick, flat male vocal delivery, a repetitive echoing piano melody that's layered over claps and stuttering hi hats, along with a filtered pitched up female chant that's both addictive and groovy, and all of which is held together by a sustained synth bass.","This hip hop song features a punchy kick, flat male vocal, repetitive echoing piano melody, claps, stuttering hi hats, filtered pitched up female chant, and addictive sustained synth bass, creating a groovy and catchy tune.","This hip hop track boasts a punchy kick and flat male vocal layered over a repetitive echoing piano melody, claps, and stuttering hi hats, while a filtered pitched up female chant adds ear-catching texture. Addictive and groovy, the sustained synth bass drives this song home.","This hip hop track is defined by its punchy kick, flat male vocal, and repetitive echoing piano melody that stays in your head for days. The claps and stuttering hi-hats create an addictive and groovy rhythm while the sustained synth bass lays the foundation for the 808 bass to hit you in the chest. The filtered pitched up female chant adds a touch of attitude to the mix while the sampled vinyl crackle gives it that classic hip hop feel. The chopped vocal sample adds an extra layer of intricacy, making this track a certified banger.",['808 bass' 'sampled vinyl crackle' 'chopped vocal sample'],True,4,30,40,"/m/04rlf,/t/dd00035",False,False,374R7te0ra0.wav,0.6324397325515747,1.1031367069679932
[7Mv4eKPe850]-[110-120],7Mv4eKPe850,"['low quality' 'buzzy' 'noisy' 'rock' 'mono' 'energetic' 'muffled' 'messy'
 'distorted' 'live performance' 'punchy kick' 'punchy snare'
 'distorted bass' 'energetic female vocal' 'electric guitar chords']","The low quality recording features a live performance of a rock song that consists of an energetic female vocal singing over electric guitar chords, punchy snare and kick hits and distorted bass guitar. The recording is very noisy and buzzy, in mono, muffled and messy, as it was probably recorded with a phone. It still sounds energetic.","This live performance of a messy and low quality rock song features buzzy and distorted electric guitar chords, a punchy kick and snare, and a distorted bass that adds to the energetic and distorted feel of the mono recording, while the energetic and muffled female vocal gives the song its punch.","The energetic live performance of this rock song is muffled and distorted with buzzy electric guitar chords, punchy snare and kick, distorted bass, and a messy yet punchy female vocal.","Get ready to rock out with an energetic, live performance that's packed with punk attitude and raw energy, complete with a buzzy, noisy, and distorted sound that's perfectly complemented by punchy drums, gritty electric guitar chords, and an energetic female vocal that's sure to get your heart pumping. Although the sound quality might be a bit muffled and messy at times, this mono mix of distorted bass and punchy kick and snare hits is precisely the kind of raw and authentic rock you've been searching for.","This live rock performance has a low quality, buzzy, and noisy sound with an energetic, distorted bass and punchy kick and snare drums. The female lead vocals are energetic and powerful, accompanied by energetic electric guitar chords. The overall sound is somewhat muffled and messy, with a mono mix that includes feedback and crowd noise. It's a raw, energetic performance that captures the vibe of a live rock concert.",['crowd noise' 'echo' 'feedback'],True,4,110,120,"/m/015lz1,/m/04rlf,/m/06by7,/m/07s8j8t",False,False,7Mv4eKPe850.wav,0.618154764175415,1.0873361116844849
[aDlWOvCdNMk]-[30-40],aDlWOvCdNMk,"['bagpipe music' 'solo' 'no other instruments' 'folk music' 'no voices'
 'instrumental' 'traditional scottish music']",This song features an instrumental played on bagpipes. One pedal note is played continuously on the lower register while the higher notes are played to a melody. There are no other instruments in this song. There are no voices in this song. This is an instrumental song. This song can be played at a Scottish fair.,This solo bagpipe instrumental piece showcases the beauty and heart of traditional Scottish folk music with no other instruments or voices needed.,"This song is a solo bagpipe instrumental, featuring traditional Scottish folk music with no other instruments or voices.","This is a solo instrumental piece of traditional Scottish folk music featuring only the powerful, emotive sound of bagpipes, and no other instruments or voices to distract from the hauntingly beautiful melodies.","This solo instrumental rendition of traditional Scottish folk music features the haunting melody of bagpipe music alongside the gentle plucking of the celtic harp, the soft strumming of an acoustic guitar, and the mournful notes of a fiddle. With no voices to distract from the beautifully arranged instrumental performance, this piece is a pure showcase of the artistry of solo instrumental folk music.","['celtic harp, acoustic guitar, fiddle']",True,0,30,40,"/m/0192l,/m/085jw",False,False,aDlWOvCdNMk.wav,0.6598395705223083,0.9967444426018433
