instrument_tags,mood_tags,genre_tags,tempo_tags,aspect_list,id
"keyboard harmony, e-guitar, punchy kick, acoustic drums, guitar solo, male voice, acoustic guitar","weird, hypnotic, meditative, soft rock","folk music, folk song, pop, soulful, ambient sounds, electro pop",upbeat,"keyboard harmony, e-guitar, punchy kick, acoustic drums, guitar solo, male voice, acoustic guitar, weird, hypnotic, meditative, soft rock, folk music, folk song, pop, soulful, ambient sounds, electro pop, upbeat",sample_0468
punchy snare,happy,"electro pop, jazz",slow tempo,"punchy snare, happy, electro pop, jazz, slow tempo",sample_0469
no voices,"epic, psychedelic, dreamy, gentle",country,groovy music,"no voices, epic, psychedelic, dreamy, gentle, country, groovy music",sample_0470
punchy kick,"inspiring, fun, hypnotic","techno, reggae, ambient sounds, ambient, danceable, soul, country, hip hop, trance",fast tempo,"punchy kick, inspiring, fun, hypnotic, techno, reggae, ambient sounds, ambient, danceable, soul, country, hip hop, trance, fast tempo",sample_0471
"punchy snare, e-guitar",scary,"chill, trap, metal",medium fast tempo,"punchy snare, e-guitar, scary, chill, trap, metal, medium fast tempo",sample_0472
"claps, violin, keyboard","positive, nostalgic",dance music,"dance rhythm, medium tempo, medium to uptempo, slow tempo","claps, violin, keyboard, positive, nostalgic, dance music, dance rhythm, medium tempo, medium to uptempo, slow tempo",sample_0473
"bass guitar, keyboard, punchy snare, digital drums, male vocalist",psychedelic,electronic,"uptempo, groovy bas slime, upbeat","bass guitar, keyboard, punchy snare, digital drums, male vocalist, psychedelic, electronic, uptempo, groovy bas slime, upbeat",sample_0474
male vocalist,"intense, passionate","electronic music, trap","beatboxing, fast tempo","male vocalist, intense, passionate, electronic music, trap, beatboxing, fast tempo",sample_0475
male voice,"people dancing, emotional","dance, ambient noises, rap, ambient, pop",medium tempo,"male voice, people dancing, emotional, dance, ambient noises, rap, ambient, pop, medium tempo",sample_0476
"shimmering cymbals, bass, punchy snare, no singer, claps","dreamy, passionate, happy mood, hypnotic",latin dance music,"slow tempo, groovy music","shimmering cymbals, bass, punchy snare, no singer, claps, dreamy, passionate, happy mood, hypnotic, latin dance music, slow tempo, groovy music",sample_0477
"male vocal, no voices",dark,r&b,dance rhythm,"male vocal, no voices, dark, r&b, dance rhythm",sample_0478
"passionate female vocal, male vocalist, female vocal, piano",dark,dance music,"strong drumming rhythm, uptempo","passionate female vocal, male vocalist, female vocal, piano, dark, dance music, strong drumming rhythm, uptempo",sample_0479
"keyboard harmony, keyboard accompaniment","nostalgic, passionate","ambient noises, pop rock, ambient",strong drumming rhythm,"keyboard harmony, keyboard accompaniment, nostalgic, passionate, ambient noises, pop rock, ambient, strong drumming rhythm",sample_0480
female vocal,cheerful,electronic dance music,dance groove,"female vocal, cheerful, electronic dance music, dance groove",sample_0481
"male voice, flat male vocal, passionate female vocal, male singer","epic, passionate, joyful","house, movie music, soulful, metal, dance",upbeat,"male voice, flat male vocal, passionate female vocal, male singer, epic, passionate, joyful, house, movie music, soulful, metal, dance, upbeat",sample_0482
"no percussion, electronic drums","playful, hard rock, suspenseful, aggressive",chill,"fast tempo, slow, rhythmic acoustic guitar, slow tempo, syncopated","no percussion, electronic drums, playful, hard rock, suspenseful, aggressive, chill, fast tempo, slow, rhythmic acoustic guitar, slow tempo, syncopated",sample_0483
"groovy bass line, acoustic guitar, violin, punchy snare, e-bass, bass, electronic drums","dreamy, soft, romantic, fun, psychedelic, happy, positive",electronic dance music,rising pattern,"groovy bass line, acoustic guitar, violin, punchy snare, e-bass, bass, electronic drums, dreamy, soft, romantic, fun, psychedelic, happy, positive, electronic dance music, rising pattern",sample_0484
"piano, percussion, claps, trumpets, clapping, acoustic guitar, guitar solo","joyful, emotional, soft, passionate, suspenseful, calming, aggressive","folk song, pop rock, ballad, blues, ambient sounds, latin dance music, dance music, country music, r&b, pop",groovy double bass,"piano, percussion, claps, trumpets, clapping, acoustic guitar, guitar solo, joyful, emotional, soft, passionate, suspenseful, calming, aggressive, folk song, pop rock, ballad, blues, ambient sounds, latin dance music, dance music, country music, r&b, pop, groovy double bass",sample_0485
"claps, e-bass",people dancing,"r&b, danceable, pop","medium tempo, groovy synth bass","claps, e-bass, people dancing, r&b, danceable, pop, medium tempo, groovy synth bass",sample_0486
acoustic drums,dreamy,electronic music,"groovy, medium to uptempo","acoustic drums, dreamy, electronic music, groovy, medium to uptempo",sample_0487
male vocalist,emotional,reggae,"syncopated rhythms, uptempo, slow tempo, rising pattern, groovy bass lines, groovy music","male vocalist, emotional, reggae, syncopated rhythms, uptempo, slow tempo, rising pattern, groovy bass lines, groovy music",sample_0488
"keyboard, groovy bass line, male vocal","dark, mysterious, uplifting","electronic music, pop song, classical, indie",fast tempo,"keyboard, groovy bass line, male vocal, dark, mysterious, uplifting, electronic music, pop song, classical, indie, fast tempo",sample_0489
bass,exciting,meditation,medium tempo,"bass, exciting, meditation, medium tempo",sample_0490
"acoustic drums, cello","soft, mellow",folk,"medium tempo, distorted guitar rhythm","acoustic drums, cello, soft, mellow, folk, medium tempo, distorted guitar rhythm",sample_0491
"male voice, no singer, e-guitar","funky, passionate",soulful,"fast tempo, groovy double bass, dance groove, syncopated rhythms, slick drumming rhythm","male voice, no singer, e-guitar, funky, passionate, soulful, fast tempo, groovy double bass, dance groove, syncopated rhythms, slick drumming rhythm",sample_0492
male voice,suspenseful,metal,polyrhythms,"male voice, suspenseful, metal, polyrhythms",sample_0493
e-bass,"melancholic, joyful",ballad,mid tempo,"e-bass, melancholic, joyful, ballad, mid tempo",sample_0494
punchy kick,"heavy metal, spiritual, dark",dance,"beatbox, groovy double bass, medium fast tempo","punchy kick, heavy metal, spiritual, dark, dance, beatbox, groovy double bass, medium fast tempo",sample_0495
"e-guitar, strings, punchy snare, shimmering shakers, female singer, keyboard accompaniment","passionate, hypnotic, energetic, sad",hip hop,groovy music,"e-guitar, strings, punchy snare, shimmering shakers, female singer, keyboard accompaniment, passionate, hypnotic, energetic, sad, hip hop, groovy music",sample_0496
"no singer, female voice, male vocal",passionate,rapping,"groovy, moderate tempo, dance groove, medium tempo, groovy bas slime, medium to uptempo","no singer, female voice, male vocal, passionate, rapping, groovy, moderate tempo, dance groove, medium tempo, groovy bas slime, medium to uptempo",sample_0497
"female vocal, male voice, bass guitar, digital drums, bass","calming, romantic, inspiring","rapping, soulful","rhythmic acoustic guitar, upbeat, medium to uptempo, groovy","female vocal, male voice, bass guitar, digital drums, bass, calming, romantic, inspiring, rapping, soulful, rhythmic acoustic guitar, upbeat, medium to uptempo, groovy",sample_0498
"punchy kick, bass guitar",inspiring,classical,rhythmic acoustic guitar,"punchy kick, bass guitar, inspiring, classical, rhythmic acoustic guitar",sample_0499
acoustic guitar,cheerful,soul,slow to medium tempo,"acoustic guitar, cheerful, soul, slow to medium tempo",sample_0500
"acoustic drums, passionate female vocal, punchy snare, male voice, piano",sad,pop,slow tempo,"acoustic drums, passionate female vocal, punchy snare, male voice, piano, sad, pop, slow tempo",sample_0501
"male voice, male vocalist, acoustic guitar, no singer",soothing,"ambient, techno, meditation",slower to medium tempo,"male voice, male vocalist, acoustic guitar, no singer, soothing, ambient, techno, meditation, slower to medium tempo",sample_0502
"e-guitar, male singer, claps, no voices",sentimental,ambient sounds,groovy piano chords,"e-guitar, male singer, claps, no voices, sentimental, ambient sounds, groovy piano chords",sample_0503
"steady drumming, flat male vocal, no voices, male vocalist",emotional,"alternative rock, hip hop, classical music",slow tempo,"steady drumming, flat male vocal, no voices, male vocalist, emotional, alternative rock, hip hop, classical music, slow tempo",sample_0504
keyboard harmony,gentle,techno,"slow rock, slow tempo","keyboard harmony, gentle, techno, slow rock, slow tempo",sample_0505
bass guitar,passionate,ambient sounds,"fast tempo, groovy music","bass guitar, passionate, ambient sounds, fast tempo, groovy music",sample_0506
"digital drums, violin, bass, percussion, no percussion, shimmering cymbals","poignant, sensual, emotional, energetic","techno, dance song",uptempo,"digital drums, violin, bass, percussion, no percussion, shimmering cymbals, poignant, sensual, emotional, energetic, techno, dance song, uptempo",sample_0507
"flat male vocal, no singer, female vocal, percussion, strings","aggressive, soft","techno, dance",medium tempo,"flat male vocal, no singer, female vocal, percussion, strings, aggressive, soft, techno, dance, medium tempo",sample_0508
"female vocal, piano accompaniment, no voices",sentimental,movie soundtrack,"fast tempo, medium tempo","female vocal, piano accompaniment, no voices, sentimental, movie soundtrack, fast tempo, medium tempo",sample_0509
"flute, male voice, orchestra, female vocal, violin, electronic drums","hard rock, soothing, hypnotic, energetic, joyful, soft, chaotic, epic","folk song, electronic music",groovy piano chords,"flute, male voice, orchestra, female vocal, violin, electronic drums, hard rock, soothing, hypnotic, energetic, joyful, soft, chaotic, epic, folk song, electronic music, groovy piano chords",sample_0510
orchestra,"emotional, intense, playful, energetic","electronic, rock, classical, country music, gospel, latin dance music",groovy piano chords,"orchestra, emotional, intense, playful, energetic, electronic, rock, classical, country music, gospel, latin dance music, groovy piano chords",sample_0511
"groovy bass line, female vocal, keyboard harmony, steady drumming rhythm",psychedelic,"electronic music, dance",groovy drumming rhythm,"groovy bass line, female vocal, keyboard harmony, steady drumming rhythm, psychedelic, electronic music, dance, groovy drumming rhythm",sample_0512
"punchy snare, acoustic drums, guitar, e-bass","positive, happy, sad, people dancing","r&b, trance","fast tempo, rhythmic acoustic guitar, uptempo, acoustic rhythm guitar chords, medium to uptempo, groovy","punchy snare, acoustic drums, guitar, e-bass, positive, happy, sad, people dancing, r&b, trance, fast tempo, rhythmic acoustic guitar, uptempo, acoustic rhythm guitar chords, medium to uptempo, groovy",sample_0513
flat male vocal,scary,"electronic dance music, classical, gospel","dance groove, slow to medium tempo, acoustic rhythm guitar chords, medium fast tempo, polyrhythms, rhythm","flat male vocal, scary, electronic dance music, classical, gospel, dance groove, slow to medium tempo, acoustic rhythm guitar chords, medium fast tempo, polyrhythms, rhythm",sample_0514
female vocal,"emotional, calming",folk song,"medium tempo, groovy rhythm, upbeat, uptempo, fast tempo, strong drumming rhythm, rhythmic patter","female vocal, emotional, calming, folk song, medium tempo, groovy rhythm, upbeat, uptempo, fast tempo, strong drumming rhythm, rhythmic patter",sample_0515
"piano, bass guitar, tambourine, steady drumming rhythm, female vocal",positive,blues,groovy music,"piano, bass guitar, tambourine, steady drumming rhythm, female vocal, positive, blues, groovy music",sample_0516
"percussion, male voice, no percussion","hard rock, mysterious, fun, uplifting, aggressive","meditation, metal, danceable, rock music",rhythmic speech,"percussion, male voice, no percussion, hard rock, mysterious, fun, uplifting, aggressive, meditation, metal, danceable, rock music, rhythmic speech",sample_0517
"digital drums, keyboard harmony, bass guitar","happy mood, funky, exciting","ambient, western classical music, pop, alternative rock, dance",medium to uptempo,"digital drums, keyboard harmony, bass guitar, happy mood, funky, exciting, ambient, western classical music, pop, alternative rock, dance, medium to uptempo",sample_0518
"no voices, e-bass, guitar, flute, female voice, male singer, electric guitar","emotional, sad",movie music,"dance groove, afrobeat","no voices, e-bass, guitar, flute, female voice, male singer, electric guitar, emotional, sad, movie music, dance groove, afrobeat",sample_0519
"bass guitar, guitar solo, male voice",weird,blues,"distorted guitar rhythm, rhythmic, slick drumming rhythm","bass guitar, guitar solo, male voice, weird, blues, distorted guitar rhythm, rhythmic, slick drumming rhythm",sample_0520
"bass guitar, bass, shimmering cymbals","playful, aggressive","dance music, rock, western classical music, electronic music, rap, latin dance music",fast tempo,"bass guitar, bass, shimmering cymbals, playful, aggressive, dance music, rock, western classical music, electronic music, rap, latin dance music, fast tempo",sample_0521
"steady drumming rhythm, percussion, e-guitar, no percussion","happy, nostalgic, cheerful","soul, classical, ballad, dance music",medium to uptempo,"steady drumming rhythm, percussion, e-guitar, no percussion, happy, nostalgic, cheerful, soul, classical, ballad, dance music, medium to uptempo",sample_0522
"shimmering shakers, groovy bass, male vocalist, bass guitar, bass","uplifting, meditative",folk song,"uptempo, medium to uptempo, slow tempo, rising pattern","shimmering shakers, groovy bass, male vocalist, bass guitar, bass, uplifting, meditative, folk song, uptempo, medium to uptempo, slow tempo, rising pattern",sample_0523
no voices,"emotional, calming",western classical music,acoustic rhythm guitar chords,"no voices, emotional, calming, western classical music, acoustic rhythm guitar chords",sample_0524
"acoustic drums, guitar solo, keyboard, no voices, shimmering cymbals, keyboard accompaniment",suspenseful,"jazz, reggae","slow to medium tempo, rising pattern, medium tempo, slick drumming rhythm","acoustic drums, guitar solo, keyboard, no voices, shimmering cymbals, keyboard accompaniment, suspenseful, jazz, reggae, slow to medium tempo, rising pattern, medium tempo, slick drumming rhythm",sample_0525
"piano, trumpets, no voices",energetic,dance music,syncopated harmony,"piano, trumpets, no voices, energetic, dance music, syncopated harmony",sample_0526
"electric guitar, bass guitar",sentimental,"dance, metal",fast tempo,"electric guitar, bass guitar, sentimental, dance, metal, fast tempo",sample_0527
"no voices, male singer","inspiring, calming, dreamy, soft rock",classical music,medium to uptempo,"no voices, male singer, inspiring, calming, dreamy, soft rock, classical music, medium to uptempo",sample_0528
"clapping, piano, bass",sad,soul,uptempo,"clapping, piano, bass, sad, soul, uptempo",sample_0529
"keyboard harmony, tambourine",sad,western classical music,upbeat,"keyboard harmony, tambourine, sad, western classical music, upbeat",sample_0530
"tambourine, male vocal, keyboard","melancholic, exciting, energetic",dance,"medium tempo, groovy","tambourine, male vocal, keyboard, melancholic, exciting, energetic, dance, medium tempo, groovy",sample_0531
"punchy snare, no voices, male singer","emotional, mysterious",rock,"slick drumming rhythm, groovy bassline, dance groove, groovy piano chords, upbeat, rhythmic patter","punchy snare, no voices, male singer, emotional, mysterious, rock, slick drumming rhythm, groovy bassline, dance groove, groovy piano chords, upbeat, rhythmic patter",sample_0532
"passionate female vocal, acoustic guitar, tambourine","happy, intense, fun",movie soundtrack,slow tempo,"passionate female vocal, acoustic guitar, tambourine, happy, intense, fun, movie soundtrack, slow tempo",sample_0533
steady drumming,"uplifting, aggressive, mellow, people dancing",electronic dance music,groovy,"steady drumming, uplifting, aggressive, mellow, people dancing, electronic dance music, groovy",sample_0534
"piano, tambourine, bass, keyboard, passionate female vocal","melancholic, sad, passionate, emotional","ambient, ballad","slow tempo, medium fast tempo, slow to medium tempo, groovy bas slime, fast tempo, rhythmic beat, upbeat","piano, tambourine, bass, keyboard, passionate female vocal, melancholic, sad, passionate, emotional, ambient, ballad, slow tempo, medium fast tempo, slow to medium tempo, groovy bas slime, fast tempo, rhythmic beat, upbeat",sample_0535
"tambourine, flute","psychedelic, fun, romantic, passionate","metal, country music, folk",upbeat,"tambourine, flute, psychedelic, fun, romantic, passionate, metal, country music, folk, upbeat",sample_0536
electronic drums,"energetic, hard rock","electronic, trap, classical music, ambient noises, pop, rap, orchestral, chill",slow to medium tempo,"electronic drums, energetic, hard rock, electronic, trap, classical music, ambient noises, pop, rap, orchestral, chill, slow to medium tempo",sample_0537
"percussion, piano",soft,"rap, rock","uptempo, medium tempo, medium fast tempo, acoustic rhythm guitar chords","percussion, piano, soft, rap, rock, uptempo, medium tempo, medium fast tempo, acoustic rhythm guitar chords",sample_0538
"e-guitar, piano, claps, passionate male vocal, male voice singing, female singer, punchy snare, male vocalist","happy, calming, epic, sentimental, heavy metal","dance song, rap","fast tempo, uptempo","e-guitar, piano, claps, passionate male vocal, male voice singing, female singer, punchy snare, male vocalist, happy, calming, epic, sentimental, heavy metal, dance song, rap, fast tempo, uptempo",sample_0539
"claps, acoustic guitar, steady drumming rhythm",happy mood,electronic music,mid tempo,"claps, acoustic guitar, steady drumming rhythm, happy mood, electronic music, mid tempo",sample_0540
"male voice singing, electric guitar, steady drumming, e-guitar, female voice, male voice",happy mood,"country, pop song, folk song, metal, orchestral",groovy music,"male voice singing, electric guitar, steady drumming, e-guitar, female voice, male voice, happy mood, country, pop song, folk song, metal, orchestral, groovy music",sample_0541
"male singer, tambourine","happy, joyful",electro pop,groovy,"male singer, tambourine, happy, joyful, electro pop, groovy",sample_0542
"bass guitar, male voice, no voice, percussion",gentle,"rapping, dance","medium tempo, groovy music","bass guitar, male voice, no voice, percussion, gentle, rapping, dance, medium tempo, groovy music",sample_0543
clapping,"energetic, gentle, funky","country, movie soundtrack, r&b, dance",medium to uptempo,"clapping, energetic, gentle, funky, country, movie soundtrack, r&b, dance, medium to uptempo",sample_0544
"punchy kick, cello, acoustic drums, e-guitar, no voices, flat male vocal","suspenseful, joyful",cinematic,"rising pattern, steady rhythm, afrobeat, groovy, slower tempo","punchy kick, cello, acoustic drums, e-guitar, no voices, flat male vocal, suspenseful, joyful, cinematic, rising pattern, steady rhythm, afrobeat, groovy, slower tempo",sample_0545
"punchy kick, groovy bass, acoustic guitar, male voice singing",funky,ambient noises,rhythm,"punchy kick, groovy bass, acoustic guitar, male voice singing, funky, ambient noises, rhythm",sample_0546
"strings, trumpets, no singer","people dancing, passionate, happy, melancholic","electronic dance music, western classical music, indie, movie soundtrack, pop",rhythm,"strings, trumpets, no singer, people dancing, passionate, happy, melancholic, electronic dance music, western classical music, indie, movie soundtrack, pop, rhythm",sample_0547
"drums, keyboard, percussion, trumpets",meditative,cinematic,"uptempo, rising pattern","drums, keyboard, percussion, trumpets, meditative, cinematic, uptempo, rising pattern",sample_0548
"no percussion, acoustic guitar, keyboard accompaniment, male voice, acoustic drums",passionate,latin dance music,strong drumming rhythm,"no percussion, acoustic guitar, keyboard accompaniment, male voice, acoustic drums, passionate, latin dance music, strong drumming rhythm",sample_0549
"electronic drums, female vocal, bass guitar, bass, cello","sad, cheerful, energetic, uplifting","trance, movie soundtrack, ambient noises, rock","moderate tempo, mid tempo, uptempo, groovy music, afrobeat, slow tempo","electronic drums, female vocal, bass guitar, bass, cello, sad, cheerful, energetic, uplifting, trance, movie soundtrack, ambient noises, rock, moderate tempo, mid tempo, uptempo, groovy music, afrobeat, slow tempo",sample_0550
"electronic drums, bass, piano accompaniment, cello, piano, keyboard harmony, e-guitar","sentimental, calming, passionate, funky",reggae,"fast tempo, slow","electronic drums, bass, piano accompaniment, cello, piano, keyboard harmony, e-guitar, sentimental, calming, passionate, funky, reggae, fast tempo, slow",sample_0551
"e-bass, groovy bass",meditative,rock,medium tempo,"e-bass, groovy bass, meditative, rock, medium tempo",sample_0552
"male vocal, punchy kick, male voice",dark,"danceable, movie soundtrack","groovy bassline, medium to uptempo, upbeat, groovy, moderate tempo, steady rhythm, uptempo","male vocal, punchy kick, male voice, dark, danceable, movie soundtrack, groovy bassline, medium to uptempo, upbeat, groovy, moderate tempo, steady rhythm, uptempo",sample_0553
"violin, electronic drums, female vocal, e-bass","energetic, passionate, intense",classical,fast tempo,"violin, electronic drums, female vocal, e-bass, energetic, passionate, intense, classical, fast tempo",sample_0554
"keyboard, digital drums","cheerful, epic, harsh",soulful,slow tempo,"keyboard, digital drums, cheerful, epic, harsh, soulful, slow tempo",sample_0555
"acoustic guitar, digital drums",joyful,soulful,moderate tempo,"acoustic guitar, digital drums, joyful, soulful, moderate tempo",sample_0556
"passionate male vocal, tambourine","inspiring, happy","rock music, gospel","medium tempo, groovy rhythm, upbeat","passionate male vocal, tambourine, inspiring, happy, rock music, gospel, medium tempo, groovy rhythm, upbeat",sample_0557
"tambourine, shimmering cymbals, trumpets, acoustic drums",positive,"cinematic, meditation, ambient, indie","groovy piano chords, slow rock, slow tempo, fast tempo, syncopated","tambourine, shimmering cymbals, trumpets, acoustic drums, positive, cinematic, meditation, ambient, indie, groovy piano chords, slow rock, slow tempo, fast tempo, syncopated",sample_0558
"no voices, no percussion, female vocal","cheerful, passionate, sad, playful","electronic, pop song","upbeat, moderate tempo, medium tempo","no voices, no percussion, female vocal, cheerful, passionate, sad, playful, electronic, pop song, upbeat, moderate tempo, medium tempo",sample_0559
strings,"mysterious, melancholic, emotional, passionate, aggressive, funk, meditative","pop, soulful, electro pop, ambient sounds, rap, folk song",medium tempo,"strings, mysterious, melancholic, emotional, passionate, aggressive, funk, meditative, pop, soulful, electro pop, ambient sounds, rap, folk song, medium tempo",sample_0560
"groovy bass, electric guitar","happy, intense",hip hop,"medium fast tempo, medium to uptempo","groovy bass, electric guitar, happy, intense, hip hop, medium fast tempo, medium to uptempo",sample_0561
"male vocal, clapping, steady drumming rhythm, keyboard, acoustic guitar","funky, romantic, melancholic","pop, dance song, dance music, orchestral",groovy drumming rhythm,"male vocal, clapping, steady drumming rhythm, keyboard, acoustic guitar, funky, romantic, melancholic, pop, dance song, dance music, orchestral, groovy drumming rhythm",sample_0562
bass,"heavy metal, melancholic",dance pop,"medium to uptempo, syncopated harmony","bass, heavy metal, melancholic, dance pop, medium to uptempo, syncopated harmony",sample_0563
"cello, drums","poignant, emotional, aggressive, meditative, mysterious",pop,syncopated rhythms,"cello, drums, poignant, emotional, aggressive, meditative, mysterious, pop, syncopated rhythms",sample_0564
"groovy bass line, electric guitar, punchy kick, orchestra, piano, male voice",soft,danceable,strong drumming rhythm,"groovy bass line, electric guitar, punchy kick, orchestra, piano, male voice, soft, danceable, strong drumming rhythm",sample_0565
piano,"calming, intense",gospel,medium fast tempo,"piano, calming, intense, gospel, medium fast tempo",sample_0566
keyboard harmony,sad,soulful,"groovy double bass, beatbox, uptempo","keyboard harmony, sad, soulful, groovy double bass, beatbox, uptempo",sample_0567
bass guitar,"eerie, passionate, gentle, uplifting, dramatic, happy mood, hypnotic, joyful",alternative rock,"rhythmic beat, dance rhythm, slick drumming rhythm","bass guitar, eerie, passionate, gentle, uplifting, dramatic, happy mood, hypnotic, joyful, alternative rock, rhythmic beat, dance rhythm, slick drumming rhythm",sample_0568
"acoustic drums, male voice, no singer, electronic drums","soft, spiritual, calming, energetic, emotional",country,rhythmic,"acoustic drums, male voice, no singer, electronic drums, soft, spiritual, calming, energetic, emotional, country, rhythmic",sample_0569
"male voice, acoustic drums",energetic,"r&b, dance music, indie, classical",groovy,"male voice, acoustic drums, energetic, r&b, dance music, indie, classical, groovy",sample_0570
"male voice, keyboard harmony, acoustic drums, male vocalist, bass, e-bass","romantic, positive, soothing","soulful, ballad, country music, alternative rock, dance music","syncopated harmony, groovy piano chords, slow tempo, rhythmic patter, medium to uptempo","male voice, keyboard harmony, acoustic drums, male vocalist, bass, e-bass, romantic, positive, soothing, soulful, ballad, country music, alternative rock, dance music, syncopated harmony, groovy piano chords, slow tempo, rhythmic patter, medium to uptempo",sample_0571
"guitar solo, no voices, cello, claps, e-bass, orchestra, guitar","mellow, joyful, psychedelic","r&b, rock, jazz",uptempo,"guitar solo, no voices, cello, claps, e-bass, orchestra, guitar, mellow, joyful, psychedelic, r&b, rock, jazz, uptempo",sample_0572
bass guitar,meditative,"soul, ambient noises, rock, ambient, trap, dance pop, electronic, country","slow tempo, rhythmic acoustic guitar","bass guitar, meditative, soul, ambient noises, rock, ambient, trap, dance pop, electronic, country, slow tempo, rhythmic acoustic guitar",sample_0573
"keyboard harmony, violin, punchy kick, trumpets, guitar",playful,"classical, classical music, hip hop",groovy,"keyboard harmony, violin, punchy kick, trumpets, guitar, playful, classical, classical music, hip hop, groovy",sample_0574
"acoustic drums, keyboard accompaniment, shimmering cymbals, male vocal, punchy snare","meditative, epic, happy mood, intense, fun, gentle, weird, soft","alternative rock, blues","medium fast tempo, fast tempo","acoustic drums, keyboard accompaniment, shimmering cymbals, male vocal, punchy snare, meditative, epic, happy mood, intense, fun, gentle, weird, soft, alternative rock, blues, medium fast tempo, fast tempo",sample_0575
piano accompaniment,"meditative, hard rock, ethereal, emotional, sad","country, danceable",moderate tempo,"piano accompaniment, meditative, hard rock, ethereal, emotional, sad, country, danceable, moderate tempo",sample_0576
"strings, female singer, tambourine","inspiring, sentimental, aggressive, dramatic",movie soundtrack,"upbeat, slow tempo, polyrhythms, rhythmic patter","strings, female singer, tambourine, inspiring, sentimental, aggressive, dramatic, movie soundtrack, upbeat, slow tempo, polyrhythms, rhythmic patter",sample_0577
strings,heavy metal,"dance song, classical, orchestral, trance",syncopated rhythms,"strings, heavy metal, dance song, classical, orchestral, trance, syncopated rhythms",sample_0578
flat male vocal,"fun, soothing, cheerful, harsh, passionate","ballad, soulful, folk music, pop, classical music, electro pop, pop rock","groovy, groovy rhythm, beatbox, strong drumming rhythm","flat male vocal, fun, soothing, cheerful, harsh, passionate, ballad, soulful, folk music, pop, classical music, electro pop, pop rock, groovy, groovy rhythm, beatbox, strong drumming rhythm",sample_0579
electronic drums,"people dancing, uplifting","chill, pop song, folk, folk song, movie soundtrack",groovy piano chords,"electronic drums, people dancing, uplifting, chill, pop song, folk, folk song, movie soundtrack, groovy piano chords",sample_0580
"male voice singing, e-bass",inspiring,pop rock,medium fast tempo,"male voice singing, e-bass, inspiring, pop rock, medium fast tempo",sample_0581
"guitar solo, cello, acoustic guitar, acoustic drums, punchy kick, guitar, punchy snare","playful, calm, emotional, hard rock, cheerful, scary, happy mood, funky, exciting, passionate","cinematic, r&b",slow,"guitar solo, cello, acoustic guitar, acoustic drums, punchy kick, guitar, punchy snare, playful, calm, emotional, hard rock, cheerful, scary, happy mood, funky, exciting, passionate, cinematic, r&b, slow",sample_0582
"tambourine, electronic drums",romantic,jazz,medium to uptempo,"tambourine, electronic drums, romantic, jazz, medium to uptempo",sample_0583
groovy bass,exciting,"reggae, jazz","slower tempo, medium to uptempo","groovy bass, exciting, reggae, jazz, slower tempo, medium to uptempo",sample_0584
clapping,sentimental,hip hop,medium tempo,"clapping, sentimental, hip hop, medium tempo",sample_0585
punchy kick,"exciting, dreamy, dark, energetic, soft",dance,"medium tempo, uptempo","punchy kick, exciting, dreamy, dark, energetic, soft, dance, medium tempo, uptempo",sample_0586
"acoustic drums, orchestra, punchy snare","eerie, intense",techno,moderate tempo,"acoustic drums, orchestra, punchy snare, eerie, intense, techno, moderate tempo",sample_0587
"female voice, e-bass, acoustic drums",aggressive,techno,rhythmic beat,"female voice, e-bass, acoustic drums, aggressive, techno, rhythmic beat",sample_0588
"tambourine, male vocal, groovy bass, male voice, flat male vocal, male voice singing",soothing,pop,"rhythmic acoustic guitar, groovy synth bass, fast tempo, dance rhythm","tambourine, male vocal, groovy bass, male voice, flat male vocal, male voice singing, soothing, pop, rhythmic acoustic guitar, groovy synth bass, fast tempo, dance rhythm",sample_0589
male voice singing,"people dancing, playful, intense, heavy metal, exciting, soothing","meditation, electronic, cinematic, jazz, movie soundtrack, r&b","fast tempo, rhythm, uptempo","male voice singing, people dancing, playful, intense, heavy metal, exciting, soothing, meditation, electronic, cinematic, jazz, movie soundtrack, r&b, fast tempo, rhythm, uptempo",sample_0590
bass guitar,passionate,"country music, electronic dance music, hip hop, pop, metal, dance music, electronic music, soulful, trance, jazz",fast tempo,"bass guitar, passionate, country music, electronic dance music, hip hop, pop, metal, dance music, electronic music, soulful, trance, jazz, fast tempo",sample_0591
"percussion, punchy snare, flat male vocal","emotional, hard rock, soft, harsh, energetic, chaotic","electro pop, dance music, movie soundtrack",slow tempo,"percussion, punchy snare, flat male vocal, emotional, hard rock, soft, harsh, energetic, chaotic, electro pop, dance music, movie soundtrack, slow tempo",sample_0592
"guitar solo, piano, trumpets, male voice, piano accompaniment",calming,"classical, meditation, folk, soul",groovy bass lines,"guitar solo, piano, trumpets, male voice, piano accompaniment, calming, classical, meditation, folk, soul, groovy bass lines",sample_0593
female voice,harsh,"pop, dance music, gospel",upbeat,"female voice, harsh, pop, dance music, gospel, upbeat",sample_0594
keyboard,"chaotic, fun, aggressive",house,beatboxing,"keyboard, chaotic, fun, aggressive, house, beatboxing",sample_0595
"piano, groovy bass",soothing,"alternative rock, folk music, soul, rock music, techno",upbeat,"piano, groovy bass, soothing, alternative rock, folk music, soul, rock music, techno, upbeat",sample_0596
