aspect_list,original_aspect_list,temperature,generated_tempo_tags,generated_genre_tags,generated_mood_tags,generated_instrument_tags,id
"['ambient', 'calming', 'digital drums', 'ethereal', 'r&b', 'slow tempo']","['ambient', 'piano', 'happy', 'classical']",0.75,['slow tempo'],['r&b'],"['calming', 'ethereal']",['digital drums'],39bb8c1f968fda96a0ffb4dec17da09b
"['acoustic guitar', 'e-guitar', 'flute', 'no voices', 'nostalgic', 'pop', 'slow tempo']","['electronic', 'happy', 'pop', 'piano']",1.0,['slow tempo'],[],['nostalgic'],"['acoustic guitar', 'e-guitar', 'no voices', 'flute']",46348b521a9084010a58ea199efdb52e
"['acoustic guitar', 'dance music', 'drums', 'exciting', 'meditation', 'mysterious', 'slow tempo']","['drums', 'jazz', 'bass', 'funk']",0.75,['slow tempo'],"['dance music', 'meditation']","['exciting', 'mysterious']",['acoustic guitar'],1cc8066d77c022231feee31e26cf3427
"['ambient noises', 'ambient sounds', 'bass', 'dance music', 'happy mood', 'pop song', 'slow tempo']","['energetic', 'drums', 'pop', 'bass']",1.0,['slow tempo'],"['dance music', 'ambient noises', 'ambient sounds', 'pop song']",['happy mood'],[],51a2a201c23603eb14405cf251ed65e3
"['acoustic drums', 'calm', 'mellow', 'reggae', 'uptempo']",[],2.0,['uptempo'],['reggae'],"['calm', 'mellow']",['acoustic drums'],3bf549a484d6dd3a1d78515af8f10581
"['calming', 'cinematic', 'emotional', 'energetic', 'epic', 'medium tempo', 'movie music', 'no voice', 'passionate', 'scary', 'slow tempo', 'weird']","['electronic', 'emotional', 'keyboard']",1.25,"['medium tempo', 'slow tempo']","['movie music', 'cinematic']","['passionate', 'emotional', 'weird', 'epic', 'scary', 'energetic', 'calming']",['no voice'],be0a33970f392cc09580f4cd9c374838
"['drums', 'electronic', 'energetic', 'uptempo']","['drums', 'bass', 'electronic', 'funk', 'house']",1.5,['uptempo'],[],['energetic'],[],4c64d3b9c4f5656140335a50fed82355
"['drums', 'eerie', 'fast tempo', 'medium to uptempo', 'rock', 'upbeat']","['drums', 'classical', 'emotional', 'violin', 'piano']",2.0,"['upbeat', 'medium to uptempo', 'fast tempo']",['rock'],['eerie'],[],cfd835cbc8a83a5f94c7f009a06c04c7
"['bass guitar', 'drums', 'energetic', 'indie', 'medium tempo']","['energetic', 'drums', 'bass', 'rock', 'emotional', 'indie']",1.0,['medium tempo'],[],[],['bass guitar'],da6d2708aeb37c2f678ead7e77f99565
"['bass', 'electronic', 'fast tempo', 'happy mood', 'slow tempo', 'uptempo']","['ambient', 'energetic', 'electronic', 'piano']",2.0,"['slow tempo', 'uptempo', 'fast tempo']",[],['happy mood'],['bass'],17caed9a3d9bf88c9afbc97f7f8a28c3
"['alternative rock', 'drums', 'happy mood', 'male voice', 'medium to uptempo', 'techno']","['drums', 'bass', 'guitar', 'pop', 'happy']",1.0,['medium to uptempo'],"['alternative rock', 'techno']",['happy mood'],['male voice'],98a3e1310703b1befb7fab276b0ad279
"['danceable', 'female voice', 'funk', 'harsh', 'moderate tempo', 'rock', 'techno']","['dance', 'energetic', 'keyboard', 'funk']",2.0,['moderate tempo'],"['danceable', 'techno', 'rock']",['harsh'],['female voice'],2424cb17acc77e6b2ac25f19741c6ae0
"['ambient', 'classical', 'digital drums', 'fast tempo', 'intense', 'no voices', 'slow tempo']","['ambient', 'energetic', 'house', 'piano']",0.75,"['slow tempo', 'fast tempo']",['classical'],['intense'],"['digital drums', 'no voices']",5fd5fcee26f3e13d72cbfc2ff3753bd8
"['emotional', 'flat male vocal', 'harsh', 'orchestral', 'passionate', 'slow tempo', 'soulful']","['strings', 'happy', 'folk', 'orchestral']",0.75,['slow tempo'],['soulful'],"['passionate', 'emotional', 'harsh']",['flat male vocal'],3aff238cb4896de396ff747c758e79c4
"['bass', 'digital drums', 'drums', 'heavy metal', 'male voice singing', 'medium to uptempo', 'pop', 'strings']","['energetic', 'drums', 'bass', 'guitar', 'rock']",0.75,['medium to uptempo'],['pop'],['heavy metal'],"['strings', 'male voice singing', 'digital drums', 'drums']",9252bcc155db6bb739a00bbb49df99b3
"['classical', 'emotional', 'folk', 'uptempo', 'violin']","['drums', 'classical', 'emotional', 'jazz', 'violin']",1.5,['uptempo'],['folk'],['emotional'],[],5aa78d8e39fc86c26d57508cfa42e393
"['epic', 'medium tempo', 'orchestral', 'passionate', 'passionate female vocal', 'pop', 'slow tempo', 'slower tempo']","['ambient', 'emotional', 'strings', 'orchestral']",0.5,"['slow tempo', 'medium tempo', 'slower tempo']",['pop'],"['passionate', 'epic']",['passionate female vocal'],eafd34babb1c7f3bffc6e246db190459
"['cheerful', 'dance music', 'drums', 'pop', 'uptempo']","['energetic', 'drums', 'bass', 'folk', 'piano']",0.75,['uptempo'],"['pop', 'dance music']",['cheerful'],[],f23f2f88529d263cc0f7e32c7ae31203
"['cinematic', 'dance', 'energetic', 'groovy', 'passionate', 'pop', 'punchy kick']","['pop', 'funk', 'rock', 'guitar']",1.25,['groovy'],"['dance', 'cinematic']","['energetic', 'passionate']",['punchy kick'],82addd0a1e04a27590e62df255be72cb
"['acoustic drums', 'flute', 'harsh', 'rock', 'slow tempo', 'uplifting']","['indie', 'bass', 'funk']",1.5,['slow tempo'],['rock'],"['uplifting', 'harsh']","['flute', 'acoustic drums']",77f466f0832723037ab9a27ee83bd236
"['alternative rock', 'bass', 'cheerful', 'female voice', 'pop song', 'slow tempo', 'soothing']","['drums', 'bass', 'guitar', 'funk', 'rock']",1.0,['slow tempo'],"['pop song', 'alternative rock']","['soothing', 'cheerful']",['female voice'],d55d7b1fb36d9ae503fa1fdc5a8b5131
"['acoustic guitar', 'digital drums', 'male voice singing', 'r&b', 'sensual', 'slow tempo']",[],2.0,['slow tempo'],['r&b'],['sensual'],"['male voice singing', 'acoustic guitar', 'digital drums']",d102285d63bbf34670deb104e67ac319
"['bass guitar', 'dance', 'drums', 'fast tempo', 'playful']","['energetic', 'drums', 'bass', 'rock']",1.5,['fast tempo'],['dance'],['playful'],['bass guitar'],39852c28d2b73647f0dcee7176552359
"['cheerful', 'electronic', 'gospel', 'keyboard', 'slow tempo', 'spiritual']","['drums', 'bass', 'guitar', 'funk', 'rock', 'keyboard']",0.75,['slow tempo'],"['gospel', 'electronic']","['spiritual', 'cheerful']",[],a17a799bb6b65d2d584db980d4d43734
"['dance', 'drums', 'electric guitar', 'electronic music', 'medium tempo', 'no voice', 'positive', 'rock']","['drums', 'energetic', 'indie', 'bass']",0.5,['medium tempo'],"['rock', 'dance', 'electronic music']",['positive'],"['electric guitar', 'no voice']",cd2262702e4cb1f28d47a0626e8e58cd
"['bass', 'dance', 'electronic drums', 'happy', 'moderate tempo', 'upbeat']","['energetic', 'drums', 'bass', 'dance', 'pop', 'happy']",1.0,"['upbeat', 'moderate tempo']",[],[],['electronic drums'],f7772e5895cda62ae468f29ebacad145
"['aggressive', 'dance', 'drums', 'electronic drums', 'electronic music', 'energetic', 'groovy', 'house', 'techno']","['electronic', 'happy', 'bass', 'house']",1.0,['groovy'],"['techno', 'electronic music', 'dance']","['energetic', 'aggressive']","['drums', 'electronic drums']",210c00f41f4f9d5098df069105e45965
"['emotional', 'energetic', 'medium to uptempo', 'pop', 'punchy kick', 'rock', 'soul']","['pop', 'funk', 'rock', 'guitar']",1.0,['medium to uptempo'],"['rock', 'soul']","['emotional', 'energetic']",['punchy kick'],c1c709cfe4d56eaeb6d33006483539a4
"['emotional', 'passionate', 'pop', 'slower tempo', 'strings']","['happy', 'pop', 'guitar']",1.25,['slower tempo'],['pop'],"['passionate', 'emotional']",['strings'],d7be24a289461ebc981caba51e564dbc
"['dance music', 'drums', 'energetic', 'slow tempo']","['energetic', 'drums', 'bass', 'rock']",0.5,['slow tempo'],['dance music'],['energetic'],[],4f75c0f807ee7b074d2d158c64f43df8
"['calming', 'cheerful', 'flat male vocal', 'medium tempo', 'no voice', 'orchestral', 'percussion', 'strings', 'violin']","['classical', 'emotional', 'orchestral', 'violin', 'piano']",1.25,['medium tempo'],[],"['cheerful', 'calming']","['flat male vocal', 'percussion', 'no voice', 'strings']",f176c588d6effdb1997cbb7c40d44c11
"['bass', 'dance music', 'male voice', 'moderate tempo', 'playful']","['energetic', 'drums', 'metal', 'bass']",0.5,['moderate tempo'],['dance music'],['playful'],['male voice'],6b6b704a8686df751bd2f859957b7938
"['female voice', 'mellow', 'mysterious', 'no percussion', 'rock', 'slow tempo']","['happy', 'jazz', 'piano']",0.75,['slow tempo'],['rock'],"['mellow', 'mysterious']","['female voice', 'no percussion']",e5b11b939e7415f2cf3605cd5da6ec1e
"['acoustic drums', 'e-guitar', 'medium tempo', 'soulful', 'spiritual']",[],2.0,['medium tempo'],['soulful'],['spiritual'],"['e-guitar', 'acoustic drums']",1e76cf17cb83de864a0c9f0d28886b2e
"['acoustic drums', 'dreamy', 'emotional', 'medium to uptempo', 'pop', 'strings']","['happy', 'indie', 'pop', 'guitar']",1.5,['medium to uptempo'],[],"['dreamy', 'emotional']","['strings', 'acoustic drums']",e31ef3d5f0fa049ff4b6c7f2647b9947
"['ambient', 'calming', 'cello', 'emotional', 'medium tempo']","['ambient', 'emotional', 'electronic', 'piano']",0.5,['medium tempo'],[],"['calming', 'emotional']",['cello'],bb736602f49448a71b24fd89060aea23
"['classical', 'dramatic', 'emotional', 'medium tempo', 'medium to uptempo', 'no voice', 'passionate', 'uptempo', 'weird']","['dance', 'keyboard', 'funk']",0.5,"['uptempo', 'medium to uptempo', 'medium tempo']",['classical'],"['passionate', 'emotional', 'weird', 'dramatic']",['no voice'],f88ff06a0792018b90f45622c09e9188
"['happy', 'passionate female vocal', 'pop', 'slow tempo', 'slower to medium tempo', 'syncopated snare']","['bass', 'rock', 'emotional', 'pop', 'indie']",1.0,"['slow tempo', 'slower to medium tempo', 'syncopated snare']",[],['happy'],['passionate female vocal'],99567e96057e6ee36ab11c63b7dea6d6
"['energetic', 'folk', 'groovy', 'punchy kick', 'punchy snare']","['happy', 'pop', 'folk', 'guitar']",0.5,['groovy'],[],['energetic'],"['punchy kick', 'punchy snare']",968359d53b1c6ace47edf47c11870b26
"['cheerful', 'dance', 'drums', 'fast tempo']","['electronic', 'drums', 'bass', 'funk']",2.0,['fast tempo'],['dance'],['cheerful'],[],88887472eeb8e235dea2c128b8162671
"['classical music', 'emotional', 'movie music', 'piano', 'slow tempo', 'uptempo']","['drums', 'classical', 'emotional', 'violin', 'piano']",0.75,"['slow tempo', 'uptempo']","['movie music', 'classical music']",['emotional'],[],8cb4d5e30e193c271c8a940a94fd45f8
"['claps', 'energetic', 'hip hop', 'passionate', 'pop', 'punchy kick', 'uptempo']","['emotional', 'piano', 'pop', 'classical']",0.5,['uptempo'],['hip hop'],"['passionate', 'energetic']","['punchy kick', 'claps']",aa44ff04d01f3a420cfbd56dab0bfc74
"['acoustic guitar', 'blues', 'cheerful', 'dance rhythm', 'emotional']","['indie', 'bass', 'funk']",2.0,['dance rhythm'],['blues'],"['emotional', 'cheerful']",['acoustic guitar'],e06f88fcf9ad1d5070a8a4d6f27d768e
"['dance song', 'drums', 'energetic', 'medium to uptempo', 'uptempo']","['drums', 'happy', 'metal', 'guitar']",0.5,"['medium to uptempo', 'uptempo']",['dance song'],['energetic'],[],acfb5df81ae0053f9c2917f13b7414fa
"['gospel', 'medium tempo', 'medium to uptempo', 'playful', 'spiritual', 'violin']","['drums', 'classical', 'emotional', 'violin', 'piano']",1.0,"['medium to uptempo', 'medium tempo']",['gospel'],"['spiritual', 'playful']",[],e7dae76fbbb0091c9d2d700ff976df2d
"['emotional', 'ethereal', 'fast tempo', 'flat male vocal', 'hip hop', 'passionate', 'passionate female vocal', 'punchy kick', 'slow tempo', 'slower to medium tempo']","['jazz', 'funk', 'piano']",1.5,"['slow tempo', 'slower to medium tempo', 'fast tempo']",['hip hop'],"['emotional', 'passionate', 'ethereal']","['flat male vocal', 'passionate female vocal', 'punchy kick']",4a937b026d7a33bfe78285e2055467ae
"['cello', 'classical', 'fast tempo', 'intense', 'orchestra']",[],2.0,['fast tempo'],['classical'],['intense'],"['cello', 'orchestra']",28a2edd1c2c57d8a72d2330dc3828c12
"['drums', 'funky', 'pop', 'slow tempo']","['energetic', 'drums', 'bass', 'rock', 'pop']",1.0,['slow tempo'],[],['funky'],[],3f8433053d257066f54291091d71f872
"['aggressive', 'dance', 'drums', 'fast tempo']","['drums', 'bass', 'emotional', 'pop', 'keyboard']",0.75,['fast tempo'],['dance'],['aggressive'],[],6115cc7705ca2c17fcee60076a79c28f
"['ambient', 'blues', 'calming', 'flat male vocal', 'no percussion', 'no voices', 'slow tempo']","['ambient', 'emotional', 'electronic', 'bass']",1.0,['slow tempo'],['blues'],['calming'],"['no voices', 'no percussion', 'flat male vocal']",c179f239113adb1b752a56690c68f910
"['ambient', 'calming', 'emotional', 'medium tempo', 'moderate tempo', 'no voice', 'no voices', 'nostalgic', 'passionate', 'romantic']","['ambient', 'piano', 'happy', 'classical']",1.0,"['moderate tempo', 'medium tempo']",[],"['calming', 'romantic', 'emotional', 'passionate', 'nostalgic']","['no voices', 'no voice']",54eb79124d3295507de9dcf5b1548ba4
"['calming', 'classical', 'percussion', 'slow tempo', 'soothing', 'violin']","['classical', 'emotional', 'orchestral', 'violin', 'piano']",0.75,['slow tempo'],[],"['calming', 'soothing']",['percussion'],f402d68b69dcb3fe160981b078b7a812
"['ambient sounds', 'bass', 'dance song', 'energetic', 'passionate', 'slow tempo']","['drums', 'bass', 'pop', 'keyboard', 'happy']",2.0,['slow tempo'],"['dance song', 'ambient sounds']","['passionate', 'energetic']",[],eccad4eaed26e4d1b55cfea77c262a0c
"['drums', 'groovy', 'hip hop', 'male voice', 'medium tempo', 'passionate', 'r&b', 'upbeat']","['electronic', 'energetic', 'bass']",1.0,"['groovy', 'medium tempo', 'upbeat']","['hip hop', 'r&b']",['passionate'],"['drums', 'male voice']",2cb1afd067031923651f9583f329bb97
"['bass', 'cinematic', 'electronic drums', 'male voice', 'moderate tempo', 'slow tempo', 'spiritual', 'uptempo']","['drums', 'bass', 'keyboard', 'happy', 'house']",1.0,"['uptempo', 'moderate tempo', 'slow tempo']",['cinematic'],['spiritual'],"['electronic drums', 'male voice']",7f7d5736821f36e0153548422fc3d932
"['cinematic', 'classical', 'classical music', 'intense', 'movie music', 'no percussion', 'orchestra', 'slow tempo', 'suspenseful']","['ambient', 'emotional', 'piano']",2.0,['slow tempo'],"['classical', 'classical music', 'movie music', 'cinematic']","['intense', 'suspenseful']","['orchestra', 'no percussion']",b007a250aeca8c0162d6076a92337be6
"['classical', 'electronic music', 'flat male vocal', 'movie soundtrack', 'passionate', 'slow tempo']","['electronic', 'energetic', 'piano']",1.25,['slow tempo'],"['classical', 'electronic music', 'movie soundtrack']",['passionate'],['flat male vocal'],3f90bdfc5ccef253619c09cf170abd4c
"['acoustic guitar', 'classical music', 'fast tempo', 'flat male vocal', 'passionate', 'upbeat', 'uptempo']","['energetic', 'drums', 'metal']",1.5,"['uptempo', 'fast tempo', 'upbeat']",['classical music'],['passionate'],"['acoustic guitar', 'flat male vocal']",203856c0dbc67a46a335c5f01b3ad3b0
"['bass', 'calming', 'digital drums', 'hip hop', 'no voices', 'slow tempo']","['emotional', 'piano', 'classical']",0.5,['slow tempo'],['hip hop'],['calming'],"['digital drums', 'no voices', 'bass']",a6fe3711cdc84938b150ed35f995a94f
"['bass', 'eerie', 'electronic', 'electronic drums', 'slow tempo', 'uptempo']","['energetic', 'bass', 'electronic', 'dance', 'piano']",1.25,"['slow tempo', 'uptempo']",[],['eerie'],['electronic drums'],60081bb0ea527d1942567beea0361a17
"['cheerful', 'dark', 'drums', 'exciting', 'male singer', 'medium tempo', 'medium to uptempo', 'rock music']","['drums', 'classical', 'emotional', 'violin', 'piano']",1.5,"['medium tempo', 'medium to uptempo']",['rock music'],"['dark', 'cheerful', 'exciting']",['male singer'],8ec9170e0f914d9f5cbb7e2df6599283
"['chaotic', 'electric guitar', 'emotional', 'hip hop', 'uptempo']","['energetic', 'drums', 'metal']",1.25,['uptempo'],['hip hop'],"['chaotic', 'emotional']",['electric guitar'],80c13d704c221845f166201a78b4aca5
"['bass', 'dance music', 'eerie', 'fast tempo', 'heavy metal', 'moderate tempo']","['drums', 'bass', 'dance', 'keyboard', 'happy']",1.0,"['fast tempo', 'moderate tempo']",['dance music'],"['heavy metal', 'eerie']",[],cbd906b1e94820596e35fcb23e62febb
"['aggressive', 'dance', 'electronic drums', 'energetic', 'harsh', 'upbeat', 'weird']","['dance', 'drums', 'pop', 'energetic']",0.75,['upbeat'],[],"['energetic', 'aggressive', 'harsh', 'weird']",['electronic drums'],ad4c6e05be8b0d8a46852ce2d4075715
"['cheerful', 'classical', 'medium to uptempo', 'soothing', 'strings', 'upbeat']","['drums', 'guitar', 'funk', 'strings', 'keyboard', 'jazz', 'violin', 'piano']",2.0,"['medium to uptempo', 'upbeat']",['classical'],"['soothing', 'cheerful']",[],cc1754505f7f8b66725be2d7dfb35fdc
"['acoustic guitar', 'calming', 'classical music', 'dreamy', 'emotional', 'medium tempo', 'no percussion', 'slow tempo']","['ambient', 'energetic', 'piano']",2.0,"['medium tempo', 'slow tempo']",['classical music'],"['calming', 'dreamy', 'emotional']","['no percussion', 'acoustic guitar']",3ae4e67adc0575b3bece7cbf6b213c60
"['energetic', 'keyboard harmony', 'medium to uptempo', 'pop']","['happy', 'indie', 'pop', 'guitar']",0.5,['medium to uptempo'],[],['energetic'],['keyboard harmony'],7818a32a44ce9c3227aec7debd245cb0
"['alternative rock', 'bass', 'dance music', 'emotional', 'fast tempo', 'intense', 'medium tempo', 'melancholic', 'passionate', 'percussion', 'rap', 'slow tempo']","['drums', 'bass', 'dance', 'funk', 'keyboard']",1.5,"['fast tempo', 'slow tempo', 'medium tempo']","['dance music', 'rap', 'alternative rock']","['intense', 'passionate', 'melancholic', 'emotional']",['percussion'],a773a7b95d354d484ce187e22275483e
"['dance', 'electronic drums', 'epic', 'uptempo', 'weird']","['drums', 'happy', 'pop']",1.25,['uptempo'],['dance'],"['epic', 'weird']",['electronic drums'],519c6d189bd4bf3866595e71b5b5c646
"['beatboxing', 'calming', 'flat male vocal', 'fun', 'male vocal', 'medium tempo', 'pop']","['emotional', 'reggae', 'drums']",0.75,"['medium tempo', 'beatboxing']",['pop'],"['calming', 'fun']","['flat male vocal', 'male vocal']",19248fd9be3ca18d9dc83c005c9881d5
"['energetic', 'folk', 'folk music', 'male vocal', 'medium fast tempo', 'piano']",[],2.0,['medium fast tempo'],"['folk music', 'folk']",['energetic'],"['male vocal', 'piano']",e0850330ed4a62b0ec52d4397e217690
"['dance music', 'drums', 'energetic', 'happy mood', 'medium tempo', 'slow tempo', 'upbeat']","['drums', 'bass', 'keyboard', 'happy', 'house']",1.0,"['slow tempo', 'upbeat', 'medium tempo']",['dance music'],"['happy mood', 'energetic']",[],aba06c4aee64b1bdda1d76632e61f5de
"['chaotic', 'emotional', 'fast tempo', 'male vocalist', 'medium to uptempo', 'playful', 'rock']","['bass', 'rock', 'emotional', 'pop', 'indie']",1.0,"['fast tempo', 'medium to uptempo']",[],"['chaotic', 'emotional', 'playful']",['male vocalist'],ecdaba6011e6b1bfa235cfadc351ffc7
"['cinematic', 'fast tempo', 'hypnotic', 'intense', 'male voice', 'meditative', 'passionate', 'trap']","['drums', 'happy', 'pop']",0.5,['fast tempo'],"['trap', 'cinematic']","['hypnotic', 'passionate', 'meditative', 'intense']",['male voice'],05832bee2fe7d28da9f5797fa26c0580
"['dance', 'electronic drums', 'fun', 'male vocalist', 'medium tempo', 'mid tempo', 'shimmering shakers', 'tambourine']","['dance', 'drums', 'pop', 'energetic']",1.25,"['medium tempo', 'mid tempo']",[],['fun'],"['electronic drums', 'shimmering shakers', 'male vocalist', 'tambourine']",daf762b2e6d20de82afb757eae79355f
"['classical music', 'gospel', 'male vocal', 'medium fast tempo', 'passionate', 'violin']",[],2.0,['medium fast tempo'],"['classical music', 'gospel']",['passionate'],"['male vocal', 'violin']",a83755f53cb5b1dc66af86d5a7478614
"['dramatic', 'electronic', 'moderate tempo', 'no voices', 'percussion', 'slow rock', 'slow tempo', 'techno']","['electronic', 'happy', 'pop', 'piano']",2.0,"['slow tempo', 'slow rock', 'moderate tempo']",['techno'],['dramatic'],"['no voices', 'percussion']",0f4fe9ca4888a7a20a1264b822f39673
"['bass guitar', 'dreamy', 'guitar', 'indie', 'no voice', 'percussion', 'tambourine', 'upbeat']","['drums', 'guitar', 'rock', 'indie', 'happy']",1.25,['upbeat'],[],['dreamy'],"['bass guitar', 'percussion', 'tambourine', 'no voice']",d7942e106abf8db5843c551caa58c5fe
"['emotional', 'exciting', 'flat male vocal', 'hip hop', 'joyful', 'percussion', 'slow tempo']","['emotional', 'piano', 'classical']",0.5,['slow tempo'],['hip hop'],"['exciting', 'emotional', 'joyful']","['percussion', 'flat male vocal']",98975d8af169d84bb77469adcb46b871
"['bass', 'eerie', 'electronic', 'fast tempo']","['drums', 'bass', 'guitar', 'electronic', 'emotional', 'pop', 'keyboard']",1.5,['fast tempo'],[],['eerie'],[],100de5f57ac5aaf745e94db49b67d2de
"['acoustic guitar', 'blues', 'calm', 'fast tempo', 'happy', 'male voice', 'medium tempo']","['happy', 'pop', 'violin']",1.0,"['medium tempo', 'fast tempo']",['blues'],"['calm', 'happy']","['male voice', 'acoustic guitar']",c42f96ac2e4f01b041e2fe0b84f01217
"['acoustic guitar', 'medium tempo', 'passionate', 'passionate female vocal', 'passionate male vocal', 'pop', 'romantic', 'shimmering shakers']","['energetic', 'bass', 'electronic', 'dance', 'trance', 'pop', 'house']",1.5,['medium tempo'],[],"['romantic', 'passionate']","['passionate female vocal', 'acoustic guitar', 'shimmering shakers', 'passionate male vocal']",804fd4439998a403db4412209ab5dce2
"['classical', 'emotional', 'flat male vocal', 'passionate', 'uptempo']",[],2.0,['uptempo'],['classical'],"['passionate', 'emotional']",['flat male vocal'],9d69741333ae4c4def956b858ee20f07
"['calming', 'groovy', 'happy', 'hip hop', 'male voice', 'punchy kick', 'suspenseful', 'weird']","['happy', 'rock', 'guitar']",0.5,['groovy'],['hip hop'],"['suspenseful', 'weird', 'calming', 'happy']","['male voice', 'punchy kick']",61b1c17e87e8ee02fa491399ce2ea3b5
"['flat male vocal', 'medium tempo', 'mellow', 'passionate male vocal', 'pop', 'rock', 'slow tempo']","['energetic', 'bass', 'dance', 'pop', 'house']",0.5,"['slow tempo', 'medium tempo']",['rock'],['mellow'],"['passionate male vocal', 'flat male vocal']",93b0ac4204ad7f1d49cd0bd74f807fd8
"['digital drums', 'flute', 'hypnotic', 'medium to uptempo', 'techno']","['electronic', 'emotional', 'piano']",1.0,['medium to uptempo'],['techno'],['hypnotic'],"['digital drums', 'flute']",35d1208cca5de8a673affa27703aa67e
"['acoustic guitar', 'cheerful', 'digital drums', 'drums', 'e-bass', 'groovy', 'pop', 'uptempo']",[],2.0,"['uptempo', 'groovy']",['pop'],['cheerful'],"['e-bass', 'acoustic guitar', 'digital drums', 'drums']",7b6a398737a2d06bcf4f14d3a4c2af00
"['bass', 'beat boxing', 'electronic', 'electronic drums', 'intense']","['energetic', 'drums', 'bass', 'electronic', 'indie']",1.5,['beat boxing'],[],['intense'],['electronic drums'],9216358da9de93ece52544d8e3ad1d7a
"['ambient', 'beat boxing', 'electronic drums', 'ethereal', 'hypnotic', 'male vocal', 'rap', 'slower tempo']","['emotional', 'piano', 'classical']",2.0,"['slower tempo', 'beat boxing']","['rap', 'ambient']","['hypnotic', 'ethereal']","['male vocal', 'electronic drums']",e25b363bf1a04135ec4c71763dc0da02
"['calming', 'electronic', 'electronic drums', 'piano', 'slower tempo']","['drums', 'guitar', 'funk', 'strings', 'keyboard', 'jazz', 'violin', 'piano']",1.25,['slower tempo'],['electronic'],['calming'],['electronic drums'],138b0b3e72b60a0db1d92b799625aaa9
"['dance', 'electric guitar', 'energetic', 'groovy', 'psychedelic', 'uptempo']","['dance', 'drums', 'pop', 'energetic']",1.5,"['groovy', 'uptempo']",[],"['energetic', 'psychedelic']",['electric guitar'],2e82021bc60dff58e64fac617eae5992
"['groovy', 'keyboard', 'medium tempo', 'reggae', 'sensual', 'slow tempo']","['drums', 'bass', 'guitar', 'emotional', 'reggae', 'keyboard', 'house']",0.75,"['slow tempo', 'medium tempo', 'groovy']",[],['sensual'],[],46f2c96f9c69313ef5da5458fa591093
"['e-guitar', 'epic', 'hip hop', 'medium to uptempo', 'no voices']","['electronic', 'happy', 'piano']",0.5,['medium to uptempo'],['hip hop'],['epic'],"['e-guitar', 'no voices']",42fedbaf16370b48d005da6b7a2691ca
"['eerie', 'electronic', 'no singer', 'piano', 'slow tempo']","['electronic', 'violin', 'house', 'funk']",0.75,['slow tempo'],[],['eerie'],"['no singer', 'piano']",2d103313df72b2470bd683055b136851
"['bass', 'dance song', 'emotional', 'male voice', 'slow tempo']","['drums', 'bass', 'guitar', 'funk', 'rock']",1.0,['slow tempo'],['dance song'],['emotional'],['male voice'],8dace0a94fb08da25190fef72686ac37
"['energetic', 'folk', 'groovy', 'groovy bass', 'medium tempo', 'punchy snare', 'rock']",[],2.0,"['groovy', 'medium tempo']","['folk', 'rock']",['energetic'],"['groovy bass', 'punchy snare']",538c09c8d3e79fbfdddac1b2fb425e3f
"['bass', 'cinematic', 'dramatic', 'slow tempo']","['drums', 'emotional', 'reggae', 'bass']",0.75,['slow tempo'],['cinematic'],['dramatic'],[],bfb8d5c0e8f1a76bb8ba8fa4d0651974
"['cheerful', 'electric guitar', 'energetic', 'keyboard', 'medium tempo', 'movie soundtrack']","['drums', 'bass', 'emotional', 'pop', 'keyboard']",0.75,['medium tempo'],['movie soundtrack'],"['cheerful', 'energetic']",['electric guitar'],5ad693d90b5866570f0b239155dc118e
"['alternative rock', 'bass guitar', 'groovy', 'male vocal', 'sensual', 'soul']",[],2.0,['groovy'],"['alternative rock', 'soul']",['sensual'],"['male vocal', 'bass guitar']",2038c32186ab02d8c01c667f9fe01ff5
"['acoustic guitar', 'calming', 'classical music', 'male voice', 'meditation', 'medium to uptempo']","['energetic', 'indie', 'drums']",0.5,['medium to uptempo'],"['meditation', 'classical music']",['calming'],"['acoustic guitar', 'male voice']",a822a2122908fc474835c5af3ee2aafe
"['acoustic guitar', 'emotional', 'jazz', 'piano', 'pop', 'slow tempo', 'upbeat', 'uptempo']",[],2.0,"['upbeat', 'slow tempo', 'uptempo']","['jazz', 'pop']",['emotional'],"['acoustic guitar', 'piano']",e802a79b56579f984488843c57938110
"['cheerful', 'drums', 'electronic music', 'happy mood', 'playful', 'upbeat']","['energetic', 'drums', 'pop', 'bass']",0.75,['upbeat'],['electronic music'],"['cheerful', 'happy mood', 'playful']",[],c8572b6d09bb917b7c6769a03ea93fd6
"['classical music', 'drums', 'eerie', 'moderate tempo', 'no percussion']","['drums', 'jazz', 'bass', 'funk']",1.0,['moderate tempo'],['classical music'],['eerie'],['no percussion'],1ca5e2dbd6f0eeaa5f1c076fd94badbd
"['classical', 'dark', 'mellow', 'moderate tempo', 'no voices', 'piano']","['violin', 'energetic', 'folk', 'piano']",1.25,['moderate tempo'],['classical'],"['dark', 'mellow']",['no voices'],bcca37637e04ec9886e5ef062b31ef84
"['drums', 'e-bass', 'energetic', 'medium tempo', 'rock music']","['drums', 'bass', 'funk', 'keyboard', 'jazz', 'violin', 'piano']",1.25,['medium tempo'],['rock music'],['energetic'],['e-bass'],8fd559224abd08f5f6c52a6e0157e505
"['classical', 'dramatic', 'eerie', 'fast tempo', 'piano', 'slow tempo', 'spiritual']","['drums', 'bass', 'funk', 'jazz', 'piano']",0.5,"['slow tempo', 'fast tempo']",['classical'],"['spiritual', 'eerie', 'dramatic']",[],9240fef576ec1a13274c6a0f6c9eeaeb
